ascent,descent,timestamp,altitude,cadence,enhanced_altitude,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,battery_soc,calories,distance,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
0,0,2022-09-10 21:05:39,-4.800000000000011,3.0,-4.800000000000011,4.988,2.0,50.5129006,-84.8143792,0.0,4.988,,1.0,129.93,0.0,8.0,51.0,53.5,4.5,54.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:40,-4.800000000000011,12.0,-4.800000000000011,4.308,2.0,50.5129506,-84.8143701,0.0,4.308,,1.0,134.68,0.0,10.5,67.0,55.0,2.5,57.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:41,-5.0,18.0,-5.0,4.533,2.0,50.5129961,-84.8143519,32.0,4.533,,1.0,139.33,0.0,13.0,82.0,57.0,0.5,60.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:42,-5.0,40.0,-5.0,4.83,2.0,50.5130416,-84.8143064,116.0,4.83,,1.0,144.19,0.0,15.5,98.0,66.5,0.0,64.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:43,-5.0,62.0,-5.0,5.051,2.0,50.513078,-84.8142518,189.0,5.051,,1.0,149.31,0.0,18.0,65.0,78.0,0.0,67.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:44,-5.0,51.0,-5.0,5.255,2.0,50.5131099,-84.8141881,207.0,5.255,,2.0,154.62,0.0,18.5,54.0,81.5,2.0,70.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:45,-5.0,40.0,-5.0,5.139,2.0,50.5131372,-84.8141244,225.0,5.139,,2.0,159.69,0.0,15.5,63.0,71.0,8.5,73.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:46,-5.0,29.0,-5.0,4.804,2.0,50.51316,-84.8140698,242.0,4.804,,2.0,164.39,0.0,12.5,73.0,60.0,15.0,76.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:47,-5.0,25.0,-5.0,4.697,2.0,50.5131782,-84.814006,213.0,4.697,,2.0,169.07,0.0,9.5,83.0,49.5,21.5,79.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:48,-5.0,24.0,-5.0,4.978,2.0,50.5132055,-84.8139423,179.0,4.978,,2.0,174.15,0.0,11.5,92.0,53.0,13.5,48.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:49,-5.0,24.0,-5.0,5.089,2.0,50.5132328,-84.8138786,162.0,5.089,,2.0,179.21,0.0,13.5,81.0,63.5,4.0,18.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:50,-5.0,24.0,-5.0,5.079,2.0,50.513251,-84.8138058,144.0,5.079,,2.0,184.3,0.0,9.5,55.0,69.0,7.5,32.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:51,-5.0,23.0,-5.0,5.002,2.0,50.5132783,-84.8137421,127.0,5.002,,3.0,189.28,0.0,5.5,29.0,74.0,11.5,45.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:52,-5.0,23.0,-5.0,5.07,2.0,50.5133056,-84.8136784,82.0,5.07,,3.0,194.4,0.0,1.5,4.0,79.5,15.5,59.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:53,-5.0,36.0,-5.0,5.261,2.0,50.5133329,-84.8136146,91.0,5.261,,3.0,199.76,0.0,14.5,62.0,85.0,17.0,65.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:54,-5.0,67.0,-5.0,5.806,2.0,50.5133648,-84.8135327,110.0,5.806,,3.0,205.73,0.0,30.5,65.0,88.5,17.5,66.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:55,-5.0,72.0,-5.0,6.293,2.0,50.5134012,-84.8134599,148.0,6.293,,3.0,212.15,0.0,30.5,41.0,89.0,19.5,68.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:56,-5.199999999999989,74.0,-5.199999999999989,6.463,2.0,50.513433,-84.813378,141.0,6.463,,3.0,218.63,0.0,30.5,48.0,89.0,21.5,70.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:57,-5.199999999999989,78.0,-5.199999999999989,6.679,2.0,50.5134785,-84.8132961,125.0,6.679,,3.0,225.42,0.0,30.5,54.0,89.5,23.5,72.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:58,-5.199999999999989,60.0,-5.199999999999989,6.902,2.0,50.5135286,-84.8132233,124.0,6.902,,3.0,232.42,0.0,26.0,57.0,77.0,18.0,70.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:05:59,-5.0,54.0,-5.0,6.768,2.0,50.5135696,-84.8131413,116.0,6.768,,4.0,239.18,0.0,18.0,59.0,55.5,8.5,66.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:00,-5.0,86.0,-5.0,6.637,2.0,50.5136014,-84.8130594,77.0,6.637,,4.0,245.8,0.0,10.5,62.0,35.5,0.5,61.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:01,-5.0,75.0,-5.0,6.486,2.0,50.5136333,-84.8129684,84.0,6.486,,4.0,252.22,0.0,6.0,59.0,20.5,6.5,57.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:02,-5.0,56.0,-5.0,6.165,2.0,50.5136651,-84.8128956,82.0,6.165,,4.0,258.25,0.0,2.0,13.0,6.0,12.5,52.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:03,-5.0,33.0,-5.0,6.059,2.0,50.513697,-84.8128228,66.0,6.059,,4.0,264.28,0.0,0.5,14.0,2.5,15.5,52.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:04,-5.0,9.0,-5.0,5.891,2.0,50.5137289,-84.8127499,51.0,5.891,,4.0,270.09,0.0,1.5,23.0,6.0,16.5,54.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:05,-5.0,0.0,-5.0,5.465,2.0,50.5137607,-84.8126862,0.0,5.465,,4.0,275.42,0.0,2.5,31.0,9.0,17.0,56.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:06,-4.800000000000011,0.0,-4.800000000000011,4.822,2.0,50.5137835,-84.8126225,0.0,4.822,,4.0,280.02,0.0,3.5,39.0,12.5,18.0,58.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:07,-4.800000000000011,0.0,-4.800000000000011,4.251,2.0,50.5138017,-84.8125679,0.0,4.251,,4.0,284.07,0.0,4.5,47.0,15.5,19.0,61.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:08,-4.800000000000011,0.0,-4.800000000000011,4.027,2.0,50.5138199,-84.8125224,0.0,4.027,,4.0,288.03,0.0,5.5,56.0,19.0,19.5,63.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:09,-4.800000000000011,0.0,-4.800000000000011,3.785,2.0,50.5138381,-84.8124678,0.0,3.785,,4.0,291.73,0.0,6.0,64.0,22.5,20.5,65.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:10,-4.800000000000011,0.0,-4.800000000000011,3.574,2.0,50.5138517,-84.8124314,0.0,3.574,,4.0,295.25,0.0,7.0,72.0,25.5,21.5,68.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:11,-4.800000000000011,16.0,-4.800000000000011,3.623,2.0,50.5138699,-84.8123767,10.0,3.623,,4.0,298.88,0.0,8.0,81.0,29.0,22.0,70.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:12,-4.800000000000011,48.0,-4.800000000000011,4.463,2.0,50.5138972,-84.8123221,66.0,4.463,,4.0,303.62,0.0,9.0,89.0,32.0,23.0,72.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:13,-4.800000000000011,71.0,-4.800000000000011,5.109,2.0,50.5139291,-84.8122584,147.0,5.109,,4.0,308.94,0.0,10.0,60.0,35.5,24.0,74.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:14,-5.0,88.0,-5.0,5.125,2.0,50.5139564,-84.8121947,216.0,5.125,,4.0,314.07,0.0,11.0,49.0,39.0,24.5,77.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:15,-5.0,86.0,-5.0,5.147,2.0,50.5139837,-84.8121219,168.0,5.147,,4.0,319.17,0.0,12.0,55.0,42.0,25.5,79.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:16,-5.0,82.0,-5.0,5.325,2.0,50.514011,-84.8120582,101.0,5.325,,5.0,324.58,0.0,10.0,61.0,43.0,21.0,78.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:17,-5.0,82.0,-5.0,5.261,2.0,50.5140383,-84.8119945,101.0,5.261,,5.0,329.86,0.0,7.5,52.0,43.5,16.0,77.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:18,-5.0,82.0,-5.0,5.421,2.0,50.5140656,-84.8119216,105.0,5.421,,5.0,335.34,0.0,5.0,48.0,44.0,11.0,75.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:19,-5.0,65.0,-5.0,5.473,2.0,50.5140975,-84.8118579,93.0,5.473,,5.0,340.83,0.0,2.5,49.0,44.5,6.0,74.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:20,-5.0,48.0,-5.0,5.265,2.0,50.5141248,-84.8117942,0.0,5.265,,5.0,346.02,0.0,0.5,50.0,45.0,0.5,73.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:21,-5.0,31.0,-5.0,5.187,2.0,50.5141521,-84.8117305,0.0,5.187,,5.0,351.17,0.0,2.0,51.0,45.5,1.5,71.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:22,-5.0,14.0,-5.0,5.003,2.0,50.514184,-84.8116668,0.0,5.003,,5.0,356.1,0.0,4.0,51.0,46.0,3.0,70.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:23,-5.0,0.0,-5.0,4.694,2.0,50.5142067,-84.8116031,0.0,4.694,,5.0,360.72,0.0,6.0,52.0,46.5,5.0,69.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:24,-5.0,0.0,-5.0,4.451,2.0,50.514234,-84.8115484,0.0,4.451,,5.0,365.09,0.0,8.0,53.0,47.0,6.5,68.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:25,-4.800000000000011,0.0,-4.800000000000011,4.567,2.0,50.5142613,-84.8115029,0.0,4.567,,5.0,369.68,0.0,10.0,54.0,47.5,8.5,66.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:26,-4.800000000000011,11.0,-4.800000000000011,4.589,2.0,50.5142886,-84.8114483,1.0,4.589,,5.0,374.23,0.0,12.0,54.0,47.5,10.0,65.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:27,-4.800000000000011,75.0,-4.800000000000011,4.562,2.0,50.5143159,-84.8113846,9.0,4.562,,5.0,378.74,0.0,14.0,55.0,48.0,12.0,64.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:28,-4.800000000000011,75.0,-4.800000000000011,4.518,2.0,50.5143387,-84.81133,51.0,4.518,,5.0,383.19,0.0,15.0,56.0,48.5,13.5,61.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:29,-4.800000000000011,75.0,-4.800000000000011,4.421,2.0,50.514366,-84.8112754,66.0,4.421,,5.0,387.75,0.0,14.5,56.0,48.0,14.5,58.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:30,-4.800000000000011,75.0,-4.800000000000011,4.326,2.0,50.5143888,-84.8112208,65.0,4.326,,5.0,392.24,0.0,14.0,57.0,48.0,15.5,55.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:31,-4.800000000000011,74.0,-4.800000000000011,4.544,2.0,50.5144161,-84.8111662,64.0,4.544,,5.0,397.01,0.0,11.0,56.0,38.0,15.5,52.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:32,-4.800000000000011,76.0,-4.800000000000011,4.832,2.0,50.5144388,-84.8111024,71.0,4.832,,5.0,401.95,0.0,18.5,61.0,62.0,14.5,49.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:33,-4.800000000000011,81.0,-4.800000000000011,5.091,2.0,50.5144616,-84.8110387,143.0,5.091,,5.0,406.98,0.0,28.0,67.0,89.0,16.0,53.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:34,-4.600000000000023,87.0,-4.600000000000023,5.552,2.0,50.5144798,-84.8109659,213.0,5.552,,6.0,412.37,0.0,32.0,73.0,92.5,21.5,69.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:35,-4.600000000000023,92.0,-4.600000000000023,5.88,2.0,50.5145071,-84.810884,243.0,5.88,,6.0,418.43,0.0,29.0,81.0,93.5,21.0,67.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:36,-4.600000000000023,94.0,-4.600000000000023,5.874,2.0,50.5145344,-84.8108021,233.0,5.874,,6.0,424.54,0.0,23.0,88.0,80.0,15.0,66.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:37,-4.600000000000023,94.0,-4.600000000000023,6.012,2.0,50.5145663,-84.8107201,193.0,6.012,,6.0,430.74,0.0,16.0,96.0,59.0,7.0,65.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:38,-4.600000000000023,88.0,-4.600000000000023,6.216,2.0,50.5145981,-84.8106382,73.0,6.216,,6.0,437.15,0.0,10.5,72.0,41.5,1.0,65.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:39,-4.600000000000023,82.0,-4.600000000000023,6.218,2.0,50.5146254,-84.8105472,71.0,6.218,,6.0,443.62,0.0,11.5,17.0,43.0,6.0,64.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:40,-4.600000000000023,80.0,-4.600000000000023,6.162,2.0,50.5146573,-84.8104653,74.0,6.162,,6.0,449.99,0.0,12.0,51.0,44.5,11.0,64.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:41,-4.600000000000023,79.0,-4.600000000000023,6.174,2.0,50.5146846,-84.8103834,79.0,6.174,,6.0,456.28,0.0,13.0,53.0,46.0,16.0,64.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:42,-4.600000000000023,80.0,-4.600000000000023,6.274,2.0,50.5147164,-84.8103105,81.0,6.274,,6.0,462.57,0.0,13.0,50.0,46.0,18.5,61.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:43,-4.600000000000023,80.0,-4.600000000000023,6.389,2.0,50.5147438,-84.8102195,76.0,6.389,,7.0,468.95,0.0,11.5,50.0,43.0,17.5,58.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:44,-4.600000000000023,79.0,-4.600000000000023,6.269,2.0,50.5147802,-84.8101467,62.0,6.269,,7.0,475.5,0.0,12.5,54.0,40.0,18.5,60.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:45,-4.600000000000023,68.0,-4.600000000000023,5.812,2.0,50.5148211,-84.810083,52.0,5.812,,7.0,481.51,0.0,3.5,46.0,38.5,13.5,45.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:46,-4.600000000000023,46.0,-4.600000000000023,5.539,2.0,50.5148575,-84.8100193,44.0,5.539,,7.0,487.09,0.0,0.5,38.0,37.5,11.5,39.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:47,-4.600000000000023,24.0,-4.600000000000023,5.329,2.0,50.5148985,-84.8099556,37.0,5.329,,7.0,492.74,0.0,1.0,39.0,36.5,11.0,39.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:48,-4.600000000000023,2.0,-4.600000000000023,4.948,2.0,50.5149394,-84.8098918,0.0,4.948,,7.0,498.21,0.0,1.5,46.0,35.0,11.0,38.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:49,-4.600000000000023,0.0,-4.600000000000023,4.502,2.0,50.514985,-84.8098554,0.0,4.502,,7.0,503.55,0.0,2.0,52.0,34.0,10.5,38.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:50,-4.800000000000011,0.0,-4.800000000000011,4.047,2.0,50.5150305,-84.809819,0.0,4.047,,7.0,508.3,0.0,2.5,58.0,33.0,10.5,37.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:51,-4.600000000000023,0.0,-4.600000000000023,3.705,2.0,50.5150623,-84.8097826,0.0,3.705,,7.0,512.33,0.0,3.0,65.0,32.0,10.0,36.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:52,-4.600000000000023,0.0,-4.600000000000023,3.331,2.0,50.5150851,-84.809728,0.0,3.331,,7.0,516.13,0.0,4.0,71.0,31.0,10.0,36.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:53,-4.600000000000023,0.0,-4.600000000000023,2.964,2.0,50.5151078,-84.8096916,0.0,2.964,,7.0,519.49,0.0,4.5,77.0,29.5,9.5,35.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:54,-4.600000000000023,0.0,-4.600000000000023,3.143,2.0,50.5151306,-84.8096552,0.0,3.143,,7.0,522.78,0.0,5.0,84.0,28.5,9.0,34.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:55,-4.600000000000023,7.0,-4.600000000000023,3.461,2.0,50.5151625,-84.809637,0.0,3.461,,7.0,526.31,0.0,5.5,90.0,27.5,9.0,34.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:56,-4.600000000000023,37.0,-4.600000000000023,3.358,2.0,50.5151943,-84.8096188,1.0,3.358,,7.0,529.63,0.0,6.0,96.0,26.5,8.5,33.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:57,-4.600000000000023,39.0,-4.600000000000023,3.22,2.0,50.5152216,-84.8095915,4.0,3.22,,7.0,532.81,0.0,6.5,89.0,26.0,8.5,33.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:58,-4.600000000000023,47.0,-4.600000000000023,2.853,2.0,50.5152398,-84.8095551,40.0,2.853,,7.0,535.54,0.0,5.0,65.0,29.0,9.5,34.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:06:59,-4.600000000000023,44.0,-4.600000000000023,2.241,2.0,50.5152535,-84.8095369,40.0,2.241,,7.0,537.53,0.0,3.5,40.0,31.5,10.0,35.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:07:10,-4.800000000000011,0.0,-4.800000000000011,1.748,1.0,50.5153035,-84.8094822,0.0,1.748,,7.0,537.53,0.0,12.5,50.0,62.0,3.5,11.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:07:11,-4.600000000000023,0.0,-4.600000000000023,2.695,1.0,50.5153263,-84.8094458,0.0,2.695,,7.0,539.04,0.0,14.0,52.0,64.5,2.5,7.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:07:12,-4.800000000000011,22.0,-4.800000000000011,2.969,1.0,50.515349,-84.8094185,28.0,2.969,,7.0,542.13,0.0,15.5,53.0,67.5,1.5,4.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:07:13,-4.800000000000011,49.0,-4.800000000000011,3.614,1.0,50.5153764,-84.8093821,88.0,3.614,,7.0,545.97,0.0,17.0,54.0,70.0,0.5,1.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:07:14,-4.800000000000011,70.0,-4.800000000000011,4.154,1.0,50.5154128,-84.8093366,143.0,4.154,,7.0,550.29,0.0,20.0,52.0,70.0,11.5,43.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:07:15,-4.800000000000011,84.0,-4.800000000000011,4.455,2.0,50.5154492,-84.8092911,168.0,4.455,,7.0,554.84,0.0,22.0,57.0,74.5,20.5,76.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:07:16,-4.800000000000011,90.0,-4.800000000000011,4.712,2.0,50.5154856,-84.8092456,165.0,4.712,,7.0,559.64,0.0,23.5,55.0,85.5,21.0,74.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:07:17,-4.800000000000011,96.0,-4.800000000000011,5.111,2.0,50.5155265,-84.809191,205.0,5.111,,8.0,564.85,0.0,25.0,43.0,96.0,21.5,71.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:07:18,-4.600000000000023,94.0,-4.600000000000023,5.342,2.0,50.5155721,-84.8091364,207.0,5.342,,8.0,570.24,0.0,22.5,31.0,84.0,23.0,78.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:07:19,-4.600000000000023,92.0,-4.600000000000023,5.582,2.0,50.5156176,-84.8090817,193.0,5.582,,8.0,575.92,0.0,20.5,43.0,71.0,24.0,84.5,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:07:20,-4.600000000000023,93.0,-4.600000000000023,5.657,2.0,50.5156631,-84.8090271,168.0,5.657,,8.0,581.63,0.0,16.5,43.0,57.5,23.5,81.0,29.0,2022,9,10,21,1.14,195.0
0,0,2022-09-10 21:07:21,-4.600000000000023,85.0,-4.600000000000023,5.61,2.0,50.515704,-84.8089725,108.0,5.61,,8.0,587.23,0.0,12.0,40.0,46.5,19.0,64.0,29.0,2022,9,10,21,1.14,195.0
