timestamp,battery_soc,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
2022-03-27 10:39:58,,93.0,29.5,49.0,93.5,184.0,22.0,77.5,14.0,77.77,7.724,5.0,50.5174326,-84.8039905,7.724,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:39:59,,92.0,25.5,49.0,83.0,227.0,19.5,72.0,14.0,85.87,8.331,5.0,50.5174965,-84.8039109,8.331,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:00,,93.0,25.5,52.0,83.0,262.0,19.5,72.0,14.0,93.66,8.254,5.0,50.5175669,-84.8038503,8.254,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:01,,93.0,30.5,54.0,93.5,187.0,23.5,81.0,14.0,101.45,8.174,5.0,50.5176374,-84.8037897,8.174,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:02,,94.0,32.0,54.0,96.5,192.0,24.5,83.5,14.0,112.17,8.282,5.0,50.5176854,-84.8036489,8.282,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:03,,94.0,32.0,54.0,96.5,237.0,24.5,83.5,14.0,122.02,8.263,5.0,50.5177389,-84.8035259,8.263,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:04,,94.0,30.0,54.0,94.5,254.0,25.0,84.0,13.0,131.41,7.922,5.0,50.5177946,-84.8034125,7.922,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:05,,94.0,27.0,54.0,90.5,226.0,25.5,85.0,13.0,140.49,8.034,5.0,50.5178524,-84.8033066,8.034,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:06,,94.0,27.0,54.0,90.5,254.0,25.5,85.0,13.0,149.35,8.234,5.0,50.5179116,-84.8032061,8.234,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:07,,94.0,27.0,54.0,90.5,215.0,25.5,85.0,13.0,158.42,8.294,5.0,50.5179733,-84.8031045,8.294,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:08,,94.0,27.0,53.0,91.5,210.0,24.5,82.0,13.0,167.49,8.433,5.0,50.5180376,-84.8030059,8.433,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:09,,94.0,27.0,52.0,93.0,219.0,23.0,78.0,13.0,176.09,8.516,5.0,50.5181033,-84.8029183,8.516,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:10,,94.0,27.5,51.0,94.0,229.0,21.0,74.0,13.0,185.25,8.808,4.0,50.5181686,-84.8028193,8.808,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:11,,95.0,27.5,50.0,95.5,238.0,19.5,69.5,13.0,193.92,8.531,4.0,50.5182332,-84.8027289,8.531,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:12,,95.0,25.0,50.0,85.5,241.0,20.5,74.5,13.0,202.59,8.251,4.0,50.5182977,-84.8026385,8.251,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:13,,96.0,23.5,50.0,79.5,243.0,21.0,77.5,13.0,210.64,8.013,4.0,50.5183649,-84.8025653,8.013,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:14,,96.0,23.5,50.0,79.5,243.0,21.0,77.5,13.0,218.83,7.904,4.0,50.5184288,-84.8024836,7.904,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:15,,96.0,23.5,51.0,79.5,240.0,21.0,77.5,13.0,227.48,7.971,4.0,50.5184906,-84.8023901,7.971,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:16,,96.0,23.5,52.0,79.5,236.0,21.0,77.5,13.0,236.53,7.959,4.0,50.5185502,-84.8022867,7.959,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:17,,95.0,23.5,52.0,79.5,218.0,21.0,77.5,13.0,245.58,8.241,4.0,50.518608,-84.8021812,8.241,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:18,,94.0,23.5,53.0,80.5,204.0,21.5,77.0,13.0,254.39,8.311,4.0,50.5186682,-84.8020829,8.311,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:19,,94.0,23.5,55.0,82.5,212.0,22.0,75.5,13.0,262.85,8.193,4.0,50.5187275,-84.80199,8.193,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:20,,94.0,23.5,57.0,84.5,220.0,22.5,74.5,13.0,271.33,8.106,4.0,50.5187869,-84.8018969,8.106,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:21,,94.0,23.5,59.0,86.5,228.0,23.5,73.5,13.0,279.17,7.964,4.0,50.5188492,-84.8018208,7.964,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:22,,94.0,26.0,54.0,87.5,230.0,23.5,74.5,13.0,286.93,7.813,4.0,50.5189109,-84.8017452,7.813,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:23,,93.0,29.0,49.0,89.0,229.0,23.0,76.0,12.0,294.78,7.78,4.0,50.5189785,-84.8016773,7.78,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:24,,92.0,30.0,49.0,92.0,227.0,23.0,76.0,12.0,302.86,7.671,4.0,50.519043,-84.801599,7.671,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:25,,91.0,31.0,50.0,95.5,224.0,23.0,76.0,12.0,310.43,7.459,4.0,50.5191068,-84.8015311,7.459,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:26,,91.0,30.0,50.0,94.5,193.0,24.5,79.5,12.0,317.32,6.527,4.0,50.5191662,-84.8014716,6.527,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:27,,91.0,28.5,50.0,92.0,152.0,26.5,84.0,12.0,324.11,6.058,4.0,50.5192125,-84.8013957,6.058,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:52,,98.0,25.0,39.0,85.5,164.0,17.5,69.0,11.0,568.63,23.648,5.0,50.5217858,-84.8006893,23.648,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:53,,98.0,25.0,30.0,85.5,129.0,17.5,69.0,11.0,592.52,23.657,5.0,50.5220326,-84.8007841,23.657,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:54,,66.0,25.0,28.0,85.5,139.0,17.5,69.0,11.0,616.58,23.957,6.0,50.5222809,-84.8008806,23.957,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:55,,63.0,23.5,28.0,80.0,126.0,18.5,70.5,11.0,640.0,23.66,6.0,50.522526,-84.8009567,23.66,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:56,,70.0,21.5,28.0,73.0,102.0,19.5,72.0,11.0,649.84,18.846,6.0,50.5219306,-84.8004086,18.846,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:57,,78.0,19.5,28.0,66.0,78.0,21.0,73.5,11.0,659.49,13.969,6.0,50.5213231,-84.7998517,13.969,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:58,,86.0,18.0,28.0,59.5,54.0,22.5,75.5,11.0,669.14,9.091,5.0,50.5207157,-84.7992948,9.091,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:40:59,,89.0,16.0,28.0,52.5,48.0,23.5,77.0,11.0,684.88,8.377,5.0,50.5206207,-84.7991008,8.377,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:00,,59.0,21.0,43.0,72.0,340.0,19.5,63.5,11.0,695.45,8.309,5.0,50.5205989,-84.7989506,8.309,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:01,,91.0,25.0,54.0,91.0,327.0,19.5,66.5,11.0,703.64,8.166,5.0,50.5206181,-84.7988349,8.166,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:02,,93.0,24.5,49.0,93.5,279.0,24.0,86.5,11.0,712.54,8.408,5.0,50.5206876,-84.7987473,8.408,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:03,,96.0,24.5,49.0,93.5,228.0,24.0,86.5,11.0,721.63,8.558,5.0,50.5207609,-84.7986602,8.558,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:04,,99.0,22.0,58.0,83.0,242.0,22.5,86.0,11.0,731.1,8.489,5.0,50.520829,-84.7985583,8.489,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:05,,99.0,22.0,57.0,81.5,235.0,22.5,78.5,11.0,740.12,8.712,5.0,50.5209,-84.7984695,8.712,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:06,,99.0,22.5,54.0,83.0,245.0,22.5,71.5,11.0,749.04,8.565,5.0,50.5209739,-84.7983874,8.565,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:07,,99.0,22.5,54.0,83.0,232.0,23.0,72.0,11.0,757.6,8.405,5.0,50.5210535,-84.7983255,8.405,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:08,,99.0,25.0,49.0,86.0,245.0,26.5,82.0,11.0,766.38,8.7,5.0,50.5211293,-84.7982498,8.7,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:09,,99.0,24.0,53.0,85.0,219.0,23.5,82.0,11.0,775.33,8.874,5.0,50.5212066,-84.7981726,8.874,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:10,,99.0,23.0,52.0,82.0,174.0,24.5,82.0,11.0,783.74,8.358,5.0,50.5212843,-84.7981107,8.358,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:11,,99.0,22.0,52.0,79.0,130.0,25.5,82.0,11.0,792.23,8.598,5.0,50.5213656,-84.7980551,8.598,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:12,,97.0,21.0,51.0,76.0,90.0,26.5,81.5,11.0,800.81,8.654,5.0,50.521439,-84.7979799,8.654,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:13,,58.0,22.5,54.0,80.5,159.0,21.5,71.0,11.0,809.4,8.292,5.0,50.5215086,-84.7978985,8.292,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:14,,64.0,21.0,55.0,76.5,161.0,21.0,70.5,11.0,818.17,8.387,5.0,50.5215806,-84.7978165,8.387,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:15,,81.0,19.5,55.0,70.5,145.0,22.0,72.5,11.0,825.91,7.744,5.0,50.5216536,-84.7977631,7.744,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:16,,97.0,18.0,55.0,65.0,128.0,23.0,74.0,10.0,832.82,6.228,5.0,50.5217089,-84.7976964,6.228,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:17,,97.0,18.0,55.0,63.5,94.0,21.5,70.0,10.0,838.13,4.684,5.0,50.5217616,-84.7976671,4.684,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:18,,96.0,17.5,55.0,62.0,59.0,19.5,66.0,10.0,841.77,3.06,5.0,50.5217937,-84.7976372,3.06,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:19,,96.0,17.5,55.0,60.5,24.0,18.0,62.0,10.0,844.39,2.247,5.0,50.5218212,-84.7976293,2.247,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:20,,0.0,17.5,55.0,59.5,0.0,17.0,59.5,10.0,846.4,1.734,5.0,50.5218354,-84.7976074,1.734,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:21,,0.0,17.5,55.0,59.5,0.0,17.0,59.5,10.0,848.06,1.827,6.0,50.5218532,-84.7976073,1.827,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:22,,0.0,17.5,55.0,59.5,0.0,17.0,59.5,10.0,850.39,2.396,6.0,50.521871,-84.7975838,2.396,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:23,,0.0,17.5,55.0,59.5,0.0,17.0,59.5,10.0,853.39,3.426,6.0,50.5219024,-84.7975737,3.426,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:24,,0.0,17.5,55.0,59.5,0.0,17.0,59.5,10.0,857.66,4.363,6.0,50.5219386,-84.797536,4.363,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:25,,10.0,24.5,55.0,80.5,233.0,18.0,58.5,10.0,862.24,4.678,6.0,50.5219812,-84.797503,4.678,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:26,,26.0,28.5,55.0,97.0,316.0,18.5,58.0,10.0,867.35,5.374,6.0,50.522028,-84.7974644,5.374,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:27,,50.0,23.5,55.0,93.0,331.0,18.5,58.0,10.0,873.02,5.462,6.0,50.5220777,-84.7974168,5.462,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:28,,58.0,23.5,55.0,93.0,316.0,18.5,58.0,10.0,879.68,5.844,6.0,50.5221115,-84.7973319,5.844,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:29,,64.0,23.5,55.0,93.0,370.0,18.5,58.0,10.0,887.75,6.519,6.0,50.5221415,-84.7972223,6.519,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:30,,68.0,23.5,54.0,93.0,381.0,18.5,58.0,10.0,895.26,7.311,6.0,50.5221851,-84.7971308,7.311,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:31,,71.0,23.5,52.0,93.0,379.0,18.5,58.0,10.0,902.51,7.382,6.0,50.5222364,-84.7970518,7.382,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:32,,78.0,23.5,52.0,93.0,304.0,18.5,58.0,10.0,909.86,7.232,6.0,50.5222884,-84.7969718,7.232,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:33,,82.0,23.5,52.0,93.0,299.0,18.5,58.0,10.0,917.45,7.451,6.0,50.5223418,-84.7968887,7.451,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:34,,85.0,25.0,52.0,92.5,262.0,22.0,73.5,10.0,925.13,7.733,6.0,50.5223958,-84.7968047,7.733,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:35,,85.0,27.5,53.0,92.0,256.0,27.0,91.0,10.0,932.87,7.696,6.0,50.5224556,-84.7967268,7.696,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:36,,86.0,26.0,52.0,89.5,222.0,26.5,88.5,10.0,940.52,7.709,6.0,50.5225208,-84.7966595,7.709,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:37,,86.0,22.0,49.0,79.5,208.0,26.5,88.5,10.0,948.03,7.729,6.0,50.5225827,-84.7965898,7.729,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:38,,87.0,22.0,49.0,79.5,227.0,26.5,88.5,10.0,954.9,7.859,6.0,50.5226365,-84.7965216,7.859,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:39,,87.0,22.0,52.0,79.5,195.0,26.5,88.5,10.0,963.43,8.321,7.0,50.5227028,-84.7964363,8.321,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:40,,88.0,22.0,56.0,78.5,202.0,25.0,82.5,10.0,971.42,8.23,7.0,50.5227606,-84.7963509,8.23,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:41,,88.0,24.0,54.0,80.5,254.0,22.5,73.5,10.0,979.78,8.525,7.0,50.5228213,-84.7962617,8.525,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:42,,88.0,27.0,57.0,92.5,257.0,24.5,82.0,10.0,987.46,8.391,7.0,50.5228816,-84.7961858,8.391,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:43,,89.0,24.0,51.0,88.5,203.0,24.0,83.5,10.0,996.46,8.568,7.0,50.522972,-84.7961403,8.568,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:44,,90.0,23.0,51.0,81.0,172.0,23.5,77.0,10.0,1004.51,7.989,7.0,50.5230537,-84.7961024,7.989,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:45,,90.0,22.5,52.0,76.0,184.0,23.5,74.0,10.0,1012.3,7.951,7.0,50.5231196,-84.7960329,7.951,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:46,,88.0,19.5,52.0,66.0,140.0,21.5,72.0,10.0,1020.2,7.726,7.0,50.523187,-84.7959635,7.726,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:47,,88.0,19.5,50.0,66.0,109.0,20.0,68.5,10.0,1027.45,7.315,7.0,50.5232509,-84.7959036,7.315,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:48,,88.0,20.0,49.0,65.5,78.0,19.0,65.0,10.0,1034.87,7.524,8.0,50.5233091,-84.79583,7.524,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:49,,65.0,13.0,31.0,47.0,81.0,17.5,60.5,10.0,1041.88,6.735,8.0,50.5233679,-84.7957667,6.735,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:50,,41.0,7.5,17.0,33.0,133.0,17.0,58.5,9.0,1048.14,6.647,8.0,50.5234167,-84.7957044,6.647,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:51,,46.0,13.0,31.0,53.5,234.0,19.0,62.0,9.0,1056.0,7.706,8.0,50.5234775,-84.7956254,7.706,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:52,,50.0,18.5,46.0,74.0,336.0,20.5,65.5,9.0,1064.0,7.947,8.0,50.5235334,-84.7955376,7.947,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:53,,71.0,21.0,52.0,82.5,292.0,21.5,67.0,9.0,1071.97,7.861,8.0,50.5235852,-84.7954456,7.861,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:54,,87.0,21.0,52.0,82.5,250.0,21.5,67.0,9.0,1080.2,8.061,8.0,50.5236444,-84.7953572,8.061,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:55,,88.0,22.0,52.0,84.5,264.0,22.0,69.5,9.0,1088.54,7.988,8.0,50.5236999,-84.7952623,7.988,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:56,,89.0,24.5,52.0,90.0,251.0,24.0,77.0,9.0,1097.13,7.87,8.0,50.5237899,-84.7952372,7.87,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:57,,89.0,27.0,52.0,96.0,238.0,26.0,84.5,9.0,1106.77,7.68,8.0,50.5238931,-84.795247,7.68,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:58,,88.0,28.5,52.0,99.5,198.0,27.0,89.5,9.0,1114.63,7.554,8.0,50.5239755,-84.7952217,7.554,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:41:59,,86.0,24.5,52.0,88.0,175.0,25.5,82.5,9.0,1122.9,11.894,7.0,50.5230962,-84.7943432,11.894,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:00,,85.0,22.0,52.0,78.5,191.0,22.0,71.0,9.0,1131.17,16.32,6.0,50.5221982,-84.7934483,16.32,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:01,,86.0,25.0,51.0,85.0,189.0,17.5,62.0,9.0,1148.95,17.515,6.0,50.5223772,-84.7934494,17.515,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:02,,86.0,23.5,37.0,80.0,145.0,19.0,68.0,9.0,1166.94,17.895,5.0,50.5225697,-84.7934712,17.895,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:03,,86.0,22.0,24.0,75.0,101.0,20.5,74.0,9.0,1185.61,18.371,5.0,50.5227685,-84.7935069,18.371,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:04,,83.0,20.5,12.0,70.5,62.0,22.0,79.0,9.0,1204.11,18.798,5.0,50.522965,-84.7935462,18.798,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:05,,60.0,20.5,12.0,70.5,65.0,22.0,79.0,9.0,1222.67,18.477,5.0,50.5231626,-84.7935825,18.477,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:06,,80.0,20.5,13.0,70.5,35.0,22.0,78.0,9.0,1241.19,18.443,5.0,50.5233594,-84.7936203,18.443,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:07,,73.0,21.0,22.0,73.0,59.0,20.0,71.0,9.0,1260.69,19.334,5.0,50.5235636,-84.7936836,19.334,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:08,,66.0,21.5,32.0,75.5,84.0,18.5,64.0,9.0,1279.23,19.372,5.0,50.5237596,-84.7937307,19.372,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:09,,59.0,22.0,41.0,77.5,108.0,16.5,56.5,9.0,1297.18,19.568,5.0,50.5239516,-84.7937536,19.568,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:10,,61.0,22.0,49.0,78.5,134.0,17.0,55.5,9.0,1315.81,19.822,5.0,50.5241516,-84.7937597,19.822,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:11,,77.0,21.0,54.0,76.5,161.0,21.0,65.5,9.0,1336.34,19.774,5.0,50.5243683,-84.7938153,19.774,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:12,,82.0,20.5,55.0,75.5,122.0,21.5,67.0,9.0,1355.89,19.738,5.0,50.5245725,-84.7938807,19.738,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:13,,84.0,20.5,58.0,75.5,108.0,21.5,67.0,9.0,1375.75,19.953,5.0,50.5247785,-84.7939559,19.953,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:14,,85.0,19.5,61.0,71.5,93.0,20.5,64.0,9.0,1396.01,20.233,5.0,50.5249879,-84.7940356,20.233,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:15,,85.0,18.0,62.0,65.0,63.0,18.5,59.0,9.0,1442.9,14.194,5.0,50.5245964,-84.793614,14.194,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:16,,85.0,16.5,64.0,58.5,33.0,17.0,53.5,9.0,1471.82,10.852,5.0,50.5243833,-84.7933101,10.852,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:17,,86.0,14.5,65.0,52.0,4.0,15.0,48.5,9.0,1487.12,8.868,5.0,50.5243008,-84.7931194,8.868,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:18,,0.0,14.5,67.0,51.0,0.0,15.0,48.0,9.0,1496.33,8.181,5.0,50.5242894,-84.7929883,8.181,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:19,,0.0,14.5,68.0,51.0,0.0,15.0,48.0,9.0,1503.0,7.574,5.0,50.5243125,-84.7928971,7.574,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:20,,0.0,14.5,70.0,51.0,0.0,15.0,48.0,9.0,1509.64,7.1,6.0,50.5243442,-84.7928111,7.1,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:21,,0.0,16.5,71.0,56.0,0.0,16.0,52.5,9.0,1516.63,7.327,6.0,50.524404,-84.7927501,7.327,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:22,,0.0,31.5,73.0,95.5,0.0,23.5,86.5,9.0,1523.65,7.636,6.0,50.5244746,-84.7927146,7.636,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:23,,50.0,33.0,52.0,100.0,236.0,24.5,90.5,9.0,1531.05,7.783,6.0,50.5245459,-84.7926673,7.783,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:24,,79.0,29.0,45.0,92.0,190.0,28.5,94.5,9.0,1538.96,7.924,6.0,50.5246156,-84.792602,7.924,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:25,,88.0,23.0,50.0,80.0,149.0,29.0,94.5,9.0,1546.39,7.522,6.0,50.5246818,-84.7925418,7.522,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:26,,89.0,19.0,58.0,71.5,123.0,23.0,86.5,9.0,1553.88,7.902,6.0,50.5247485,-84.792481,7.902,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:27,,90.0,19.0,58.0,71.5,135.0,23.0,86.5,9.0,1562.22,8.13,5.0,50.5248136,-84.7923983,8.13,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:28,,90.0,19.0,58.0,71.5,126.0,23.0,86.5,9.0,1569.8,7.994,5.0,50.5248738,-84.7923245,7.994,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:29,,90.0,20.0,58.0,72.5,122.0,21.5,78.0,9.0,1577.82,8.2,5.0,50.5249351,-84.7922429,8.2,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:30,,90.0,23.0,58.0,76.0,142.0,18.0,60.0,9.0,1586.04,8.405,5.0,50.5249991,-84.7921609,8.405,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:31,,90.0,25.0,57.0,80.5,141.0,20.0,66.0,9.0,1593.98,8.45,5.0,50.5250625,-84.7920838,8.45,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:32,,90.0,26.5,57.0,85.0,140.0,22.0,72.0,9.0,1601.01,8.147,5.0,50.5251257,-84.7920283,8.147,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:33,,91.0,28.0,56.0,89.5,139.0,24.0,78.5,9.0,1609.01,8.547,5.0,50.5251911,-84.7919532,8.547,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:34,,86.0,29.0,56.0,92.0,149.0,25.5,82.0,9.0,1617.3,8.545,5.0,50.5252573,-84.791873,8.545,,,,2022,3,27,10,4.67,137.0
2022-03-27 10:42:35,,74.0,29.0,54.0,92.0,177.0,25.5,82.0,9.0,1624.96,8.485,5.0,50.525324,-84.7918082,8.485,,,,2022,3,27,10,4.67,137.0
