ascent,descent,timestamp,battery_soc,cadence,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,temperature,calories,distance,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,altitude,enhanced_altitude,grade,left_right_balance,year,month,day,hour,wind_speed,wind_direction
0,0,2023-02-08 23:35:49,,74.0,6.605,3.0,50.537877,-84.819877,235.0,6.605,17.0,1.0,143.04,25.5,90.5,25.0,85.0,63.39999999999998,63.39999999999998,0.0,55.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:35:50,,77.0,7.095,3.0,50.5378224,-84.8198042,273.0,7.095,17.0,2.0,150.3,26.5,94.0,26.0,87.5,63.39999999999998,63.39999999999998,0.0,56.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:35:51,,80.0,7.277,3.0,50.5377633,-84.8197313,262.0,7.277,17.0,2.0,157.63,27.0,91.5,26.5,92.0,63.39999999999998,63.39999999999998,0.0,53.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:35:52,,82.0,7.344,3.0,50.5377132,-84.8196585,252.0,7.344,17.0,2.0,165.0,26.5,89.5,26.5,92.0,63.39999999999998,63.39999999999998,0.0,54.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:35:53,,82.0,7.756,3.0,50.5376631,-84.8195675,249.0,7.756,17.0,2.0,172.92,26.0,87.5,26.0,90.0,63.39999999999998,63.39999999999998,0.0,52.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:35:54,,83.0,7.805,3.0,50.5376085,-84.8194674,246.0,7.805,17.0,3.0,180.74,25.0,85.0,26.0,88.0,63.39999999999998,63.39999999999998,0.0,49.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:35:55,,84.0,7.539,3.0,50.5375676,-84.8193764,244.0,7.539,17.0,3.0,188.19,24.5,83.0,26.0,86.0,63.39999999999998,63.39999999999998,0.0,47.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:35:56,,85.0,7.325,3.0,50.5375221,-84.8192944,232.0,7.325,17.0,3.0,195.39,23.5,80.5,25.5,84.0,63.39999999999998,63.39999999999998,0.0,49.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:35:57,,87.0,7.018,3.0,50.5374766,-84.8192216,220.0,7.018,17.0,3.0,202.32,25.0,85.0,24.0,83.0,63.39999999999998,63.39999999999998,0.0,52.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:35:58,,88.0,6.945,3.0,50.537431,-84.8191397,209.0,6.945,17.0,3.0,209.31,24.5,83.0,23.5,83.0,63.39999999999998,63.39999999999998,0.0,53.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:35:59,,89.0,7.321,3.0,50.537381,-84.8190578,201.0,7.321,17.0,4.0,216.73,21.5,73.0,25.0,83.0,63.39999999999998,63.39999999999998,0.0,53.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:00,,89.0,7.728,3.0,50.5373264,-84.8189668,190.0,7.728,17.0,4.0,224.63,22.0,77.0,24.0,78.5,63.60000000000002,63.60000000000002,0.0,52.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:01,,89.0,7.794,3.0,50.5372718,-84.8188848,161.0,7.794,17.0,4.0,232.44,20.5,71.5,21.5,72.0,63.60000000000002,63.60000000000002,0.0,50.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:02,,89.0,7.616,3.0,50.5372126,-84.818812,151.0,7.616,16.0,4.0,239.92,19.5,66.0,18.5,65.0,63.39999999999998,63.39999999999998,0.0,52.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:03,,89.0,7.544,3.0,50.5371489,-84.8187392,142.0,7.544,16.0,4.0,247.41,19.0,64.0,17.0,61.5,63.39999999999998,63.39999999999998,0.0,55.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:04,,87.0,7.946,3.0,50.5370852,-84.8186573,126.0,7.946,16.0,4.0,255.53,19.5,66.5,17.5,61.5,63.39999999999998,63.39999999999998,0.0,55.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:05,,87.0,8.298,3.0,50.5370123,-84.8185845,107.0,8.298,16.0,4.0,263.93,18.5,62.0,16.5,59.0,63.39999999999998,63.39999999999998,0.0,51.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:06,,85.0,8.069,3.0,50.5369395,-84.8185207,98.0,8.069,16.0,4.0,271.92,16.0,55.0,18.0,64.5,63.39999999999998,63.39999999999998,0.0,52.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:07,,80.0,7.253,3.0,50.5368804,-84.8184661,91.0,7.253,16.0,5.0,278.91,15.5,52.5,18.0,62.5,63.39999999999998,63.39999999999998,0.0,51.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:08,,63.0,6.458,3.0,50.5368348,-84.8184024,88.0,6.458,16.0,5.0,284.99,18.0,57.0,16.0,54.5,63.39999999999998,63.39999999999998,0.0,57.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:09,,46.0,5.907,3.0,50.5367939,-84.8183387,85.0,5.907,16.0,5.0,290.7,22.0,69.0,15.5,53.5,63.60000000000002,63.60000000000002,0.0,71.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:10,,52.0,5.766,3.0,50.5367438,-84.8182932,84.0,5.766,16.0,5.0,296.56,26.5,81.0,14.5,52.5,63.60000000000002,63.60000000000002,0.0,85.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:11,,82.0,5.774,3.0,50.5366892,-84.8182568,105.0,5.774,16.0,5.0,302.31,22.0,69.5,22.0,68.5,63.60000000000002,63.60000000000002,0.0,73.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:12,,84.0,5.677,3.0,50.5366346,-84.8182113,113.0,5.677,16.0,5.0,307.94,16.5,56.0,27.5,80.5,63.60000000000002,63.60000000000002,0.0,61.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:13,,84.0,5.429,3.0,50.5365891,-84.8181658,86.0,5.429,16.0,5.0,313.27,14.5,51.0,25.0,75.0,63.60000000000002,63.60000000000002,0.0,55.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:14,,83.0,5.395,3.0,50.5365481,-84.8181111,78.0,5.395,16.0,5.0,318.65,15.0,53.5,15.0,51.0,63.60000000000002,63.60000000000002,0.0,56.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:15,,83.0,5.805,3.0,50.5365026,-84.8180565,109.0,5.805,16.0,5.0,324.6,16.5,58.0,14.5,50.5,63.60000000000002,63.60000000000002,0.0,58.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:16,,85.0,6.183,3.0,50.536448,-84.8179928,177.0,6.183,16.0,6.0,330.89,21.0,75.0,15.5,52.5,63.39999999999998,63.39999999999998,0.0,52.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:17,,92.0,6.555,3.0,50.5363843,-84.8179473,281.0,6.555,16.0,6.0,337.55,26.0,90.5,16.0,54.0,63.39999999999998,63.39999999999998,0.0,48.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:18,,102.0,7.16,3.0,50.5363115,-84.8179018,377.0,7.16,16.0,6.0,344.95,28.0,93.0,17.0,57.0,63.39999999999998,63.39999999999998,0.0,47.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:19,,100.0,7.534,3.0,50.5362386,-84.8178654,419.0,7.534,16.0,7.0,352.66,24.5,82.0,22.0,69.5,63.200000000000045,63.200000000000045,0.0,48.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:20,,97.0,7.629,2.0,50.5361658,-84.8178108,312.0,7.629,15.0,7.0,360.32,21.0,71.0,26.5,81.5,63.200000000000045,63.200000000000045,0.0,42.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:21,,95.0,7.812,2.0,50.5360885,-84.8177653,246.0,7.812,15.0,7.0,368.16,20.5,67.0,28.0,85.0,63.200000000000045,63.200000000000045,0.0,48.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:22,,96.0,8.035,2.0,50.5360065,-84.8177198,191.0,8.035,15.0,7.0,376.28,18.5,62.5,26.0,80.0,63.200000000000045,63.200000000000045,0.0,49.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:23,,93.0,7.957,2.0,50.5359292,-84.8176742,160.0,7.957,15.0,7.0,384.22,15.5,58.5,22.5,71.5,63.200000000000045,63.200000000000045,0.0,49.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:24,,91.0,7.741,2.0,50.5358564,-84.8176287,158.0,7.741,15.0,8.0,391.9,19.5,67.5,21.0,71.0,63.200000000000045,63.200000000000045,0.0,51.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:25,,91.0,7.598,2.0,50.535779,-84.8175832,176.0,7.598,15.0,8.0,399.47,23.0,76.5,22.0,70.0,63.200000000000045,63.200000000000045,0.0,52.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:26,,92.0,7.514,2.0,50.5357016,-84.8175377,193.0,7.514,15.0,8.0,407.23,25.5,82.0,23.0,74.5,63.39999999999998,63.39999999999998,0.0,54.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:27,,92.0,7.559,2.0,50.5356242,-84.8175013,210.0,7.559,15.0,8.0,415.24,24.0,80.0,23.5,78.0,63.39999999999998,63.39999999999998,0.0,53.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:28,,92.0,7.548,2.0,50.5355469,-84.8174467,215.0,7.548,15.0,8.0,422.98,20.5,73.5,22.5,77.0,63.39999999999998,63.39999999999998,0.0,51.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:29,,92.0,7.547,2.0,50.5354741,-84.8174012,187.0,7.547,15.0,9.0,430.64,20.5,70.5,20.5,70.0,63.39999999999998,63.39999999999998,0.0,49.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:30,,92.0,7.603,2.0,50.5354012,-84.8173557,154.0,7.603,15.0,9.0,438.18,20.5,67.0,18.0,63.0,63.39999999999998,63.39999999999998,0.0,50.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:31,,94.0,7.675,2.0,50.5353284,-84.8173102,158.0,7.675,15.0,9.0,445.68,21.0,68.5,21.0,70.5,63.39999999999998,63.39999999999998,0.0,47.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:32,,94.0,7.604,3.0,50.5352556,-84.8172646,163.0,7.604,15.0,9.0,453.27,22.5,70.5,21.5,72.5,63.60000000000002,63.60000000000002,0.0,44.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:33,,94.0,7.503,3.0,50.5351737,-84.8172282,167.0,7.503,15.0,9.0,461.01,23.5,68.5,20.0,67.5,63.60000000000002,63.60000000000002,0.0,40.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:34,,93.0,7.518,3.0,50.5351009,-84.8171918,157.0,7.518,15.0,9.0,468.61,20.0,60.0,21.0,73.5,63.60000000000002,63.60000000000002,0.0,42.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:35,,92.0,7.487,3.0,50.5350235,-84.8171554,135.0,7.487,15.0,10.0,476.14,20.5,64.0,19.0,67.5,63.60000000000002,63.60000000000002,0.0,56.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:36,,91.0,7.393,3.0,50.5349416,-84.8171281,134.0,7.393,15.0,10.0,483.78,21.0,67.5,17.0,62.0,63.60000000000002,63.60000000000002,0.0,57.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:37,,90.0,7.294,3.0,50.5348642,-84.8171008,145.0,7.294,15.0,10.0,491.36,21.0,70.5,17.0,60.5,63.799999999999955,63.799999999999955,0.0,57.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:38,,90.0,7.195,3.0,50.5347868,-84.8170735,154.0,7.195,15.0,10.0,498.8,22.0,73.0,19.0,62.5,63.799999999999955,63.799999999999955,0.0,57.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:39,,90.0,7.051,3.0,50.5347095,-84.8170462,160.0,7.051,15.0,10.0,506.11,24.5,77.0,18.0,62.0,63.799999999999955,63.799999999999955,0.0,56.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:40,,91.0,7.021,3.0,50.5346321,-84.817028,204.0,7.021,14.0,10.0,513.4,25.5,79.0,20.0,68.5,63.799999999999955,63.799999999999955,0.0,56.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:41,,92.0,7.341,3.0,50.5345502,-84.8169916,228.0,7.341,14.0,11.0,521.26,26.0,81.5,22.5,75.5,63.799999999999955,63.799999999999955,0.0,55.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:42,,93.0,7.627,3.0,50.5344683,-84.8169461,245.0,7.627,14.0,11.0,529.51,28.0,85.0,23.5,79.0,63.799999999999955,63.799999999999955,0.0,54.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:43,,93.0,7.679,3.0,50.5343909,-84.8169006,256.0,7.679,14.0,11.0,537.56,30.5,89.0,23.0,79.5,63.799999999999955,63.799999999999955,0.0,54.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:44,,93.0,7.671,3.0,50.5343135,-84.816855,290.0,7.671,14.0,11.0,545.49,33.0,93.5,23.0,80.5,64.0,64.0,0.0,53.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:45,,93.0,7.61,3.0,50.5342362,-84.8168095,308.0,7.61,14.0,12.0,553.42,30.5,93.0,23.0,80.5,64.0,64.0,0.0,52.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:46,,93.0,7.622,3.0,50.5341497,-84.8167731,303.0,7.622,14.0,12.0,561.59,29.0,91.5,23.5,81.5,64.0,64.0,0.0,51.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:47,,92.0,7.62,3.0,50.5340678,-84.8167367,288.0,7.62,14.0,12.0,569.67,28.0,88.5,24.0,84.0,64.20000000000005,64.20000000000005,0.0,51.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:48,,92.0,7.7,3.0,50.5339904,-84.8166912,256.0,7.7,14.0,13.0,577.59,27.0,85.5,25.0,86.5,64.39999999999998,64.39999999999998,0.0,50.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:49,,92.0,7.862,3.0,50.533913,-84.8166548,262.0,7.862,14.0,13.0,585.47,29.0,87.5,24.0,83.5,64.60000000000002,64.60000000000002,0.0,48.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:50,,92.0,7.956,3.0,50.5338266,-84.8166184,268.0,7.956,14.0,13.0,593.62,29.5,89.5,27.5,88.5,64.79999999999995,64.79999999999995,0.0,50.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:51,,91.0,7.856,3.0,50.5337401,-84.816582,272.0,7.856,14.0,13.0,602.12,29.0,90.5,28.5,89.5,64.79999999999995,64.79999999999995,0.0,51.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:52,,91.0,7.702,3.0,50.5336582,-84.8165456,282.0,7.702,14.0,14.0,610.03,29.0,91.5,26.5,87.0,65.0,65.0,0.0,51.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:53,,91.0,7.69,2.0,50.5335808,-84.8165092,321.0,7.69,14.0,14.0,617.8,30.5,95.0,26.5,90.0,65.20000000000005,65.20000000000005,0.0,51.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:54,,91.0,7.687,2.0,50.5335034,-84.8164727,324.0,7.687,14.0,14.0,625.69,30.0,95.0,27.0,91.0,65.39999999999998,65.39999999999998,0.0,50.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:55,,91.0,7.676,2.0,50.5334215,-84.8164363,323.0,7.676,14.0,15.0,633.53,29.0,95.0,28.0,92.0,65.39999999999998,65.39999999999998,0.0,56.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:56,,92.0,7.779,2.0,50.5333396,-84.8163999,336.0,7.779,14.0,15.0,641.35,28.5,95.0,28.5,93.0,65.60000000000002,65.60000000000002,0.0,54.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:57,,93.0,7.952,2.0,50.5332622,-84.8163635,372.0,7.952,14.0,15.0,649.35,28.5,95.5,28.5,94.0,65.79999999999995,65.79999999999995,0.0,51.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:58,,95.0,8.015,2.0,50.5331758,-84.816318,384.0,8.015,14.0,16.0,657.55,29.5,96.5,27.5,95.0,66.0,66.0,0.0,50.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:36:59,,96.0,8.1,2.0,50.5330938,-84.8162816,374.0,8.1,14.0,16.0,665.76,29.5,96.5,28.0,95.0,66.20000000000005,66.20000000000005,0.0,50.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:37:00,,96.0,8.191,3.0,50.5329983,-84.8162725,362.0,8.191,14.0,17.0,675.02,29.5,97.0,28.0,95.0,66.39999999999998,66.39999999999998,0.0,50.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:37:01,,97.0,8.166,4.0,50.5328981,-84.8162725,358.0,8.166,13.0,17.0,684.76,29.5,97.0,28.5,94.5,66.39999999999998,66.39999999999998,0.0,51.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:37:02,,97.0,8.192,4.0,50.5328117,-84.816227,353.0,8.192,13.0,17.0,693.04,29.5,97.5,28.5,94.5,66.60000000000002,66.60000000000002,0.0,51.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:37:03,,98.0,8.26,3.0,50.5327297,-84.8161815,351.0,8.26,13.0,18.0,701.33,29.5,97.5,29.0,94.5,66.79999999999995,66.79999999999995,0.0,51.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:37:04,,98.0,8.348,3.0,50.5326433,-84.816136,341.0,8.348,13.0,18.0,710.01,29.5,97.5,26.5,88.0,67.0,67.0,0.0,51.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:37:05,,99.0,8.47,3.0,50.5325568,-84.8160905,339.0,8.47,13.0,18.0,718.54,29.5,97.5,24.5,81.5,67.20000000000005,67.20000000000005,0.2,52.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:37:06,,100.0,8.479,3.0,50.5324703,-84.8160449,332.0,8.479,13.0,19.0,727.03,30.0,97.0,22.5,75.5,67.39999999999998,67.39999999999998,1.58,54.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:37:07,,94.0,8.475,3.0,50.5323839,-84.8160085,310.0,8.475,13.0,19.0,735.69,30.0,97.0,20.0,69.0,67.39999999999998,67.39999999999998,1.6,54.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:37:08,,86.0,8.538,3.0,50.5322974,-84.815963,269.0,8.538,13.0,19.0,744.35,30.0,97.0,18.0,63.0,67.60000000000002,67.60000000000002,1.64,50.0,2023,2,8,23,1.63,47.0
0,0,2023-02-08 23:37:09,,86.0,8.551,3.0,50.5322109,-84.8159175,310.0,8.551,13.0,19.0,753.11,31.0,97.0,21.0,73.0,67.60000000000002,67.60000000000002,1.65,50.0,2023,2,8,23,1.63,47.0
1,0,2023-02-08 23:37:10,,87.0,8.614,3.0,50.5321199,-84.815872,341.0,8.614,13.0,20.0,761.98,32.0,97.5,26.0,87.5,67.79999999999995,67.79999999999995,1.65,51.0,2023,2,8,23,1.63,47.0
1,0,2023-02-08 23:37:11,,87.0,8.678,2.0,50.5320334,-84.8158356,331.0,8.678,13.0,20.0,770.7,32.5,97.5,29.5,98.0,67.79999999999995,67.79999999999995,1.59,51.0,2023,2,8,23,1.63,47.0
1,0,2023-02-08 23:37:12,,88.0,8.708,2.0,50.531947,-84.8157901,328.0,8.708,13.0,20.0,779.36,31.5,97.0,29.5,97.0,67.79999999999995,67.79999999999995,1.48,52.0,2023,2,8,23,1.63,47.0
1,0,2023-02-08 23:37:13,,89.0,8.758,2.0,50.5318605,-84.8157446,336.0,8.758,13.0,21.0,788.14,30.5,97.0,29.5,96.0,67.79999999999995,67.79999999999995,1.12,51.0,2023,2,8,23,1.63,47.0
1,0,2023-02-08 23:37:14,,89.0,8.823,2.0,50.5317695,-84.8156991,342.0,8.823,13.0,21.0,797.08,29.0,95.0,29.5,95.5,67.79999999999995,67.79999999999995,0.0,49.0,2023,2,8,23,1.63,47.0
1,0,2023-02-08 23:37:15,,90.0,8.955,2.0,50.5316784,-84.8156535,345.0,8.955,13.0,21.0,806.05,28.0,94.5,29.5,95.5,67.79999999999995,67.79999999999995,0.0,49.0,2023,2,8,23,1.63,47.0
1,0,2023-02-08 23:37:16,,91.0,9.084,2.0,50.5315874,-84.815608,348.0,9.084,13.0,22.0,815.16,27.5,95.0,29.5,95.5,67.60000000000002,67.60000000000002,0.0,50.0,2023,2,8,23,1.63,47.0
1,0,2023-02-08 23:37:17,,92.0,9.216,2.0,50.5314918,-84.8155625,340.0,9.216,13.0,22.0,824.41,27.5,94.0,28.5,94.5,67.79999999999995,67.79999999999995,0.0,50.0,2023,2,8,23,1.63,47.0
1,0,2023-02-08 23:37:18,,93.0,9.322,2.0,50.5314008,-84.815517,329.0,9.322,13.0,22.0,833.63,27.5,93.0,27.5,94.0,67.79999999999995,67.79999999999995,0.0,51.0,2023,2,8,23,1.63,47.0
1,0,2023-02-08 23:37:19,,94.0,9.422,2.0,50.5313052,-84.8154715,320.0,9.422,13.0,23.0,843.02,26.5,90.0,27.0,92.5,67.79999999999995,67.79999999999995,0.0,46.0,2023,2,8,23,1.63,47.0
1,0,2023-02-08 23:37:20,,95.0,9.526,2.0,50.5312051,-84.8154169,314.0,9.526,13.0,23.0,852.57,26.0,90.0,27.0,91.5,68.0,68.0,0.0,49.0,2023,2,8,23,1.63,47.0
1,0,2023-02-08 23:37:21,,97.0,9.576,2.0,50.5311095,-84.8153714,307.0,9.576,13.0,23.0,862.04,26.0,91.5,27.5,90.5,68.0,68.0,0.0,50.0,2023,2,8,23,1.63,47.0
