cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,timestamp,battery_soc,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
82,23.0,51.0,83.0,353,26.5,98.0,2022-04-15 18:50:09,,18.0,872.18,6.332,3.0,50.5203959,-84.7951011,6.332,57.799999999999955,57.799999999999955,0.0,2022,4,15,18,3.29,200.0
84,23.0,51.0,83.0,358,26.5,98.0,2022-04-15 18:50:10,,18.0,878.65,6.504,3.0,50.5204524,-84.7950467,6.504,57.799999999999955,57.799999999999955,0.0,2022,4,15,18,3.29,200.0
88,23.5,49.0,84.5,347,26.5,96.0,2022-04-15 18:50:11,,18.0,885.71,6.8,3.0,50.5205067,-84.7949768,6.8,57.799999999999955,57.799999999999955,0.0,2022,4,15,18,3.29,200.0
89,24.0,46.0,87.5,342,26.0,92.5,2022-04-15 18:50:12,,18.0,893.92,7.33,3.0,50.5205626,-84.7948853,7.33,57.799999999999955,57.799999999999955,0.19,2022,4,15,18,3.29,200.0
90,25.0,42.0,90.0,337,25.5,89.0,2022-04-15 18:50:13,,18.0,901.31,7.366,3.0,50.5206205,-84.794812,7.366,58.0,58.0,0.59,2022,4,15,18,3.29,200.0
91,26.0,39.0,93.0,332,25.0,85.5,2022-04-15 18:50:14,,18.0,908.65,7.077,3.0,50.5206763,-84.7947371,7.077,58.0,58.0,0.83,2022,4,15,18,3.29,200.0
92,25.0,38.0,90.0,302,24.0,81.0,2022-04-15 18:50:15,,18.0,915.69,7.118,3.0,50.5207277,-84.7946626,7.118,58.0,58.0,0.64,2022,4,15,18,3.29,200.0
92,23.5,38.0,85.5,265,22.5,76.5,2022-04-15 18:50:16,,18.0,923.58,7.674,3.0,50.5207811,-84.7945741,7.674,58.0,58.0,0.21,2022,4,15,18,3.29,200.0
92,22.0,38.0,81.0,228,21.0,72.5,2022-04-15 18:50:17,,18.0,930.78,7.378,3.0,50.5208351,-84.7944996,7.378,58.200000000000045,58.200000000000045,0.24,2022,4,15,18,3.29,200.0
93,22.0,38.0,81.0,197,21.0,72.5,2022-04-15 18:50:18,,18.0,937.57,7.035,3.0,50.5208885,-84.7944327,7.035,58.200000000000045,58.200000000000045,0.68,2022,4,15,18,3.29,200.0
93,21.0,43.0,77.0,196,22.0,75.5,2022-04-15 18:50:19,,18.0,945.51,7.547,3.0,50.5209504,-84.7943536,7.547,58.39999999999998,58.39999999999998,0.92,2022,4,15,18,3.29,200.0
93,20.5,48.0,73.0,196,23.0,78.0,2022-04-15 18:50:20,,18.0,952.81,7.533,3.0,50.5210055,-84.7942785,7.533,58.39999999999998,58.39999999999998,1.08,2022,4,15,18,3.29,200.0
93,19.5,53.0,69.0,195,24.0,80.5,2022-04-15 18:50:21,,18.0,960.23,7.782,3.0,50.5210627,-84.7942036,7.782,58.60000000000002,58.60000000000002,1.25,2022,4,15,18,3.29,200.0
92,19.5,53.0,69.0,205,24.0,80.5,2022-04-15 18:50:22,,18.0,968.37,7.65,3.0,50.5211249,-84.7941208,7.65,58.60000000000002,58.60000000000002,1.18,2022,4,15,18,3.29,200.0
91,19.5,53.0,69.0,209,24.0,80.5,2022-04-15 18:50:23,,18.0,975.56,7.328,3.0,50.5211828,-84.7940522,7.328,58.799999999999955,58.799999999999955,1.07,2022,4,15,18,3.29,200.0
91,20.5,51.0,75.0,221,24.0,81.5,2022-04-15 18:50:24,,18.0,983.03,7.341,3.0,50.5212423,-84.7939797,7.341,58.799999999999955,58.799999999999955,1.11,2022,4,15,18,3.29,200.0
91,21.5,50.0,80.5,232,24.0,82.5,2022-04-15 18:50:25,,18.0,990.57,7.488,3.0,50.5212973,-84.7938996,7.488,59.0,59.0,1.16,2022,4,15,18,3.29,200.0
91,22.5,48.0,86.5,244,24.0,83.5,2022-04-15 18:50:26,,18.0,998.18,7.572,3.0,50.5213505,-84.793816,7.572,59.0,59.0,1.23,2022,4,15,18,3.29,200.0
90,23.5,47.0,90.5,255,24.0,84.0,2022-04-15 18:50:27,,18.0,1005.63,7.509,3.0,50.5214022,-84.7937337,7.509,58.799999999999955,58.799999999999955,1.22,2022,4,15,18,3.29,200.0
89,23.5,47.0,90.5,266,24.0,84.0,2022-04-15 18:50:28,,18.0,1012.7,7.202,3.0,50.5214566,-84.7936626,7.202,58.799999999999955,58.799999999999955,0.79,2022,4,15,18,3.29,200.0
88,23.5,50.0,90.5,266,24.0,84.0,2022-04-15 18:50:29,,18.0,1020.09,7.288,3.0,50.5215168,-84.7935928,7.288,58.60000000000002,58.60000000000002,0.22,2022,4,15,18,3.29,200.0
87,22.5,50.0,83.0,293,24.5,84.0,2022-04-15 18:50:30,,18.0,1027.18,7.15,3.0,50.5215718,-84.7935223,7.15,58.60000000000002,58.60000000000002,-0.26,2022,4,15,18,3.29,200.0
86,23.5,49.0,82.5,305,25.0,84.0,2022-04-15 18:50:31,,18.0,1035.41,7.975,3.0,50.5216223,-84.7934255,7.975,58.60000000000002,58.60000000000002,-0.49,2022,4,15,18,3.29,200.0
86,25.5,49.0,89.0,291,25.5,86.0,2022-04-15 18:50:32,,18.0,1044.29,8.64,3.0,50.5216656,-84.7933111,8.64,58.799999999999955,58.799999999999955,-0.23,2022,4,15,18,3.29,200.0
87,26.0,47.0,87.5,290,27.5,93.0,2022-04-15 18:50:33,,18.0,1051.81,7.806,3.0,50.5217104,-84.7932208,7.806,59.0,59.0,0.0,2022,4,15,18,3.29,200.0
87,24.0,51.0,87.0,234,27.5,91.5,2022-04-15 18:50:34,,18.0,1059.32,7.618,3.0,50.5217671,-84.7931451,7.618,59.0,59.0,0.35,2022,4,15,18,3.29,200.0
87,23.5,47.0,87.0,210,27.5,91.5,2022-04-15 18:50:35,,18.0,1066.92,7.626,3.0,50.5218341,-84.7930827,7.626,59.200000000000045,59.200000000000045,1.02,2022,4,15,18,3.29,200.0
86,23.5,41.0,86.0,193,27.5,91.5,2022-04-15 18:50:36,,18.0,1074.48,7.527,3.0,50.5218964,-84.7930123,7.527,59.39999999999998,59.39999999999998,1.37,2022,4,15,18,3.29,200.0
85,21.5,41.0,70.0,173,29.0,91.0,2022-04-15 18:50:37,,18.0,1081.8,7.413,3.0,50.5219568,-84.7929447,7.413,59.39999999999998,59.39999999999998,1.37,2022,4,15,18,3.29,200.0
84,20.5,47.0,70.0,167,27.5,86.0,2022-04-15 18:50:38,,18.0,1088.89,7.236,3.0,50.5220157,-84.7928795,7.236,59.39999999999998,59.39999999999998,1.36,2022,4,15,18,3.29,200.0
84,19.5,55.0,70.0,170,25.5,79.5,2022-04-15 18:50:39,,18.0,1096.53,7.432,3.0,50.5220794,-84.7928099,7.432,59.60000000000002,59.60000000000002,1.44,2022,4,15,18,3.29,200.0
83,18.0,57.0,68.5,159,24.0,79.0,2022-04-15 18:50:40,,18.0,1104.38,7.843,4.0,50.5221465,-84.7927411,7.843,59.799999999999955,59.799999999999955,1.58,2022,4,15,18,3.29,200.0
83,17.5,57.0,68.0,155,23.5,79.0,2022-04-15 18:50:41,,18.0,1111.89,7.715,4.0,50.5222094,-84.7926729,7.715,59.799999999999955,59.799999999999955,1.67,2022,4,15,18,3.29,200.0
84,19.5,54.0,72.5,139,22.0,74.0,2022-04-15 18:50:42,,18.0,1119.67,7.578,4.0,50.5222751,-84.7926032,7.578,60.0,60.0,1.68,2022,4,15,18,3.29,200.0
84,19.5,54.0,72.5,102,22.0,74.0,2022-04-15 18:50:43,,18.0,1127.27,7.626,4.0,50.5223393,-84.7925355,7.626,60.0,60.0,1.67,2022,4,15,18,3.29,200.0
84,19.5,53.0,72.5,64,22.0,74.0,2022-04-15 18:50:44,,18.0,1134.79,7.482,4.0,50.5224035,-84.7924693,7.482,60.0,60.0,1.42,2022,4,15,18,3.29,200.0
84,19.5,53.0,72.5,27,22.0,74.0,2022-04-15 18:50:45,,18.0,1141.94,7.236,4.0,50.5224645,-84.7924063,7.236,60.0,60.0,0.79,2022,4,15,18,3.29,200.0
0,19.5,53.0,72.0,0,22.0,74.0,2022-04-15 18:50:46,,18.0,1148.91,7.04,4.0,50.5225234,-84.7923442,7.04,60.0,60.0,0.2,2022,4,15,18,3.29,200.0
0,18.5,53.0,70.5,0,22.0,74.0,2022-04-15 18:50:47,,18.0,1155.59,6.85,4.0,50.5225791,-84.7922832,6.85,60.0,60.0,0.0,2022,4,15,18,3.29,200.0
0,18.0,52.0,69.0,0,22.0,74.0,2022-04-15 18:50:48,,18.0,1162.01,6.619,4.0,50.5226331,-84.7922254,6.619,60.0,60.0,0.0,2022,4,15,18,3.29,200.0
0,17.5,52.0,68.0,0,22.0,74.0,2022-04-15 18:50:49,,18.0,1169.23,6.885,4.0,50.5226941,-84.7921609,6.885,60.0,60.0,0.0,2022,4,15,18,3.29,200.0
26,17.5,52.0,68.0,117,22.0,74.0,2022-04-15 18:50:50,,18.0,1175.92,6.782,4.0,50.5227511,-84.7921018,6.782,59.799999999999955,59.799999999999955,0.0,2022,4,15,18,3.29,200.0
68,17.5,52.0,68.0,158,22.0,74.0,2022-04-15 18:50:51,,18.0,1182.92,6.939,4.0,50.5228111,-84.792041,6.939,59.799999999999955,59.799999999999955,0.0,2022,4,15,18,3.29,200.0
66,17.5,52.0,68.0,204,22.0,74.0,2022-04-15 18:50:52,,18.0,1190.07,7.137,4.0,50.5228738,-84.7919809,7.137,59.60000000000002,59.60000000000002,-0.25,2022,4,15,18,3.29,200.0
63,17.5,52.0,68.0,240,22.0,74.0,2022-04-15 18:50:53,,18.0,1197.16,7.037,4.0,50.5229359,-84.7919216,7.037,59.60000000000002,59.60000000000002,-0.7,2022,4,15,18,3.29,200.0
62,19.5,52.0,72.5,251,23.0,77.5,2022-04-15 18:50:54,,18.0,1204.99,7.338,4.0,50.5230028,-84.7918529,7.338,59.60000000000002,59.60000000000002,-0.65,2022,4,15,18,3.29,200.0
63,23.0,52.0,80.5,249,24.5,83.5,2022-04-15 18:50:55,,18.0,1213.12,7.58,4.0,50.5230714,-84.7917802,7.58,59.60000000000002,59.60000000000002,-0.2,2022,4,15,18,3.29,200.0
63,26.5,52.0,88.5,247,26.0,89.5,2022-04-15 18:50:56,,18.0,1220.91,7.528,4.0,50.5231386,-84.7917129,7.528,59.60000000000002,59.60000000000002,-0.21,2022,4,15,18,3.29,200.0
64,29.5,52.0,95.5,237,27.5,95.0,2022-04-15 18:50:57,,18.0,1228.59,7.615,4.0,50.5232056,-84.7916482,7.615,59.39999999999998,59.39999999999998,-0.41,2022,4,15,18,3.29,200.0
66,29.5,52.0,95.5,133,27.5,95.0,2022-04-15 18:50:58,,18.0,1236.32,7.609,4.0,50.5232756,-84.791588,7.609,59.39999999999998,59.39999999999998,-0.19,2022,4,15,18,3.29,200.0
53,29.5,52.0,95.5,198,27.5,95.0,2022-04-15 18:50:59,,18.0,1244.1,7.652,4.0,50.5233468,-84.7915292,7.652,59.39999999999998,59.39999999999998,-0.23,2022,4,15,18,3.29,200.0
51,28.5,52.0,94.5,236,26.0,88.5,2022-04-15 18:51:00,,18.0,1251.59,7.796,4.0,50.5234129,-84.7914673,7.796,59.39999999999998,59.39999999999998,-0.44,2022,4,15,18,3.29,200.0
59,26.5,52.0,93.5,232,23.5,78.0,2022-04-15 18:51:01,,18.0,1258.94,7.773,4.0,50.5234745,-84.7914009,7.773,59.60000000000002,59.60000000000002,-0.21,2022,4,15,18,3.29,200.0
66,25.0,52.0,92.0,227,21.0,67.0,2022-04-15 18:51:02,,18.0,1267.0,7.702,4.0,50.5235405,-84.7913254,7.702,59.60000000000002,59.60000000000002,0.0,2022,4,15,18,3.29,200.0
71,23.0,44.0,87.0,212,24.5,80.0,2022-04-15 18:51:03,,18.0,1274.79,7.764,4.0,50.5236042,-84.7912522,7.764,59.60000000000002,59.60000000000002,0.0,2022,4,15,18,3.29,200.0
72,23.0,40.0,85.5,206,28.0,93.5,2022-04-15 18:51:04,,18.0,1282.79,7.713,4.0,50.5236721,-84.7911814,7.713,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
72,25.0,44.0,88.0,211,29.0,94.5,2022-04-15 18:51:05,,18.0,1291.18,8.021,4.0,50.5237441,-84.7911082,8.021,59.200000000000045,59.200000000000045,0.0,2022,4,15,18,3.29,200.0
73,26.5,48.0,90.0,214,30.0,95.5,2022-04-15 18:51:06,,18.0,1299.49,8.296,4.0,50.523814,-84.7910337,8.296,59.200000000000045,59.200000000000045,-0.2,2022,4,15,18,3.29,200.0
75,26.5,48.0,87.0,193,27.5,89.0,2022-04-15 18:51:07,,18.0,1307.95,8.37,4.0,50.5238833,-84.7909545,8.37,59.200000000000045,59.200000000000045,-0.69,2022,4,15,18,3.29,200.0
76,26.5,48.0,86.5,168,27.0,88.0,2022-04-15 18:51:08,,18.0,1316.45,8.227,4.0,50.5239501,-84.7908707,8.227,58.799999999999955,58.799999999999955,-1.26,2022,4,15,18,3.29,200.0
74,26.5,57.0,86.5,168,27.0,88.0,2022-04-15 18:51:09,,18.0,1324.97,8.174,4.0,50.5240198,-84.7907909,8.174,58.60000000000002,58.60000000000002,-1.51,2022,4,15,18,3.29,200.0
72,25.5,62.0,84.0,171,27.5,89.5,2022-04-15 18:51:10,,18.0,1333.76,8.4,4.0,50.5240934,-84.7907111,8.4,58.60000000000002,58.60000000000002,-1.34,2022,4,15,18,3.29,200.0
71,22.5,49.0,76.5,152,28.0,94.0,2022-04-15 18:51:11,,18.0,1342.1,8.228,4.0,50.5241653,-84.7906393,8.228,58.60000000000002,58.60000000000002,-1.24,2022,4,15,18,3.29,200.0
70,20.5,44.0,71.0,141,25.5,82.5,2022-04-15 18:51:12,,18.0,1350.41,8.038,4.0,50.5242335,-84.7905617,8.038,58.799999999999955,58.799999999999955,-1.18,2022,4,15,18,3.29,200.0
70,20.5,47.0,72.0,133,23.0,75.5,2022-04-15 18:51:13,,18.0,1358.86,7.84,4.0,50.5242981,-84.7904758,7.84,58.799999999999955,58.799999999999955,-0.75,2022,4,15,18,3.29,200.0
69,23.0,48.0,79.5,143,23.5,76.0,2022-04-15 18:51:14,,18.0,1366.86,7.687,4.0,50.5243596,-84.7903951,7.687,58.60000000000002,58.60000000000002,-0.21,2022,4,15,18,3.29,200.0
69,25.5,50.0,86.0,150,25.0,79.0,2022-04-15 18:51:15,,18.0,1374.88,7.635,4.0,50.5244236,-84.7903174,7.635,58.60000000000002,58.60000000000002,0.0,2022,4,15,18,3.29,200.0
68,24.5,55.0,83.5,124,25.0,79.5,2022-04-15 18:51:16,,18.0,1382.89,7.642,4.0,50.5244913,-84.7902457,7.642,58.60000000000002,58.60000000000002,0.0,2022,4,15,18,3.29,200.0
68,22.0,46.0,75.5,99,26.0,86.5,2022-04-15 18:51:17,,18.0,1390.56,7.783,4.0,50.5245564,-84.7901779,7.783,58.60000000000002,58.60000000000002,0.0,2022,4,15,18,3.29,200.0
68,20.5,44.0,70.5,82,25.0,84.5,2022-04-15 18:51:18,,18.0,1397.68,7.29,4.0,50.524618,-84.7901167,7.29,58.60000000000002,58.60000000000002,-0.23,2022,4,15,18,3.29,200.0
67,19.0,48.0,67.0,70,22.5,75.5,2022-04-15 18:51:19,,18.0,1404.97,5.573,4.0,50.5246807,-84.7900536,5.573,58.60000000000002,58.60000000000002,-0.45,2022,4,15,18,3.29,200.0
67,18.0,52.0,64.0,58,20.0,67.0,2022-04-15 18:51:20,,18.0,1410.87,4.572,4.0,50.5247297,-84.7899994,4.572,58.60000000000002,58.60000000000002,-0.22,2022,4,15,18,3.29,200.0
59,17.5,61.0,62.5,93,19.0,63.5,2022-04-15 18:51:21,,18.0,1416.71,4.963,4.0,50.5247788,-84.7899469,4.963,58.60000000000002,58.60000000000002,0.0,2022,4,15,18,3.29,200.0
46,17.5,74.0,62.5,159,19.0,63.5,2022-04-15 18:51:22,,18.0,1423.14,5.915,4.0,50.5248298,-84.7898849,5.915,58.60000000000002,58.60000000000002,0.0,2022,4,15,18,3.29,200.0
35,17.5,85.0,62.5,237,19.0,63.5,2022-04-15 18:51:23,,18.0,1430.2,6.871,4.0,50.5248793,-84.7898074,6.871,58.39999999999998,58.39999999999998,0.0,2022,4,15,18,3.29,200.0
41,17.5,85.0,62.5,391,19.0,63.5,2022-04-15 18:51:24,,18.0,1436.64,6.495,4.0,50.5249245,-84.7897371,6.495,58.200000000000045,58.200000000000045,-0.25,2022,4,15,18,3.29,200.0
61,17.5,84.0,62.5,364,19.0,64.0,2022-04-15 18:51:25,,18.0,1443.28,6.612,4.0,50.5249642,-84.7896574,6.612,58.200000000000045,58.200000000000045,-0.81,2022,4,15,18,3.29,200.0
62,17.0,71.0,61.0,350,20.5,68.5,2022-04-15 18:51:26,,18.0,1449.98,6.731,4.0,50.5250032,-84.7895763,6.731,58.200000000000045,58.200000000000045,-1.2,2022,4,15,18,3.29,200.0
63,17.0,58.0,59.5,337,22.0,73.0,2022-04-15 18:51:27,,18.0,1456.87,6.909,4.0,50.5250528,-84.7895024,6.909,58.39999999999998,58.39999999999998,-0.96,2022,4,15,18,3.29,200.0
64,16.5,45.0,58.0,323,23.0,77.5,2022-04-15 18:51:28,,18.0,1464.29,7.189,4.0,50.5251084,-84.7894254,7.189,58.39999999999998,58.39999999999998,-0.32,2022,4,15,18,3.29,200.0
66,16.5,38.0,57.0,284,24.0,80.5,2022-04-15 18:51:29,,18.0,1471.08,6.834,4.0,50.5251614,-84.7893581,6.834,58.60000000000002,58.60000000000002,0.0,2022,4,15,18,3.29,200.0
67,16.5,40.0,57.0,200,24.0,80.5,2022-04-15 18:51:30,,18.0,1477.39,6.331,4.0,50.5252128,-84.7892994,6.331,58.60000000000002,58.60000000000002,0.24,2022,4,15,18,3.29,200.0
69,16.5,43.0,57.0,117,24.0,80.5,2022-04-15 18:51:31,,18.0,1483.14,5.598,4.0,50.5252539,-84.7892374,5.598,58.60000000000002,58.60000000000002,0.68,2022,4,15,18,3.29,200.0
62,16.5,44.0,57.0,62,24.0,80.5,2022-04-15 18:51:32,,18.0,1488.74,5.567,4.0,50.5252906,-84.7891745,5.567,58.39999999999998,58.39999999999998,0.66,2022,4,15,18,3.29,200.0
44,16.5,55.0,57.0,163,24.0,80.5,2022-04-15 18:51:33,,18.0,1495.07,6.148,4.0,50.525321,-84.7890925,6.148,58.39999999999998,58.39999999999998,0.21,2022,4,15,18,3.29,200.0
36,16.5,81.0,57.5,403,24.0,80.0,2022-04-15 18:51:34,,18.0,1501.32,6.407,4.0,50.5253582,-84.7890184,6.407,58.39999999999998,58.39999999999998,0.0,2022,4,15,18,3.29,200.0
41,17.5,77.0,62.0,334,22.5,78.0,2022-04-15 18:51:35,,18.0,1507.69,5.965,4.0,50.5254103,-84.7889587,5.965,58.39999999999998,58.39999999999998,0.0,2022,4,15,18,3.29,200.0
46,18.5,73.0,66.5,265,21.5,76.0,2022-04-15 18:51:36,,18.0,1513.89,5.143,4.0,50.5254633,-84.7889046,5.143,58.39999999999998,58.39999999999998,0.0,2022,4,15,18,3.29,200.0
51,19.5,69.0,71.0,197,20.0,74.0,2022-04-15 18:51:37,,18.0,1518.71,4.566,4.0,50.5255007,-84.7888567,4.566,58.200000000000045,58.200000000000045,0.0,2022,4,15,18,3.29,200.0
57,20.5,65.0,75.5,128,19.0,72.0,2022-04-15 18:51:38,,18.0,1522.87,4.096,4.0,50.5255318,-84.7888142,4.096,58.200000000000045,58.200000000000045,0.0,2022,4,15,18,3.29,200.0
62,21.5,62.0,80.0,59,17.5,70.0,2022-04-15 18:51:39,,18.0,1527.36,3.737,4.0,50.5255726,-84.7887796,3.737,58.200000000000045,58.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,22.5,58.0,84.0,0,16.5,68.0,2022-04-15 18:51:40,,18.0,1531.31,3.701,4.0,50.5256099,-84.7887529,3.701,58.200000000000045,58.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,22.5,54.0,84.0,0,16.5,68.0,2022-04-15 18:51:41,,18.0,1535.74,3.999,4.0,50.5256529,-84.7887269,3.999,58.200000000000045,58.200000000000045,0.0,2022,4,15,18,3.29,200.0
0,22.5,50.0,84.0,0,16.5,68.0,2022-04-15 18:51:42,,18.0,1541.06,4.394,4.0,50.5256993,-84.7886821,4.394,58.200000000000045,58.200000000000045,0.0,2022,4,15,18,3.29,200.0
23,24.5,53.0,87.5,375,19.5,75.0,2022-04-15 18:51:43,,18.0,1545.84,4.508,4.0,50.5257443,-84.7886488,4.508,58.0,58.0,0.0,2022,4,15,18,3.29,200.0
48,26.5,57.0,91.0,391,22.5,81.5,2022-04-15 18:51:44,,18.0,1551.15,4.882,5.0,50.5257875,-84.7886031,4.882,58.0,58.0,-0.32,2022,4,15,18,3.29,200.0
55,26.5,56.0,91.0,373,22.5,81.5,2022-04-15 18:51:45,,18.0,1558.03,5.72,5.0,50.5258297,-84.7885215,5.72,58.0,58.0,-0.63,2022,4,15,18,3.29,200.0
60,26.5,52.0,91.0,342,22.5,81.5,2022-04-15 18:51:46,,18.0,1564.37,5.334,5.0,50.5258649,-84.7884448,5.334,58.0,58.0,-0.31,2022,4,15,18,3.29,200.0
61,25.0,51.0,87.5,294,22.0,80.5,2022-04-15 18:51:47,,18.0,1570.3,4.546,5.0,50.5258825,-84.7883624,4.546,57.799999999999955,57.799999999999955,0.0,2022,4,15,18,3.29,200.0
62,23.0,52.0,84.0,244,21.0,79.0,2022-04-15 18:51:48,,18.0,1575.72,4.286,5.0,50.525903,-84.7882889,4.286,57.799999999999955,57.799999999999955,0.0,2022,4,15,18,3.29,200.0
64,21.5,52.0,80.0,194,20.0,78.0,2022-04-15 18:51:49,,18.0,1580.79,4.309,5.0,50.5259201,-84.7882192,4.309,57.799999999999955,57.799999999999955,0.0,2022,4,15,18,3.29,200.0
60,20.0,47.0,77.0,154,19.5,77.0,2022-04-15 18:51:50,,18.0,1585.23,4.206,5.0,50.5259327,-84.7881573,4.206,57.799999999999955,57.799999999999955,0.0,2022,4,15,18,3.29,200.0
29,20.0,14.0,77.0,178,19.5,77.0,2022-04-15 18:51:51,,18.0,1590.17,4.347,5.0,50.5259426,-84.7880871,4.347,58.0,58.0,0.0,2022,4,15,18,3.29,200.0
26,22.0,71.0,79.0,286,14.0,68.5,2022-04-15 18:51:52,,18.0,1595.43,4.657,5.0,50.5259538,-84.7880126,4.657,58.0,58.0,0.0,2022,4,15,18,3.29,200.0
34,22.0,86.0,79.5,318,13.5,68.0,2022-04-15 18:51:53,,18.0,1600.64,4.918,5.0,50.5259696,-84.7879403,4.918,58.0,58.0,0.0,2022,4,15,18,3.29,200.0
47,21.5,71.0,78.5,305,16.0,72.5,2022-04-15 18:51:54,,18.0,1606.37,5.471,5.0,50.5259932,-84.7878642,5.471,58.200000000000045,58.200000000000045,0.0,2022,4,15,18,3.29,200.0
61,21.0,56.0,78.0,292,19.0,77.0,2022-04-15 18:51:55,,18.0,1612.25,5.305,5.0,50.5260139,-84.7877882,5.305,58.200000000000045,58.200000000000045,0.3,2022,4,15,18,3.29,200.0
66,20.5,51.0,77.0,248,20.0,78.0,2022-04-15 18:51:56,,18.0,1618.42,4.818,5.0,50.5260204,-84.787704,4.818,58.200000000000045,58.200000000000045,0.9,2022,4,15,18,3.29,200.0
66,20.5,51.0,76.0,187,19.5,77.0,2022-04-15 18:51:57,,18.0,1622.53,4.602,5.0,50.5260445,-84.7876563,4.602,58.200000000000045,58.200000000000045,1.19,2022,4,15,18,3.29,200.0
66,20.0,51.0,74.5,127,19.5,76.0,2022-04-15 18:51:58,,18.0,1626.98,4.383,5.0,50.5260629,-84.7875992,4.383,58.200000000000045,58.200000000000045,0.85,2022,4,15,18,3.29,200.0
67,19.5,51.0,73.5,66,19.0,75.0,2022-04-15 18:51:59,,18.0,1631.3,4.162,4.0,50.5260955,-84.7875548,4.162,58.0,58.0,0.27,2022,4,15,18,3.29,200.0
67,19.0,51.0,72.5,6,19.0,74.0,2022-04-15 18:52:00,,18.0,1635.44,4.186,4.0,50.5261256,-84.7875116,4.186,58.0,58.0,0.0,2022,4,15,18,3.29,200.0
0,19.0,51.0,72.5,0,19.0,74.0,2022-04-15 18:52:01,,18.0,1639.81,4.623,4.0,50.526157,-84.787468,4.623,58.200000000000045,58.200000000000045,0.0,2022,4,15,18,3.29,200.0
12,19.0,51.0,72.5,268,19.0,74.0,2022-04-15 18:52:02,,18.0,1645.3,5.052,4.0,50.5261755,-84.7873926,5.052,58.200000000000045,58.200000000000045,0.0,2022,4,15,18,3.29,200.0
33,20.0,51.0,76.0,424,21.0,78.0,2022-04-15 18:52:03,,18.0,1651.65,6.126,4.0,50.5261983,-84.7873062,6.126,58.39999999999998,58.39999999999998,0.32,2022,4,15,18,3.29,200.0
57,23.0,51.0,85.0,441,25.5,88.0,2022-04-15 18:52:04,,18.0,1660.01,7.627,4.0,50.5262375,-84.7871973,7.627,58.60000000000002,58.60000000000002,1.19,2022,4,15,18,3.29,200.0
63,23.0,51.0,86.0,429,26.0,89.0,2022-04-15 18:52:05,,18.0,1667.38,7.461,4.0,50.5262686,-84.7870998,7.461,58.60000000000002,58.60000000000002,1.95,2022,4,15,18,3.29,200.0
68,23.0,51.0,86.0,427,26.0,89.0,2022-04-15 18:52:06,,18.0,1674.27,7.059,4.0,50.5262897,-84.7870046,7.059,58.60000000000002,58.60000000000002,2.02,2022,4,15,18,3.29,200.0
72,23.0,51.0,86.0,429,26.0,89.0,2022-04-15 18:52:07,,18.0,1681.4,7.096,4.0,50.5263181,-84.7869091,7.096,58.799999999999955,58.799999999999955,1.76,2022,4,15,18,3.29,200.0
73,23.0,52.0,86.0,411,26.0,89.0,2022-04-15 18:52:08,,18.0,1687.31,6.218,4.0,50.526335,-84.7868266,6.218,58.799999999999955,58.799999999999955,1.5,2022,4,15,18,3.29,200.0
74,23.0,53.0,86.0,374,26.0,89.0,2022-04-15 18:52:09,,18.0,1693.93,6.202,4.0,50.5263672,-84.7867437,6.202,58.799999999999955,58.799999999999955,0.98,2022,4,15,18,3.29,200.0
76,23.0,54.0,86.0,328,26.0,89.0,2022-04-15 18:52:10,,18.0,1700.76,6.302,4.0,50.5264193,-84.7866741,6.302,58.799999999999955,58.799999999999955,0.29,2022,4,15,18,3.29,200.0
76,23.0,54.0,86.0,309,26.0,89.0,2022-04-15 18:52:11,,18.0,1705.07,5.674,4.0,50.5264541,-84.7866331,5.674,59.0,59.0,0.23,2022,4,15,18,3.29,200.0
77,22.0,51.0,83.0,270,24.5,85.0,2022-04-15 18:52:12,,18.0,1709.57,5.509,4.0,50.5264742,-84.7865789,5.509,59.0,59.0,0.46,2022,4,15,18,3.29,200.0
77,20.5,45.0,78.5,214,22.5,79.5,2022-04-15 18:52:13,,18.0,1717.65,6.346,4.0,50.5264806,-84.7864627,6.346,59.200000000000045,59.200000000000045,0.44,2022,4,15,18,3.29,200.0
77,20.0,42.0,76.5,175,21.0,75.5,2022-04-15 18:52:14,,18.0,1725.55,6.465,4.0,50.5264771,-84.7863485,6.465,59.39999999999998,59.39999999999998,0.75,2022,4,15,18,3.29,200.0
76,25.5,46.0,89.5,218,23.5,82.5,2022-04-15 18:52:15,,18.0,1733.99,6.484,4.0,50.5264895,-84.786229,6.484,59.39999999999998,59.39999999999998,1.34,2022,4,15,18,3.29,200.0
75,27.5,50.0,95.0,229,24.5,84.5,2022-04-15 18:52:16,,18.0,1743.2,6.282,4.0,50.5265262,-84.7861054,6.282,59.60000000000002,59.60000000000002,1.71,2022,4,15,18,3.29,200.0
75,27.5,50.0,95.5,251,25.5,86.0,2022-04-15 18:52:17,,18.0,1751.18,5.977,4.0,50.5265605,-84.7860008,5.977,59.60000000000002,59.60000000000002,1.83,2022,4,15,18,3.29,200.0
