timestamp,battery_soc,cadence,calories,distance,enhanced_speed,gps_accuracy,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
2022-08-23 18:17:58,,79.0,1.0,46.32,5.459,3.0,24.0,47.0,82.5,50.5374354,-84.8290546,125.0,16.5,58.5,5.459,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:17:59,,80.0,1.0,51.77,5.593,3.0,23.5,46.0,77.0,50.5374724,-84.8289989,133.0,14.5,61.5,5.593,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:00,,80.0,1.0,57.32,5.57,3.0,19.0,48.0,68.5,50.5375127,-84.828936,135.0,18.5,63.5,5.57,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:01,,81.0,2.0,62.53,5.343,3.0,19.0,51.0,68.5,50.5375513,-84.8288765,134.0,19.0,63.5,5.343,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:02,,82.0,2.0,68.38,5.369,3.0,20.0,59.0,70.0,50.5375937,-84.8288199,118.0,19.0,63.0,5.369,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:03,,82.0,2.0,73.83,5.507,3.0,20.5,63.0,71.0,50.5376349,-84.8287642,128.0,19.0,62.5,5.507,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:04,,82.0,2.0,79.77,5.417,3.0,21.5,57.0,72.5,50.5376764,-84.8286997,150.0,19.0,62.0,5.417,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:05,,82.0,2.0,85.57,5.411,3.0,22.0,51.0,74.5,50.5377174,-84.8286371,158.0,21.5,69.5,5.411,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:06,,81.0,2.0,91.99,5.578,2.0,22.0,49.0,74.0,50.537768,-84.8285721,157.0,21.5,70.5,5.578,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:07,,79.0,2.0,97.79,5.137,2.0,20.5,49.0,70.0,50.5378143,-84.8285108,154.0,21.0,69.0,5.137,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:08,,81.0,3.0,103.75,5.796,2.0,18.0,50.0,66.5,50.5378707,-84.8284675,146.0,20.0,68.0,5.796,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:09,,83.0,3.0,111.05,6.748,2.0,21.0,49.0,78.0,50.5379372,-84.82842,146.0,17.5,64.0,6.748,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:10,,85.0,3.0,117.66,6.622,2.0,24.5,38.0,89.5,50.5380011,-84.8283732,174.0,15.0,60.0,6.622,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:11,,87.0,3.0,124.36,6.588,2.0,23.0,44.0,81.0,50.5380606,-84.8283177,181.0,18.0,69.0,6.588,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:12,,86.0,3.0,130.81,6.576,2.0,20.0,48.0,67.0,50.5381143,-84.8282639,166.0,21.5,78.0,6.576,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:13,,87.0,3.0,137.13,6.733,2.0,18.5,52.0,64.5,50.5381693,-84.8282067,153.0,21.0,76.0,6.733,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:14,,89.0,4.0,143.48,6.891,3.0,25.5,56.0,89.0,50.5382243,-84.828149,156.0,17.0,61.0,6.891,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:15,,90.0,4.0,150.72,7.066,3.0,24.0,44.0,83.5,50.5382752,-84.8280741,182.0,19.5,68.5,7.066,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:16,,91.0,4.0,157.91,7.165,3.0,21.5,43.0,75.5,50.5383204,-84.8279934,203.0,23.0,79.5,7.165,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:17,,92.0,4.0,165.3,7.233,3.0,17.0,46.0,61.5,50.5383747,-84.827915,170.0,24.0,82.5,7.233,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:18,,91.0,4.0,172.7,7.301,3.0,10.5,49.0,43.5,50.538429,-84.8278365,152.0,21.5,73.5,7.301,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:19,,90.0,4.0,180.04,7.363,3.0,16.0,52.0,54.5,50.538483,-84.8277586,145.0,20.0,66.0,7.363,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:20,,89.0,5.0,184.96,7.054,3.0,20.5,55.0,67.0,50.5385192,-84.8277059,139.0,19.0,62.5,7.054,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:21,,88.0,5.0,192.12,6.763,3.0,22.5,58.0,75.0,50.5385736,-84.8276305,133.0,21.0,70.0,6.763,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:22,,89.0,5.0,200.37,6.499,3.0,22.5,59.0,76.0,50.5386374,-84.8275447,150.0,23.5,77.5,6.499,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:23,,90.0,5.0,206.73,6.383,3.0,20.5,56.0,72.0,50.5386896,-84.8274857,156.0,23.5,77.5,6.383,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:24,,90.0,5.0,213.16,6.326,3.0,19.5,52.0,70.5,50.5387417,-84.8274253,163.0,23.0,76.0,6.326,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:25,,92.0,5.0,220.31,6.859,3.0,19.0,41.0,68.5,50.5387945,-84.8273517,178.0,23.0,75.0,6.859,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:26,,92.0,6.0,227.64,7.22,3.0,18.0,46.0,66.5,50.5388583,-84.827288,187.0,22.5,73.5,7.22,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:27,,92.0,6.0,234.98,7.379,3.0,18.0,52.0,66.0,50.5389211,-84.8272247,160.0,21.0,70.5,7.379,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:28,,92.0,6.0,241.94,7.074,3.0,19.0,55.0,66.5,50.5389801,-84.8271602,137.0,18.0,65.5,7.074,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:29,,92.0,6.0,249.33,7.321,3.0,19.0,53.0,64.5,50.5390395,-84.8270881,129.0,17.5,61.0,7.321,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:30,,92.0,6.0,257.46,7.889,3.0,20.5,49.0,64.0,50.5391069,-84.8270153,127.0,18.5,62.5,7.889,21.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:31,,91.0,6.0,265.29,7.909,3.0,20.0,48.0,67.0,50.5391667,-84.8269423,141.0,17.5,60.0,7.909,22.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:32,,91.0,6.0,272.95,7.668,3.0,19.0,50.0,68.0,50.5392316,-84.8268677,148.0,17.0,60.0,7.668,22.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:33,,90.0,7.0,281.19,8.102,3.0,18.0,54.0,65.0,50.5392987,-84.8267879,150.0,19.0,65.5,8.102,22.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:34,,90.0,7.0,288.68,7.698,3.0,16.0,58.0,58.0,50.5393584,-84.826723,149.0,20.0,69.0,7.698,22.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:35,,91.0,7.0,297.73,8.711,3.0,16.5,63.0,60.0,50.5394342,-84.826634,161.0,21.5,71.5,8.711,22.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:36,,92.0,7.0,306.05,8.272,3.0,17.0,37.0,62.5,50.5394998,-84.826558,190.0,22.5,73.5,8.272,22.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:37,,91.0,7.0,314.27,8.24,3.0,17.5,33.0,63.0,50.5395638,-84.8264746,198.0,23.0,73.0,8.24,22.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:38,,91.0,7.0,322.7,8.46,3.0,18.0,39.0,61.5,50.5396276,-84.8263867,161.0,21.0,68.0,8.46,22.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:39,,90.0,7.0,331.32,8.547,3.0,17.5,45.0,61.5,50.5397001,-84.8263127,118.0,17.5,60.5,8.547,22.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:40,,89.0,8.0,339.57,8.356,3.0,17.5,51.0,62.0,50.5397684,-84.8262308,117.0,19.0,61.5,8.356,22.0,,,,,,2022,8,23,18,0.9,180.0
2022-08-23 18:18:41,,89.0,8.0,348.01,8.425,3.0,17.5,53.0,62.0,50.5398365,-84.8261509,117.0,20.0,64.5,8.425,22.0,-1.1999999999999886,0.0,0.0,-1.1999999999999886,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:42,,89.0,8.0,355.73,7.944,3.0,18.0,53.0,63.0,50.5399048,-84.8260872,129.0,20.5,67.5,7.944,22.0,-1.1999999999999886,0.0,0.0,-1.1999999999999886,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:43,,89.0,8.0,364.81,8.772,3.0,20.5,53.0,69.5,50.5399825,-84.8260136,129.0,19.5,62.5,8.772,22.0,-1.1999999999999886,0.0,0.0,-1.1999999999999886,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:44,,90.0,8.0,373.21,8.464,3.0,19.5,52.0,68.5,50.5400571,-84.8259414,129.0,20.0,66.0,8.464,22.0,-1.1999999999999886,0.0,0.0,-1.1999999999999886,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:45,,90.0,8.0,382.12,8.772,3.0,17.5,50.0,59.5,50.5401418,-84.8258776,127.0,20.5,72.5,8.772,22.0,-1.1999999999999886,0.0,0.0,-1.1999999999999886,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:46,,90.0,8.0,389.88,7.946,3.0,16.0,51.0,55.5,50.540209,-84.8258129,117.0,19.5,69.0,7.946,22.0,-1.3999999999999773,0.0,0.0,-1.3999999999999773,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:47,,90.0,8.0,397.6,7.771,3.0,17.0,52.0,60.5,50.5402691,-84.8257389,110.0,17.0,56.0,7.771,22.0,-1.3999999999999773,0.0,0.0,-1.3999999999999773,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:48,,89.0,9.0,404.68,7.257,3.0,20.5,50.0,66.5,50.5403274,-84.8256677,112.0,20.0,63.0,7.257,22.0,-1.3999999999999773,0.0,0.0,-1.3999999999999773,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:49,,88.0,9.0,411.88,7.221,3.0,19.0,37.0,62.5,50.5403823,-84.8256021,114.0,21.0,68.5,7.221,22.0,-1.3999999999999773,0.0,0.0,-1.3999999999999773,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:50,,77.0,9.0,419.21,7.34,3.0,17.0,40.0,58.5,50.5404403,-84.8255214,92.0,21.5,73.5,7.34,22.0,-1.3999999999999773,0.0,0.0,-1.3999999999999773,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:51,,53.0,9.0,426.47,7.296,3.0,16.5,44.0,57.5,50.5404913,-84.8254497,68.0,21.0,77.0,7.296,22.0,-1.3999999999999773,0.0,0.0,-1.3999999999999773,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:52,,30.0,9.0,433.3,6.974,3.0,17.0,48.0,59.5,50.5405493,-84.8253862,45.0,19.5,79.0,6.974,22.0,-1.3999999999999773,0.0,0.0,-1.3999999999999773,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:53,,7.0,9.0,439.17,6.166,2.0,17.5,52.0,61.0,50.5405971,-84.8253257,21.0,17.5,80.5,6.166,22.0,-1.1999999999999886,0.0,0.0,-1.1999999999999886,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:54,,0.0,9.0,443.16,4.606,2.0,18.0,56.0,63.0,50.540628,-84.8252907,0.0,16.0,82.5,4.606,22.0,-1.1999999999999886,0.0,0.0,-1.1999999999999886,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:55,,0.0,9.0,446.05,3.262,2.0,19.0,57.0,65.0,50.5406544,-84.8252639,0.0,14.5,84.5,3.262,22.0,-1.0,0.0,0.0,-1.0,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:56,,0.0,9.0,448.09,2.318,2.0,19.5,57.0,67.0,50.5406679,-84.8252452,0.0,12.5,86.5,2.318,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:57,,0.0,9.0,449.72,1.798,2.0,20.0,58.0,69.0,50.540677,-84.825227,0.0,11.0,88.0,1.798,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:18:58,,0.0,9.0,451.17,1.546,2.0,20.5,59.0,71.0,50.5406861,-84.8252088,0.0,9.0,90.0,1.546,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.05,2022,8,23,18,0.9,180.0
2022-08-23 18:18:59,,0.0,9.0,452.65,1.524,2.0,21.5,59.0,73.0,50.5406949,-84.8251912,0.0,7.5,92.0,1.524,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,1.77,2022,8,23,18,0.9,180.0
2022-08-23 18:19:00,,0.0,9.0,454.02,1.405,2.0,22.0,60.0,74.5,50.5407045,-84.8251728,0.0,5.5,94.0,1.405,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,2.47,2022,8,23,18,0.9,180.0
2022-08-23 18:19:01,,0.0,9.0,455.73,1.601,3.0,22.5,61.0,76.5,50.5407183,-84.8251545,0.0,4.0,95.5,1.601,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,3.28,2022,8,23,18,0.9,180.0
2022-08-23 18:19:02,,0.0,9.0,457.73,1.916,3.0,23.0,61.0,78.5,50.540732,-84.8251352,0.0,2.0,97.5,1.916,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,3.94,2022,8,23,18,0.9,180.0
2022-08-23 18:19:03,,23.0,9.0,459.76,2.002,3.0,24.0,62.0,80.5,50.5407442,-84.8251078,21.0,0.5,99.5,2.002,22.0,-0.39999999999997726,0.0,0.0,-0.39999999999997726,4.09,2022,8,23,18,0.9,180.0
2022-08-23 18:19:04,,32.0,9.0,462.13,2.303,3.0,25.5,63.0,89.0,50.5407447,-84.825079,59.0,14.0,88.5,2.303,22.0,-0.39999999999997726,0.0,0.0,-0.39999999999997726,3.57,2022,8,23,18,0.9,180.0
2022-08-23 18:19:05,,44.0,9.0,465.05,2.761,3.0,28.5,57.0,96.0,50.5407471,-84.8250336,94.0,24.0,83.0,2.761,22.0,-0.39999999999997726,0.0,0.0,-0.39999999999997726,2.78,2022,8,23,18,0.9,180.0
2022-08-23 18:19:06,,57.0,9.0,468.29,3.106,3.0,31.0,50.0,97.5,50.5407296,-84.8249905,176.0,23.5,87.5,3.106,22.0,-0.39999999999997726,0.0,0.0,-0.39999999999997726,2.04,2022,8,23,18,0.9,180.0
2022-08-23 18:19:07,,68.0,10.0,472.08,3.601,3.0,28.0,43.0,96.0,50.5407104,-84.8249501,237.0,23.5,87.5,3.601,22.0,-0.39999999999997726,0.0,0.0,-0.39999999999997726,1.4,2022,8,23,18,0.9,180.0
2022-08-23 18:19:08,,77.0,10.0,476.05,3.927,3.0,27.0,40.0,91.5,50.5406925,-84.8248971,270.0,26.0,93.5,3.927,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:09,,88.0,10.0,479.82,3.795,3.0,25.0,36.0,93.0,50.5406728,-84.8248487,305.0,25.0,94.0,3.795,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:10,,88.0,10.0,485.28,5.096,3.0,24.0,37.0,94.5,50.5406409,-84.8247767,299.0,24.0,91.0,5.096,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:11,,85.0,11.0,490.87,5.963,3.0,25.0,40.0,92.0,50.5406108,-84.8247134,252.0,24.5,87.5,5.963,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:12,,84.0,11.0,496.22,5.685,2.0,26.0,42.0,89.5,50.5406009,-84.8246402,243.0,25.0,83.5,5.685,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:13,,83.0,11.0,502.32,5.763,2.0,26.5,44.0,89.5,50.540656,-84.8245863,246.0,25.5,84.5,5.763,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:14,,83.0,11.0,507.84,6.468,2.0,26.5,46.0,90.0,50.5406866,-84.8245188,261.0,25.5,85.0,6.468,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:15,,85.0,12.0,513.88,5.994,2.0,27.0,46.0,90.0,50.5406977,-84.8244361,270.0,26.0,86.0,5.994,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:16,,87.0,12.0,520.22,6.577,2.0,27.0,47.0,90.0,50.5406881,-84.8243463,267.0,26.0,86.5,6.577,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:17,,88.0,12.0,525.75,6.091,2.0,26.5,47.0,90.5,50.5406703,-84.824265,251.0,26.0,86.5,6.091,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:18,,89.0,12.0,532.34,6.964,2.0,26.0,48.0,88.0,50.5406217,-84.8241944,226.0,25.0,84.5,6.964,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:19,,90.0,13.0,539.73,7.251,2.0,25.5,50.0,85.0,50.5405703,-84.82412,223.0,24.0,82.5,7.251,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:20,,91.0,13.0,547.06,7.148,2.0,24.5,54.0,82.0,50.5405115,-84.8240398,216.0,23.0,79.5,7.148,22.0,-0.6000000000000227,0.0,0.0,-0.6000000000000227,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:21,,87.0,13.0,554.0,7.133,2.0,22.5,56.0,79.0,50.5404581,-84.823976,216.0,22.0,73.0,7.133,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:22,,86.0,13.0,561.32,7.252,2.0,23.5,47.0,88.5,50.5404035,-84.8238949,228.0,24.5,84.0,7.252,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:23,,88.0,14.0,568.97,7.261,2.0,24.0,43.0,84.5,50.5403468,-84.8238183,235.0,24.0,84.0,7.261,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:24,,88.0,14.0,576.54,7.342,2.0,22.0,40.0,76.5,50.5402923,-84.8237365,221.0,22.5,81.5,7.342,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:25,,89.0,14.0,584.13,7.369,2.0,19.5,43.0,71.5,50.5402384,-84.8236563,201.0,22.0,79.0,7.369,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:26,,90.0,14.0,592.24,7.526,2.0,22.5,49.0,76.5,50.540177,-84.8235709,197.0,21.0,73.0,7.526,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:27,,90.0,14.0,600.89,7.536,2.0,21.5,47.0,73.5,50.5401146,-84.8234813,194.0,21.0,73.0,7.536,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:28,,90.0,14.0,608.72,7.37,2.0,23.0,49.0,77.5,50.5400598,-84.823395,179.0,20.0,71.0,7.37,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:29,,90.0,15.0,617.82,6.169,2.0,23.5,47.0,77.0,50.5400068,-84.8232818,170.0,19.0,68.0,6.169,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:30,,89.0,15.0,625.4,6.469,2.0,21.0,44.0,71.0,50.5399587,-84.8231997,156.0,17.5,65.0,6.469,22.0,-1.0,0.0,0.0,-1.0,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:31,,87.0,15.0,633.26,6.623,2.0,18.5,42.0,65.0,50.5398925,-84.8231204,130.0,16.0,62.0,6.623,22.0,-1.0,0.0,0.0,-1.0,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:32,,87.0,15.0,640.43,6.696,2.0,16.0,42.0,59.0,50.5398375,-84.8230545,120.0,15.0,58.5,6.696,22.0,-1.0,0.0,0.0,-1.0,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:33,,87.0,15.0,647.33,6.605,2.0,21.5,62.0,74.5,50.5397869,-84.8229817,136.0,14.0,52.0,6.605,22.0,-1.0,0.0,0.0,-1.0,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:34,,88.0,15.0,654.18,6.672,2.0,25.5,58.0,87.5,50.539734,-84.8229081,177.0,17.0,58.5,6.672,22.0,-1.0,0.0,0.0,-1.0,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:35,,88.0,16.0,660.17,6.22,2.0,26.0,50.0,89.5,50.5396978,-84.8228347,215.0,21.5,73.5,6.22,22.0,-1.1999999999999886,0.0,0.0,-1.1999999999999886,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:36,,89.0,16.0,666.65,6.458,2.0,25.0,46.0,86.5,50.539661,-84.8227541,231.0,22.0,75.5,6.458,22.0,-1.1999999999999886,0.0,0.0,-1.1999999999999886,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:37,,89.0,16.0,674.02,7.093,2.0,24.0,48.0,83.0,50.539615,-84.8226702,231.0,22.5,77.0,7.093,22.0,-1.0,0.0,0.0,-1.0,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:38,,90.0,16.0,681.36,7.291,2.0,23.5,49.0,79.5,50.5395694,-84.8225789,187.0,23.0,79.0,7.291,22.0,-1.0,0.0,0.0,-1.0,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:39,,90.0,16.0,688.99,7.531,3.0,21.5,51.0,74.0,50.5395237,-84.8224876,167.0,22.0,77.0,7.531,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:40,,91.0,17.0,696.55,7.553,3.0,19.5,52.0,69.0,50.539477,-84.8223975,156.0,20.0,72.0,7.553,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:41,,91.0,17.0,704.18,7.613,3.0,20.5,53.0,71.5,50.5394236,-84.8223159,153.0,19.5,70.0,7.613,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:42,,92.0,17.0,711.37,7.285,3.0,19.5,52.0,70.0,50.5393742,-84.822237,155.0,20.5,69.0,7.285,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:43,,92.0,17.0,719.23,7.718,3.0,18.5,54.0,66.5,50.5393005,-84.8221801,160.0,20.0,69.5,7.718,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
2022-08-23 18:19:44,,90.0,17.0,726.26,7.215,3.0,17.5,49.0,62.5,50.539255,-84.8221061,164.0,20.0,71.0,7.215,22.0,-0.8000000000000114,0.0,0.0,-0.8000000000000114,0.0,2022,8,23,18,0.9,180.0
