timestamp,battery_soc,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
2022-05-05 19:54:30,,0.0,0.0,0.0,0.0,0.0,23.0,545.16,7.253,3.0,50.5207972,-84.8105383,7.253,10.0,10.0,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:54:31,,0.0,0.0,0.0,0.0,0.0,23.0,552.71,7.075,3.0,50.5208743,-84.8105717,7.075,10.0,10.0,0.03,2022,5,5,19,2.95,24.0
2022-05-05 19:54:32,,0.0,0.0,0.0,0.0,0.0,23.0,560.07,7.211,3.0,50.5209483,-84.8106092,7.211,10.399999999999977,10.399999999999977,0.82,2022,5,5,19,2.95,24.0
2022-05-05 19:54:33,,0.0,0.0,0.0,0.0,0.0,23.0,567.24,7.224,3.0,50.521021,-84.8106437,7.224,10.399999999999977,10.399999999999977,1.46,2022,5,5,19,2.95,24.0
2022-05-05 19:54:34,,0.0,0.0,0.0,0.0,0.0,23.0,574.43,7.15,3.0,50.5210934,-84.8106798,7.15,10.399999999999977,10.399999999999977,1.34,2022,5,5,19,2.95,24.0
2022-05-05 19:54:35,,0.0,0.0,0.0,0.0,0.0,23.0,581.54,7.06,3.0,50.5211664,-84.8107097,7.06,10.600000000000023,10.600000000000023,1.28,2022,5,5,19,2.95,24.0
2022-05-05 19:54:36,,0.0,0.0,0.0,0.0,0.0,23.0,588.26,6.826,3.0,50.5212319,-84.8107507,6.826,10.800000000000011,10.800000000000011,1.59,2022,5,5,19,2.95,24.0
2022-05-05 19:54:37,,0.0,0.0,0.0,0.0,0.0,23.0,595.02,6.722,3.0,50.5212955,-84.810798,6.722,11.0,11.0,1.73,2022,5,5,19,2.95,24.0
2022-05-05 19:54:38,,0.0,0.0,0.0,0.0,0.0,23.0,601.2,6.16,3.0,50.5213515,-84.8108457,6.16,11.199999999999989,11.199999999999989,1.84,2022,5,5,19,2.95,24.0
2022-05-05 19:54:39,,0.0,0.0,0.0,0.0,0.0,23.0,607.51,6.013,3.0,50.5214081,-84.8108961,6.013,11.399999999999977,11.399999999999977,2.53,2022,5,5,19,2.95,24.0
2022-05-05 19:54:40,,0.0,0.0,0.0,0.0,0.0,23.0,613.63,5.976,3.0,50.5214629,-84.810945,5.976,11.600000000000023,11.600000000000023,3.01,2022,5,5,19,2.95,24.0
2022-05-05 19:54:41,,0.0,0.0,0.0,0.0,0.0,23.0,619.87,5.863,3.0,50.5215254,-84.8109774,5.863,11.600000000000023,11.600000000000023,2.87,2022,5,5,19,2.95,24.0
2022-05-05 19:54:42,,0.0,0.0,0.0,0.0,0.0,23.0,626.2,6.114,3.0,50.5215889,-84.8110101,6.114,11.800000000000011,11.800000000000011,2.83,2022,5,5,19,2.95,24.0
2022-05-05 19:54:43,,0.0,0.0,0.0,0.0,0.0,23.0,632.76,6.442,3.0,50.5216547,-84.811044,6.442,12.0,12.0,2.79,2022,5,5,19,2.95,24.0
2022-05-05 19:54:44,,0.0,0.0,0.0,0.0,0.0,23.0,639.17,6.734,3.0,50.5217173,-84.8110829,6.734,12.0,12.0,2.31,2022,5,5,19,2.95,24.0
2022-05-05 19:54:45,,0.0,0.0,0.0,0.0,0.0,23.0,646.52,7.245,3.0,50.5217897,-84.8111252,7.245,12.200000000000045,12.200000000000045,1.81,2022,5,5,19,2.95,24.0
2022-05-05 19:54:46,,0.0,0.0,0.0,0.0,0.0,23.0,654.21,7.57,3.0,50.5218683,-84.811159,7.57,11.800000000000011,11.800000000000011,1.58,2022,5,5,19,2.95,24.0
2022-05-05 19:54:47,,0.0,0.0,0.0,0.0,0.0,23.0,661.77,7.481,3.0,50.5219407,-84.8112085,7.481,12.0,12.0,0.82,2022,5,5,19,2.95,24.0
2022-05-05 19:54:48,,0.0,0.0,0.0,0.0,0.0,23.0,668.1,5.762,3.0,50.5220074,-84.8112252,5.762,12.0,12.0,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:54:49,,0.0,0.0,0.0,0.0,0.0,23.0,674.87,6.68,3.0,50.5220772,-84.8111992,6.68,12.0,12.0,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:54:50,,0.0,0.0,0.0,0.0,0.0,23.0,678.83,4.844,3.0,50.5221185,-84.8111852,4.844,12.200000000000045,12.200000000000045,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:54:51,,0.0,0.0,0.0,0.0,0.0,23.0,682.59,3.873,3.0,50.5221585,-84.8111784,3.873,12.0,12.0,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:54:52,,0.0,0.0,0.0,0.0,0.0,23.0,687.45,4.624,3.0,50.5222091,-84.811161,4.624,12.200000000000045,12.200000000000045,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:54:53,,0.0,0.0,0.0,0.0,0.0,23.0,693.37,5.77,3.0,50.5222716,-84.8111457,5.77,12.200000000000045,12.200000000000045,0.01,2022,5,5,19,2.95,24.0
2022-05-05 19:54:54,,0.0,0.0,0.0,0.0,0.0,23.0,698.64,5.238,2.0,50.5223277,-84.811135,5.238,12.399999999999977,12.399999999999977,0.58,2022,5,5,19,2.95,24.0
2022-05-05 19:54:55,,0.0,0.0,0.0,0.0,0.0,23.0,703.02,4.588,2.0,50.5223745,-84.8111287,4.588,12.399999999999977,12.399999999999977,1.39,2022,5,5,19,2.95,24.0
2022-05-05 19:54:56,,0.0,0.0,0.0,0.0,0.0,23.0,707.84,4.765,2.0,50.5224253,-84.8111416,4.765,12.600000000000023,12.600000000000023,1.76,2022,5,5,19,2.95,24.0
2022-05-05 19:54:57,,0.0,0.0,0.0,0.0,0.0,23.0,712.49,4.65,2.0,50.5224734,-84.8111594,4.65,12.600000000000023,12.600000000000023,2.02,2022,5,5,19,2.95,24.0
2022-05-05 19:54:58,,0.0,0.0,0.0,0.0,0.0,23.0,718.77,5.938,2.0,50.5225389,-84.8111813,5.938,12.799999999999955,12.799999999999955,1.89,2022,5,5,19,2.95,24.0
2022-05-05 19:54:59,,0.0,0.0,0.0,0.0,0.0,23.0,724.6,5.889,2.0,50.5225977,-84.8112103,5.889,13.0,13.0,1.74,2022,5,5,19,2.95,24.0
2022-05-05 19:55:00,,0.0,0.0,0.0,0.0,0.0,23.0,731.73,6.791,2.0,50.5226709,-84.8112406,6.791,13.0,13.0,1.98,2022,5,5,19,2.95,24.0
2022-05-05 19:55:01,,0.0,0.0,0.0,0.0,0.0,23.0,739.66,7.75,2.0,50.5227521,-84.811275,7.75,13.0,13.0,1.86,2022,5,5,19,2.95,24.0
2022-05-05 19:55:02,,0.0,0.0,0.0,0.0,0.0,23.0,747.04,7.358,2.0,50.5228265,-84.8113118,7.358,13.0,13.0,1.42,2022,5,5,19,2.95,24.0
2022-05-05 19:55:03,,0.0,0.0,0.0,0.0,0.0,23.0,755.08,7.789,2.0,50.5229082,-84.8113498,7.789,12.799999999999955,12.799999999999955,1.1,2022,5,5,19,2.95,24.0
2022-05-05 19:55:04,,0.0,0.0,0.0,0.0,0.0,23.0,763.03,7.883,2.0,50.522989,-84.8113872,7.883,12.600000000000023,12.600000000000023,0.49,2022,5,5,19,2.95,24.0
2022-05-05 19:55:05,,0.0,0.0,0.0,0.0,0.0,23.0,770.86,7.935,3.0,50.5230701,-84.8114172,7.935,12.600000000000023,12.600000000000023,-0.5,2022,5,5,19,2.95,24.0
2022-05-05 19:55:06,,0.0,0.0,0.0,0.0,0.0,23.0,779.08,8.146,3.0,50.5231538,-84.8114547,8.146,12.600000000000023,12.600000000000023,-1.01,2022,5,5,19,2.95,24.0
2022-05-05 19:55:07,,0.0,0.0,0.0,0.0,0.0,23.0,786.38,7.428,3.0,50.523228,-84.8114888,7.428,12.600000000000023,12.600000000000023,-0.93,2022,5,5,19,2.95,24.0
2022-05-05 19:55:08,,0.0,0.0,0.0,0.0,0.0,23.0,793.98,7.716,2.0,50.5233057,-84.8115228,7.716,12.399999999999977,12.399999999999977,-1.18,2022,5,5,19,2.95,24.0
2022-05-05 19:55:09,,0.0,0.0,0.0,0.0,0.0,23.0,802.24,7.97,2.0,50.5233887,-84.811565,7.97,12.399999999999977,12.399999999999977,-1.22,2022,5,5,19,2.95,24.0
2022-05-05 19:55:10,,0.0,0.0,0.0,0.0,0.0,23.0,810.68,8.293,2.0,50.5234727,-84.811611,8.293,12.0,12.0,-0.91,2022,5,5,19,2.95,24.0
2022-05-05 19:55:11,,0.0,0.0,0.0,0.0,0.0,23.0,818.89,8.3,2.0,50.5235539,-84.8116573,8.3,11.800000000000011,11.800000000000011,-1.36,2022,5,5,19,2.95,24.0
2022-05-05 19:55:12,,0.0,0.0,0.0,0.0,0.0,23.0,827.1,8.396,2.0,50.5236375,-84.8116947,8.396,11.600000000000023,11.600000000000023,-1.87,2022,5,5,19,2.95,24.0
2022-05-05 19:55:13,,0.0,0.0,0.0,0.0,0.0,23.0,834.8,7.694,2.0,50.5237153,-84.8117324,7.694,11.800000000000011,11.800000000000011,-1.95,2022,5,5,19,2.95,24.0
2022-05-05 19:55:14,,0.0,0.0,0.0,0.0,0.0,23.0,842.6,7.8,3.0,50.5237935,-84.8117733,7.8,11.600000000000023,11.600000000000023,-1.55,2022,5,5,19,2.95,24.0
2022-05-05 19:55:15,,0.0,0.0,0.0,0.0,0.0,23.0,850.03,7.448,3.0,50.5238665,-84.8118166,7.448,11.600000000000023,11.600000000000023,-1.48,2022,5,5,19,2.95,24.0
2022-05-05 19:55:16,,0.0,0.0,0.0,0.0,0.0,23.0,857.51,6.731,3.0,50.5239418,-84.8118545,6.731,11.600000000000023,11.600000000000023,-1.38,2022,5,5,19,2.95,24.0
2022-05-05 19:55:17,,0.0,0.0,0.0,0.0,0.0,23.0,863.54,5.885,3.0,50.5240025,-84.8118848,5.885,11.600000000000023,11.600000000000023,-0.45,2022,5,5,19,2.95,24.0
2022-05-05 19:55:18,,0.0,0.0,0.0,0.0,0.0,23.0,868.54,4.768,3.0,50.5240485,-84.8119221,4.768,11.600000000000023,11.600000000000023,-0.01,2022,5,5,19,2.95,24.0
2022-05-05 19:55:19,,0.0,0.0,0.0,0.0,0.0,23.0,873.49,4.867,3.0,50.5240969,-84.8119516,4.867,11.399999999999977,11.399999999999977,-0.58,2022,5,5,19,2.95,24.0
2022-05-05 19:55:20,,0.0,0.0,0.0,0.0,0.0,23.0,879.63,5.722,3.0,50.5241603,-84.8119761,5.722,11.399999999999977,11.399999999999977,-0.57,2022,5,5,19,2.95,24.0
2022-05-05 19:55:21,,0.0,0.0,0.0,0.0,0.0,23.0,885.27,5.569,3.0,50.5242167,-84.8120058,5.569,11.399999999999977,11.399999999999977,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:55:22,,0.0,0.0,0.0,0.0,0.0,23.0,890.82,5.639,3.0,50.5242693,-84.8120436,5.639,11.399999999999977,11.399999999999977,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:55:23,,0.0,0.0,0.0,0.0,0.0,23.0,896.3,5.995,3.0,50.5243249,-84.8120691,5.995,11.399999999999977,11.399999999999977,0.0,2022,5,5,19,2.95,24.0
2022-05-05 19:55:24,,0.0,0.0,0.0,0.0,0.0,23.0,902.5,5.781,3.0,50.5243894,-84.8120917,5.781,11.199999999999989,11.199999999999989,-0.01,2022,5,5,19,2.95,24.0
2022-05-05 19:55:25,,0.0,0.0,0.0,0.0,0.0,23.0,907.86,4.814,3.0,50.5244453,-84.8121098,4.814,11.199999999999989,11.199999999999989,-0.5,2022,5,5,19,2.95,24.0
2022-05-05 19:55:26,,0.0,0.0,0.0,0.0,0.0,23.0,911.92,3.221,2.0,50.5244882,-84.8121203,3.221,11.199999999999989,11.199999999999989,-0.5,2022,5,5,19,2.95,24.0
2022-05-05 19:55:27,,0.0,0.0,0.0,0.0,0.0,23.0,915.03,2.668,2.0,50.5245216,-84.8121244,2.668,11.0,11.0,-0.56,2022,5,5,19,2.95,24.0
2022-05-05 19:55:28,,0.0,0.0,0.0,0.0,0.0,23.0,917.72,2.372,2.0,50.5245504,-84.8121228,2.372,11.0,11.0,-1.22,2022,5,5,19,2.95,24.0
2022-05-05 19:55:29,,0.0,0.0,0.0,0.0,0.0,23.0,920.58,3.432,2.0,50.5245803,-84.8121322,3.432,10.800000000000011,10.800000000000011,-1.48,2022,5,5,19,2.95,24.0
2022-05-05 19:55:30,,0.0,0.0,0.0,0.0,0.0,23.0,924.5,4.326,2.0,50.5246204,-84.8121493,4.326,10.600000000000023,10.600000000000023,-1.98,2022,5,5,19,2.95,24.0
2022-05-05 19:55:31,,0.0,0.0,0.0,0.0,0.0,23.0,929.17,4.692,2.0,50.5246679,-84.812171,4.692,10.600000000000023,10.600000000000023,-2.59,2022,5,5,19,2.95,24.0
2022-05-05 19:55:32,,0.0,0.0,0.0,0.0,0.0,23.0,934.52,5.461,2.0,50.5247234,-84.8121911,5.461,10.399999999999977,10.399999999999977,-3.12,2022,5,5,19,2.95,24.0
2022-05-05 19:55:33,,0.0,0.0,0.0,0.0,0.0,23.0,940.25,5.91,2.0,50.5247838,-84.812207,5.91,10.399999999999977,10.399999999999977,-3.3,2022,5,5,19,2.95,24.0
2022-05-05 19:55:34,,0.0,0.0,0.0,0.0,0.0,23.0,946.13,5.823,2.0,50.5248456,-84.8122248,5.823,10.399999999999977,10.399999999999977,-2.88,2022,5,5,19,2.95,24.0
2022-05-05 19:55:35,,0.0,0.0,0.0,0.0,0.0,23.0,952.66,6.472,2.0,50.5249117,-84.812256,6.472,10.199999999999989,10.199999999999989,-2.19,2022,5,5,19,2.95,24.0
2022-05-05 19:55:36,,0.0,0.0,0.0,0.0,0.0,23.0,959.79,7.178,2.0,50.5249831,-84.8122935,7.178,10.0,10.0,-1.67,2022,5,5,19,2.95,24.0
2022-05-05 19:55:37,,0.0,0.0,0.0,0.0,0.0,23.0,967.28,7.488,2.0,50.5250588,-84.8123296,7.488,9.600000000000023,9.600000000000023,-1.69,2022,5,5,19,2.95,24.0
2022-05-05 19:55:38,,0.0,0.0,0.0,0.0,0.0,23.0,975.2,7.677,2.0,50.5251406,-84.8123611,7.677,9.600000000000023,9.600000000000023,-2.44,2022,5,5,19,2.95,24.0
2022-05-05 19:55:39,,0.0,0.0,0.0,0.0,0.0,23.0,982.72,7.024,2.0,50.5252163,-84.8123993,7.024,9.600000000000023,9.600000000000023,-2.76,2022,5,5,19,2.95,24.0
2022-05-05 19:55:40,,0.0,0.0,0.0,0.0,0.0,23.0,990.07,6.965,2.0,50.5252916,-84.8124313,6.965,9.399999999999977,9.399999999999977,-2.32,2022,5,5,19,2.95,24.0
2022-05-05 19:55:41,,0.0,0.0,0.0,0.0,0.0,23.0,997.53,7.062,3.0,50.5253681,-84.8124635,7.062,9.399999999999977,9.399999999999977,-2.1,2022,5,5,19,2.95,24.0
2022-05-05 19:55:42,,0.0,0.0,0.0,0.0,0.0,23.0,1004.77,6.944,3.0,50.5254408,-84.8125006,6.944,9.199999999999989,9.199999999999989,-1.94,2022,5,5,19,2.95,24.0
