battery_soc,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,timestamp,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,97,29.0,47.0,94.0,284,29.5,93.5,2022-04-07 17:12:22,17.0,121.71,8.037,4.0,50.5153496,-84.8054637,8.037,,,,2022,4,7,17,6.05,56.0
,97,28.0,47.0,91.5,210,28.5,91.0,2022-04-07 17:12:23,17.0,129.31,7.993,4.0,50.5154016,-84.8055483,7.993,,,,2022,4,7,17,6.05,56.0
,96,26.0,47.0,86.5,123,27.0,87.0,2022-04-07 17:12:24,17.0,136.55,7.83,4.0,50.5154544,-84.8056254,7.83,,,,2022,4,7,17,6.05,56.0
,95,23.5,52.0,81.0,117,22.0,71.5,2022-04-07 17:12:25,17.0,143.6,7.532,4.0,50.5155046,-84.8057018,7.532,,,,2022,4,7,17,6.05,56.0
,94,20.5,58.0,75.5,111,16.5,55.5,2022-04-07 17:12:26,16.0,150.71,7.046,4.0,50.5155514,-84.805783,7.046,,,,2022,4,7,17,6.05,56.0
,88,20.5,58.0,75.0,42,16.5,54.5,2022-04-07 17:12:27,16.0,157.51,6.474,4.0,50.5155928,-84.8058641,6.474,,,,2022,4,7,17,6.05,56.0
,59,12.5,42.0,53.5,24,18.5,61.0,2022-04-07 17:12:28,16.0,163.21,5.477,4.0,50.5156266,-84.8059328,5.477,,,,2022,4,7,17,6.05,56.0
,29,5.5,23.0,32.5,26,20.5,66.0,2022-04-07 17:12:29,16.0,167.45,3.76,4.0,50.5156535,-84.8059824,3.76,,,,2022,4,7,17,6.05,56.0
,36,13.0,23.0,47.0,23,18.0,55.0,2022-04-07 17:12:30,16.0,170.58,2.979,4.0,50.5156735,-84.8060187,2.979,,,,2022,4,7,17,6.05,56.0
,37,14.0,26.0,49.0,34,17.0,52.0,2022-04-07 17:12:31,16.0,173.15,2.133,4.0,50.5156934,-84.8060442,2.133,,,,2022,4,7,17,6.05,56.0
,36,13.0,31.0,45.5,50,17.0,52.0,2022-04-07 17:12:32,16.0,175.47,2.013,4.0,50.5157138,-84.8060634,2.013,,,,2022,4,7,17,6.05,56.0
,35,12.0,36.0,42.5,66,17.0,52.0,2022-04-07 17:12:33,16.0,178.01,2.584,4.0,50.5157351,-84.8060856,2.584,,,,2022,4,7,17,6.05,56.0
,32,14.5,38.0,50.0,90,18.5,61.0,2022-04-07 17:12:34,16.0,181.27,3.109,4.0,50.5157587,-84.8061205,3.109,,,,2022,4,7,17,6.05,56.0
,27,21.0,35.0,70.5,123,21.0,80.5,2022-04-07 17:12:35,16.0,185.57,4.1,4.0,50.5157912,-84.8061647,4.1,,,,2022,4,7,17,6.05,56.0
,25,30.5,37.0,84.0,204,19.5,89.0,2022-04-07 17:12:36,16.0,190.36,4.553,4.0,50.5158261,-84.8062156,4.553,,,,2022,4,7,17,6.05,56.0
,25,41.5,40.0,94.5,305,16.0,93.0,2022-04-07 17:12:37,16.0,195.66,4.774,4.0,50.5158665,-84.8062695,4.774,,,,2022,4,7,17,6.05,56.0
,33,44.5,41.0,97.5,435,15.0,94.0,2022-04-07 17:12:38,16.0,201.9,5.793,4.0,50.5159175,-84.8063283,5.793,,,,2022,4,7,17,6.05,56.0
,59,42.0,42.0,97.5,545,17.0,94.5,2022-04-07 17:12:39,16.0,209.85,7.539,4.0,50.5159833,-84.8064015,7.539,,,,2022,4,7,17,6.05,56.0
,65,30.0,49.0,97.0,611,25.5,97.0,2022-04-07 17:12:40,16.0,218.53,8.902,4.0,50.5160485,-84.8064891,8.902,,,,2022,4,7,17,6.05,56.0
,74,24.0,53.0,96.5,598,30.0,98.0,2022-04-07 17:12:41,16.0,227.41,9.522,4.0,50.5161016,-84.8065956,9.522,,,,2022,4,7,17,6.05,56.0
,86,24.0,50.0,96.5,480,30.0,98.0,2022-04-07 17:12:42,16.0,236.36,9.601,4.0,50.5161624,-84.8066959,9.601,,,,2022,4,7,17,6.05,56.0
,94,24.0,38.0,96.5,298,30.0,98.0,2022-04-07 17:12:43,16.0,245.46,9.859,4.0,50.5162229,-84.8067995,9.859,,,,2022,4,7,17,6.05,56.0
,98,24.0,35.0,96.5,260,30.0,98.0,2022-04-07 17:12:44,16.0,255.11,10.077,4.0,50.5162832,-84.8069129,10.077,,,,2022,4,7,17,6.05,56.0
,101,24.0,35.0,96.5,450,30.0,98.0,2022-04-07 17:12:45,16.0,265.27,10.441,4.0,50.516346,-84.807033,10.441,,,,2022,4,7,17,6.05,56.0
,104,23.0,35.0,96.5,423,27.5,88.0,2022-04-07 17:12:46,16.0,275.91,10.603,3.0,50.5164074,-84.8071594,10.603,,,,2022,4,7,17,6.05,56.0
,106,22.5,35.0,96.5,317,26.0,80.5,2022-04-07 17:12:47,16.0,286.41,10.704,3.0,50.5164515,-84.8072951,10.704,,,,2022,4,7,17,6.05,56.0
,105,22.5,35.0,96.5,282,26.0,80.5,2022-04-07 17:12:48,16.0,297.19,10.931,3.0,50.5165229,-84.8074167,10.931,,,,2022,4,7,17,6.05,56.0
,103,22.5,35.0,96.5,402,26.0,80.5,2022-04-07 17:12:49,16.0,307.7,11.118,3.0,50.5165818,-84.807546,11.118,,,,2022,4,7,17,6.05,56.0
,103,22.5,42.0,96.5,388,26.0,80.5,2022-04-07 17:12:50,16.0,318.51,11.224,3.0,50.5166564,-84.8076659,11.224,,,,2022,4,7,17,6.05,56.0
,104,22.5,48.0,96.5,371,26.0,80.5,2022-04-07 17:12:51,16.0,329.87,11.139,3.0,50.5167415,-84.8077834,11.139,,,,2022,4,7,17,6.05,56.0
,104,23.5,52.0,92.5,317,25.0,80.5,2022-04-07 17:12:52,16.0,340.92,11.066,3.0,50.5168276,-84.8078936,11.066,,,,2022,4,7,17,6.05,56.0
,105,26.0,52.0,84.5,222,23.5,81.0,2022-04-07 17:12:53,16.0,351.42,10.913,3.0,50.5169097,-84.8079977,10.913,,,,2022,4,7,17,6.05,56.0
,104,25.5,53.0,83.0,235,24.5,81.5,2022-04-07 17:12:54,16.0,361.82,10.725,3.0,50.5169926,-84.8080987,10.725,,,,2022,4,7,17,6.05,56.0
,104,24.5,53.0,81.5,249,25.5,82.0,2022-04-07 17:12:55,16.0,372.35,10.462,3.0,50.5170748,-84.8082034,10.462,,,,2022,4,7,17,6.05,56.0
,103,24.0,54.0,79.5,262,26.5,82.5,2022-04-07 17:12:56,16.0,383.03,10.313,3.0,50.5171534,-84.8083159,10.313,,,,2022,4,7,17,6.05,56.0
,102,23.5,54.0,78.5,291,27.0,83.0,2022-04-07 17:12:57,16.0,393.82,10.378,3.0,50.517227,-84.8084364,10.378,,,,2022,4,7,17,6.05,56.0
,100,23.5,56.0,78.5,368,27.0,83.0,2022-04-07 17:12:58,16.0,404.26,10.297,3.0,50.5172977,-84.808553,10.297,,,,2022,4,7,17,6.05,56.0
,99,23.5,55.0,78.5,347,27.0,83.0,2022-04-07 17:12:59,16.0,414.64,10.023,3.0,50.5173828,-84.8086492,10.023,,,,2022,4,7,17,6.05,56.0
,98,23.5,54.0,78.5,306,27.0,83.0,2022-04-07 17:13:00,16.0,426.46,9.876,4.0,50.5174972,-84.8087124,9.876,,,,2022,4,7,17,6.05,56.0
,98,23.5,52.0,78.5,303,27.0,83.0,2022-04-07 17:13:01,16.0,441.31,9.732,6.0,50.5176546,-84.8087438,9.732,,,,2022,4,7,17,6.05,56.0
,96,24.0,52.0,80.5,336,27.0,84.0,2022-04-07 17:13:02,16.0,452.45,9.789,5.0,50.5177705,-84.8087838,9.789,,,,2022,4,7,17,6.05,56.0
,95,26.5,53.0,88.0,340,26.5,89.0,2022-04-07 17:13:03,16.0,462.31,9.704,5.0,50.517874,-84.8088142,9.704,,,,2022,4,7,17,6.05,56.0
,92,27.0,52.0,90.0,348,26.5,90.0,2022-04-07 17:13:04,16.0,471.98,9.711,5.0,50.5179739,-84.8088519,9.711,,,,2022,4,7,17,6.05,56.0
,91,28.5,51.0,93.5,338,28.0,93.0,2022-04-07 17:13:05,16.0,481.17,9.659,5.0,50.5180662,-84.8088985,9.659,,,,2022,4,7,17,6.05,56.0
,91,29.0,53.0,93.5,343,29.5,94.0,2022-04-07 17:13:06,16.0,489.9,9.546,4.0,50.518155,-84.8089389,9.546,,,,2022,4,7,17,6.05,56.0
,90,28.0,55.0,92.0,311,29.5,93.0,2022-04-07 17:13:07,16.0,499.07,9.428,4.0,50.5182497,-84.8089756,9.428,,,,2022,4,7,17,6.05,56.0
,90,26.0,53.0,89.0,313,29.5,93.0,2022-04-07 17:13:08,16.0,508.5,9.335,4.0,50.5183458,-84.8090185,9.335,,,,2022,4,7,17,6.05,56.0
,90,24.5,52.0,85.5,315,29.5,93.0,2022-04-07 17:13:09,16.0,517.63,9.304,4.0,50.5184373,-84.8090662,9.304,,,,2022,4,7,17,6.05,56.0
,90,23.5,50.0,84.0,317,29.5,93.0,2022-04-07 17:13:10,16.0,526.51,9.328,4.0,50.5185244,-84.8091184,9.328,,,,2022,4,7,17,6.05,56.0
,90,23.5,48.0,84.0,319,29.5,93.0,2022-04-07 17:13:11,16.0,535.78,9.392,4.0,50.5186144,-84.8091754,9.392,,,,2022,4,7,17,6.05,56.0
,91,23.5,48.0,84.0,316,29.0,92.0,2022-04-07 17:13:12,16.0,545.03,9.303,4.0,50.5187018,-84.8092392,9.303,,,,2022,4,7,17,6.05,56.0
,93,24.0,52.0,83.5,301,28.0,88.5,2022-04-07 17:13:13,16.0,554.16,9.248,4.0,50.5187893,-84.8092987,9.248,,,,2022,4,7,17,6.05,56.0
,94,25.5,53.0,87.0,271,29.0,89.0,2022-04-07 17:13:14,16.0,562.89,9.052,4.0,50.5188733,-84.8093549,9.052,,,,2022,4,7,17,6.05,56.0
,92,26.0,54.0,89.5,207,30.0,89.5,2022-04-07 17:13:15,16.0,571.01,8.187,4.0,50.5189514,-84.8094071,8.187,-29.600000000000023,-29.600000000000023,0.0,2022,4,7,17,6.05,56.0
,92,24.5,59.0,84.5,187,29.0,88.5,2022-04-07 17:13:16,16.0,578.13,7.162,4.0,50.5190208,-84.8094493,7.162,-29.600000000000023,-29.600000000000023,0.0,2022,4,7,17,6.05,56.0
,91,23.0,64.0,79.5,167,28.0,87.5,2022-04-07 17:13:17,15.0,584.15,6.357,4.0,50.5190838,-84.809468,6.357,-29.600000000000023,-29.600000000000023,0.0,2022,4,7,17,6.05,56.0
,91,21.0,69.0,75.0,148,27.0,86.5,2022-04-07 17:13:18,15.0,589.71,5.614,4.0,50.5191433,-84.8094704,5.614,-29.399999999999977,-29.399999999999977,0.0,2022,4,7,17,6.05,56.0
,78,20.0,72.0,71.5,193,26.5,86.0,2022-04-07 17:13:19,15.0,595.38,5.674,4.0,50.5192041,-84.8094673,5.674,-29.600000000000023,-29.600000000000023,0.0,2022,4,7,17,6.05,56.0
,49,21.0,69.0,75.0,398,27.0,87.0,2022-04-07 17:13:20,15.0,601.23,5.882,4.0,50.5192662,-84.8094772,5.882,-29.80000000000001,-29.80000000000001,0.0,2022,4,7,17,6.05,56.0
,62,25.5,60.0,87.5,545,29.0,91.0,2022-04-07 17:13:21,15.0,607.92,6.456,4.0,50.5193351,-84.8095046,6.456,-29.80000000000001,-29.80000000000001,0.0,2022,4,7,17,6.05,56.0
,76,30.0,50.0,99.5,669,30.5,95.0,2022-04-07 17:13:22,15.0,615.88,7.484,4.0,50.5194155,-84.8095433,7.484,-29.80000000000001,-29.80000000000001,-0.31,2022,4,7,17,6.05,56.0
,92,30.0,50.0,99.5,520,30.5,95.0,2022-04-07 17:13:23,15.0,624.71,8.255,3.0,50.5195046,-84.8095868,8.255,-29.80000000000001,-29.80000000000001,-0.91,2022,4,7,17,6.05,56.0
,97,30.0,50.0,99.5,509,30.5,95.0,2022-04-07 17:13:24,15.0,633.64,8.54,3.0,50.5195957,-84.8096271,8.54,-29.80000000000001,-29.80000000000001,-0.85,2022,4,7,17,6.05,56.0
,100,30.0,50.0,99.5,418,30.5,95.0,2022-04-07 17:13:25,15.0,642.5,8.814,3.0,50.5196843,-84.8096741,8.814,-29.80000000000001,-29.80000000000001,-0.25,2022,4,7,17,6.05,56.0
,102,30.0,50.0,99.5,345,30.5,95.0,2022-04-07 17:13:26,15.0,651.6,9.087,3.0,50.5197743,-84.8097257,9.087,-29.80000000000001,-29.80000000000001,0.0,2022,4,7,17,6.05,56.0
,103,30.0,50.0,99.5,319,30.5,95.0,2022-04-07 17:13:27,15.0,661.49,9.382,3.0,50.5198725,-84.8097803,9.382,-30.0,-30.0,0.0,2022,4,7,17,6.05,56.0
,104,28.5,53.0,96.5,308,29.0,93.5,2022-04-07 17:13:28,15.0,671.25,9.539,3.0,50.5199701,-84.8098319,9.539,-30.0,-30.0,0.0,2022,4,7,17,6.05,56.0
,104,27.5,55.0,93.5,298,27.5,91.5,2022-04-07 17:13:29,15.0,681.49,9.896,3.0,50.5200733,-84.8098829,9.896,-30.0,-30.0,0.0,2022,4,7,17,6.05,56.0
,105,26.0,58.0,90.5,289,26.0,90.0,2022-04-07 17:13:30,15.0,691.55,10.032,3.0,50.5201744,-84.8099341,10.032,-29.80000000000001,-29.80000000000001,0.0,2022,4,7,17,6.05,56.0
,101,30.0,58.0,95.5,312,28.0,86.5,2022-04-07 17:13:31,15.0,701.47,10.224,3.0,50.5202723,-84.8099906,10.224,-29.80000000000001,-29.80000000000001,0.0,2022,4,7,17,6.05,56.0
,101,30.0,58.0,95.5,276,28.0,86.5,2022-04-07 17:13:32,15.0,711.69,10.621,3.0,50.5203736,-84.8100478,10.621,-29.80000000000001,-29.80000000000001,0.0,2022,4,7,17,6.05,56.0
,102,30.0,58.0,95.5,290,28.0,86.5,2022-04-07 17:13:33,15.0,722.25,10.172,3.0,50.520479,-84.8101039,10.172,-29.80000000000001,-29.80000000000001,0.0,2022,4,7,17,6.05,56.0
,102,28.0,58.0,91.5,321,25.0,80.0,2022-04-07 17:13:34,15.0,731.44,8.809,3.0,50.5205676,-84.8101619,8.809,-29.80000000000001,-29.80000000000001,0.0,2022,4,7,17,6.05,56.0
,101,26.5,58.0,87.5,346,23.0,75.5,2022-04-07 17:13:35,15.0,739.33,7.637,3.0,50.520639,-84.8102235,7.637,-30.0,-30.0,0.0,2022,4,7,17,6.05,56.0
,102,26.0,58.0,86.5,342,25.0,81.0,2022-04-07 17:13:36,15.0,747.67,8.189,3.0,50.5207166,-84.8102831,8.189,-30.0,-30.0,0.0,2022,4,7,17,6.05,56.0
,102,25.5,58.0,85.5,339,26.5,86.5,2022-04-07 17:13:37,15.0,756.76,8.661,3.0,50.520808,-84.8103285,8.661,-29.80000000000001,-29.80000000000001,0.0,2022,4,7,17,6.05,56.0
,100,25.0,57.0,85.0,391,27.5,89.0,2022-04-07 17:13:38,15.0,766.53,8.948,3.0,50.5209092,-84.8103662,8.948,-29.600000000000023,-29.600000000000023,0.2,2022,4,7,17,6.05,56.0
,98,28.0,54.0,94.0,411,26.5,88.5,2022-04-07 17:13:39,15.0,776.56,9.288,3.0,50.521014,-84.8103987,9.288,-29.19999999999999,-29.19999999999999,0.87,2022,4,7,17,6.05,56.0
,96,30.0,53.0,99.0,395,26.0,88.5,2022-04-07 17:13:40,15.0,786.77,9.461,3.0,50.5211217,-84.8104238,9.461,-29.0,-29.0,1.59,2022,4,7,17,6.05,56.0
,95,29.0,53.0,97.5,373,25.5,89.5,2022-04-07 17:13:41,15.0,796.38,9.21,3.0,50.5212211,-84.8104617,9.21,-28.80000000000001,-28.80000000000001,1.89,2022,4,7,17,6.05,56.0
,94,25.5,53.0,92.5,365,24.5,92.0,2022-04-07 17:13:42,15.0,805.12,8.799,4.0,50.5213107,-84.8104991,8.799,-28.600000000000023,-28.600000000000023,2.07,2022,4,7,17,6.05,56.0
,92,26.0,53.0,92.5,306,24.5,92.5,2022-04-07 17:13:43,15.0,813.7,8.538,4.0,50.5213983,-84.8105378,8.538,-28.399999999999977,-28.399999999999977,2.19,2022,4,7,17,6.05,56.0
,91,26.5,52.0,92.5,263,24.5,92.5,2022-04-07 17:13:44,15.0,822.37,8.443,4.0,50.5214869,-84.8105761,8.443,-28.0,-28.0,2.11,2022,4,7,17,6.05,56.0
,91,24.0,51.0,85.5,204,24.5,88.0,2022-04-07 17:13:45,15.0,830.65,8.208,4.0,50.5215709,-84.810616,8.208,-27.80000000000001,-27.80000000000001,2.19,2022,4,7,17,6.05,56.0
,93,20.5,49.0,72.0,141,25.0,82.5,2022-04-07 17:13:46,15.0,838.92,7.967,4.0,50.5216553,-84.8106527,7.967,-27.600000000000023,-27.600000000000023,2.54,2022,4,7,17,6.05,56.0
,91,17.5,47.0,59.0,121,25.0,82.5,2022-04-07 17:13:47,15.0,846.97,7.674,4.0,50.5217379,-84.8106874,7.674,-27.600000000000023,-27.600000000000023,2.73,2022,4,7,17,6.05,56.0
,87,19.0,53.0,61.5,131,18.5,65.5,2022-04-07 17:13:48,15.0,854.47,7.4,4.0,50.5218137,-84.8107236,7.4,-27.399999999999977,-27.399999999999977,2.67,2022,4,7,17,6.05,56.0
,86,20.0,57.0,64.0,199,17.0,59.0,2022-04-07 17:13:49,15.0,861.93,7.512,4.0,50.5218857,-84.8107703,7.512,-27.19999999999999,-27.19999999999999,2.54,2022,4,7,17,6.05,56.0
,85,20.0,59.0,65.5,280,16.5,57.0,2022-04-07 17:13:50,15.0,869.48,7.411,4.0,50.5219552,-84.8108268,7.411,-27.19999999999999,-27.19999999999999,2.19,2022,4,7,17,6.05,56.0
,83,20.5,61.0,68.0,368,16.5,55.5,2022-04-07 17:13:51,15.0,877.06,7.337,3.0,50.5220283,-84.8108745,7.337,-27.19999999999999,-27.19999999999999,1.73,2022,4,7,17,6.05,56.0
,80,21.5,56.0,88.5,575,20.5,65.5,2022-04-07 17:13:52,15.0,884.69,7.145,3.0,50.5221044,-84.8109156,7.145,-27.0,-27.0,1.39,2022,4,7,17,6.05,56.0
,82,21.5,55.0,92.5,682,21.5,67.5,2022-04-07 17:13:53,15.0,891.89,6.749,3.0,50.522176,-84.8109549,6.749,-26.80000000000001,-26.80000000000001,1.23,2022,4,7,17,6.05,56.0
,86,24.0,55.0,93.5,579,22.0,82.0,2022-04-07 17:13:54,15.0,899.38,7.058,3.0,50.5222522,-84.8109894,7.058,-26.399999999999977,-26.399999999999977,1.32,2022,4,7,17,6.05,56.0
80.0,88,26.5,55.0,95.5,461,22.5,93.5,2022-04-07 17:13:55,15.0,907.01,7.568,3.0,50.5223303,-84.8110229,7.568,-26.19999999999999,-26.19999999999999,1.74,2022,4,7,17,6.05,56.0
,88,26.0,55.0,98.0,408,23.5,92.5,2022-04-07 17:13:56,15.0,915.28,8.12,3.0,50.5224149,-84.8110594,8.12,-26.0,-26.0,2.28,2022,4,7,17,6.05,56.0
,89,26.0,55.0,98.5,344,23.5,92.5,2022-04-07 17:13:57,15.0,924.1,8.446,3.0,50.5225039,-84.8111033,8.446,-25.80000000000001,-25.80000000000001,2.75,2022,4,7,17,6.05,56.0
,89,25.5,52.0,91.5,293,24.0,89.0,2022-04-07 17:13:58,15.0,932.45,8.116,3.0,50.5225863,-84.8111506,8.116,-25.80000000000001,-25.80000000000001,2.91,2022,4,7,17,6.05,56.0
,90,25.0,49.0,83.0,244,24.0,84.5,2022-04-07 17:13:59,15.0,940.46,7.903,3.0,50.5226657,-84.8111948,7.903,-25.80000000000001,-25.80000000000001,2.49,2022,4,7,17,6.05,56.0
,90,24.0,46.0,74.5,196,24.5,80.5,2022-04-07 17:14:00,15.0,948.44,7.876,3.0,50.5227471,-84.8112313,7.876,-26.0,-26.0,1.78,2022,4,7,17,6.05,56.0
,91,24.0,45.0,73.0,109,24.5,79.5,2022-04-07 17:14:01,15.0,955.59,6.494,3.0,50.5228189,-84.8112678,6.494,-25.80000000000001,-25.80000000000001,1.13,2022,4,7,17,6.05,56.0
,63,24.0,25.0,73.0,121,24.5,79.5,2022-04-07 17:14:02,15.0,961.88,5.979,3.0,50.5228819,-84.8113007,5.979,-26.0,-26.0,0.57,2022,4,7,17,6.05,56.0
,27,24.0,7.0,75.0,240,23.5,77.5,2022-04-07 17:14:03,15.0,968.26,6.305,3.0,50.5229452,-84.8113358,6.305,-26.19999999999999,-26.19999999999999,-0.2,2022,4,7,17,6.05,56.0
,27,24.5,31.0,82.0,410,21.0,70.5,2022-04-07 17:14:04,15.0,975.35,6.932,3.0,50.5230143,-84.8113785,6.932,-26.399999999999977,-26.399999999999977,-0.97,2022,4,7,17,6.05,56.0
,27,25.0,52.0,88.5,567,18.5,65.0,2022-04-07 17:14:05,15.0,983.09,7.685,3.0,50.5230916,-84.8114194,7.685,-26.600000000000023,-26.600000000000023,-1.47,2022,4,7,17,6.05,56.0
,37,27.5,51.0,91.0,551,20.0,70.0,2022-04-07 17:14:06,15.0,991.34,8.139,3.0,50.5231732,-84.8114653,8.139,-26.600000000000023,-26.600000000000023,-1.82,2022,4,7,17,6.05,56.0
,47,29.5,50.0,93.0,534,21.0,75.5,2022-04-07 17:14:07,15.0,1000.26,8.586,3.0,50.5232641,-84.811506,8.586,-26.600000000000023,-26.600000000000023,-1.87,2022,4,7,17,6.05,56.0
,58,31.5,48.0,95.0,518,22.5,80.5,2022-04-07 17:14:08,15.0,1009.28,8.97,3.0,50.5233547,-84.8115523,8.97,-26.80000000000001,-26.80000000000001,-1.21,2022,4,7,17,6.05,56.0
,68,34.0,47.0,97.5,502,23.5,86.0,2022-04-07 17:14:09,14.0,1018.67,9.042,3.0,50.523449,-84.8116007,9.042,-27.19999999999999,-27.19999999999999,-0.88,2022,4,7,17,6.05,56.0
,78,36.0,46.0,99.5,486,25.0,91.0,2022-04-07 17:14:10,14.0,1027.96,8.768,3.0,50.5235417,-84.8116503,8.768,-27.19999999999999,-27.19999999999999,-1.36,2022,4,7,17,6.05,56.0
,88,31.5,46.0,94.0,288,24.0,85.5,2022-04-07 17:14:11,14.0,1036.7,8.394,3.0,50.523628,-84.8117,8.394,-27.399999999999977,-27.399999999999977,-1.62,2022,4,7,17,6.05,56.0
,97,25.0,46.0,87.0,53,22.5,78.0,2022-04-07 17:14:12,14.0,1044.81,7.683,3.0,50.523708,-84.8117465,7.683,-27.399999999999977,-27.399999999999977,-1.77,2022,4,7,17,6.05,56.0
,81,24.0,,86.0,10,22.5,76.5,2022-04-07 17:14:13,14.0,1051.8,6.367,3.0,50.523776,-84.8117886,6.367,-27.600000000000023,-27.600000000000023,-2.05,2022,4,7,17,6.05,56.0
,60,24.0,,86.0,6,22.5,76.5,2022-04-07 17:14:14,14.0,1056.6,5.01,3.0,50.5238203,-84.8118186,5.01,-27.600000000000023,-27.600000000000023,-1.99,2022,4,7,17,6.05,56.0
,40,24.0,,86.0,2,22.5,76.5,2022-04-07 17:14:15,14.0,1059.05,2.338,3.0,50.523846,-84.8118116,2.338,-27.80000000000001,-27.80000000000001,-1.57,2022,4,7,17,6.05,56.0
,0,17.5,,90.0,0,16.5,56.0,2022-04-07 17:14:16,14.0,1060.96,1.758,3.0,50.5238622,-84.8117992,1.758,-27.80000000000001,-27.80000000000001,-1.31,2022,4,7,17,6.05,56.0
,0,0.0,,100.0,0,0.0,0.0,2022-04-07 17:14:17,14.0,1061.97,0.831,3.0,50.5238631,-84.8117816,0.831,-27.80000000000001,-27.80000000000001,-1.22,2022,4,7,17,6.05,56.0
,0,0.0,,100.0,0,0.0,0.0,2022-04-07 17:15:42,14.0,1062.51,1.924,2.0,50.5239108,-84.8117578,1.924,-28.0,-28.0,0.0,2022,4,7,17,6.05,56.0
,0,0.0,,100.0,0,0.0,0.0,2022-04-07 17:15:43,14.0,1064.37,2.226,2.0,50.5239287,-84.8117695,2.226,-28.0,-28.0,0.0,2022,4,7,17,6.05,56.0
,0,0.0,,100.0,0,0.0,0.0,2022-04-07 17:15:44,14.0,1066.4,2.383,2.0,50.5239454,-84.8117878,2.383,-28.0,-28.0,0.0,2022,4,7,17,6.05,56.0
,0,0.0,,100.0,0,0.0,0.0,2022-04-07 17:15:45,14.0,1068.77,2.96,2.0,50.5239616,-84.8118144,2.96,-28.0,-28.0,0.0,2022,4,7,17,6.05,56.0
