ascent,descent,timestamp,battery_soc,cadence,enhanced_speed,gps_accuracy,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,calories,distance,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
0,0,2023-02-16 00:38:58,,0.0,1.539,3.0,13.5,60.0,57.0,50.539074,-84.8218977,0.0,20.5,72.0,1.539,19.0,1.0,128.9,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:38:59,,0.0,0.961,3.0,13.0,59.0,56.0,50.5390876,-84.8218977,0.0,21.0,72.5,0.961,19.0,1.0,129.66,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:00,,0.0,1.313,3.0,12.5,59.0,55.5,50.5390967,-84.8218977,0.0,21.0,73.0,1.313,19.0,1.0,131.08,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:01,,18.0,1.231,3.0,12.0,59.0,55.0,50.5390922,-84.8218795,23.0,21.5,73.5,1.231,19.0,1.0,132.29,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:02,,27.0,1.517,3.0,11.5,59.0,54.0,50.5390876,-84.8218522,49.0,21.5,74.0,1.517,19.0,2.0,133.91,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:03,,35.0,2.328,3.0,12.5,57.0,48.0,50.5390785,-84.8218158,94.0,21.5,74.0,2.328,19.0,2.0,136.51,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:04,,49.0,2.902,3.0,19.5,54.0,67.0,50.5390649,-84.8217793,106.0,25.5,82.0,2.902,19.0,2.0,139.61,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:05,,59.0,3.295,3.0,26.0,52.0,89.5,50.5390558,-84.8217338,148.0,30.5,92.5,3.295,19.0,2.0,143.03,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:06,,68.0,3.457,3.0,23.5,50.0,84.0,50.5390421,-84.8216792,146.0,31.5,97.0,3.457,19.0,2.0,146.5,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:07,,71.0,3.742,3.0,23.0,53.0,75.5,50.5390194,-84.8216337,133.0,26.5,84.5,3.742,19.0,2.0,150.35,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:08,,73.0,3.965,3.0,17.5,47.0,58.5,50.5389921,-84.8215882,111.0,22.5,74.0,3.965,19.0,2.0,154.38,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:09,,74.0,3.843,3.0,12.0,46.0,45.0,50.5389739,-84.8215427,67.0,19.0,63.0,3.843,19.0,2.0,158.11,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:10,,72.0,4.103,3.0,12.5,50.0,46.0,50.5389511,-84.8214881,65.0,13.5,45.5,4.103,19.0,2.0,162.36,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:11,,62.0,3.738,3.0,14.0,54.0,46.0,50.5389238,-84.8214517,61.0,15.5,52.5,3.738,19.0,2.0,166.04,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:12,,38.0,3.072,3.0,4.5,59.0,50.0,50.5389056,-84.8214153,52.0,15.0,52.5,3.072,18.0,2.0,168.88,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:13,,26.0,2.85,3.0,2.0,65.0,55.0,50.5388874,-84.821397,36.0,13.5,55.0,2.85,18.0,2.0,171.6,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:14,,14.0,3.057,3.0,6.0,71.0,60.0,50.5388646,-84.8213697,19.0,11.5,59.5,3.057,18.0,2.0,174.49,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:15,,2.0,1.96,3.0,9.5,76.0,65.0,50.538851,-84.8213424,0.0,9.5,64.0,1.96,18.0,2.0,176.54,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:16,,0.0,2.598,3.0,13.5,82.0,70.0,50.5388282,-84.8213151,0.0,7.5,68.5,2.598,18.0,2.0,179.17,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:17,,2.0,3.597,3.0,17.0,88.0,75.0,50.5387918,-84.8212878,0.0,5.5,73.5,3.597,18.0,2.0,183.17,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:18,,27.0,3.609,3.0,21.0,94.0,79.5,50.53876,-84.8212514,13.0,3.5,78.0,3.609,18.0,2.0,187.06,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:19,,53.0,3.586,3.0,24.5,98.0,84.5,50.5387327,-84.821215,73.0,1.5,82.5,3.586,18.0,2.0,190.87,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:20,,66.0,3.903,3.0,27.0,84.0,86.0,50.5386917,-84.8211877,90.0,2.5,87.0,3.903,18.0,3.0,194.88,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:21,,70.0,3.187,3.0,18.5,44.0,59.0,50.5386689,-84.8211513,84.0,28.0,92.0,3.187,18.0,3.0,198.24,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:22,,61.0,4.377,3.0,7.0,49.0,23.5,50.5386234,-84.8211149,75.0,19.5,66.5,4.377,18.0,3.0,203.0,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:23,,43.0,4.027,3.0,2.0,50.0,13.5,50.5385916,-84.8210694,66.0,12.5,55.0,4.027,18.0,3.0,207.34,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:24,,25.0,4.23,3.0,1.5,49.0,20.5,50.5385688,-84.8210148,57.0,9.5,57.0,4.23,18.0,3.0,211.55,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:25,,7.0,4.002,3.0,1.5,48.0,27.5,50.5385415,-84.8209692,48.0,7.0,59.0,4.002,18.0,3.0,215.49,,,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:26,,7.0,3.171,3.0,1.0,48.0,34.5,50.5385188,-84.8209419,0.0,4.5,61.0,3.171,18.0,3.0,218.38,51.60000000000002,51.60000000000002,,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:27,,17.0,2.398,3.0,0.5,47.0,41.5,50.5385006,-84.8209328,0.0,1.5,63.0,2.398,18.0,3.0,220.47,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:28,,21.0,2.159,3.0,1.5,47.0,48.5,50.5384823,-84.8209237,1.0,1.5,64.5,2.159,18.0,3.0,222.26,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:29,,25.0,1.691,3.0,6.5,46.0,56.0,50.5384687,-84.8209146,2.0,6.5,66.5,1.691,18.0,3.0,224.06,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:30,,30.0,1.246,3.0,11.0,46.0,63.0,50.5384596,-84.8209055,3.0,11.0,68.5,1.246,18.0,3.0,225.16,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:31,,32.0,1.262,3.0,16.0,45.0,70.0,50.5384459,-84.8208964,34.0,16.0,70.5,1.262,18.0,3.0,226.43,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:32,,39.0,2.36,3.0,20.5,66.0,77.0,50.5384186,-84.8208782,48.0,20.5,72.5,2.36,18.0,3.0,229.15,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:33,,58.0,2.853,3.0,23.5,69.0,81.5,50.5383913,-84.8208509,108.0,24.0,75.5,2.853,18.0,3.0,232.12,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:34,,68.0,3.277,3.0,24.0,61.0,81.5,50.538364,-84.8208145,145.0,25.0,81.0,3.277,18.0,3.0,235.59,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:35,,77.0,3.236,3.0,25.0,60.0,81.5,50.5383413,-84.8207781,173.0,25.5,86.0,3.236,18.0,3.0,238.83,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:36,,78.0,3.251,3.0,25.5,58.0,81.5,50.5383276,-84.8207417,190.0,26.5,91.5,3.251,18.0,4.0,242.09,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:37,,76.0,3.174,3.0,25.5,55.0,83.0,50.5383185,-84.8206962,201.0,28.5,90.5,3.174,18.0,4.0,245.23,51.39999999999998,51.39999999999998,-0.54,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:38,,75.0,4.031,3.0,24.5,54.0,81.5,50.5382912,-84.8206416,209.0,29.5,88.5,4.031,18.0,4.0,249.57,51.200000000000045,51.200000000000045,-0.79,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:39,,78.0,4.743,3.0,23.0,54.0,77.0,50.5382593,-84.820587,213.0,26.5,90.0,4.743,18.0,4.0,254.5,51.200000000000045,51.200000000000045,-0.94,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:40,,80.0,5.403,3.0,23.5,52.0,81.5,50.5382184,-84.8205323,214.0,26.0,88.5,5.403,18.0,4.0,259.95,51.200000000000045,51.200000000000045,-1.09,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:41,,81.0,5.594,3.0,24.5,48.0,86.0,50.5381774,-84.8204686,211.0,25.0,87.5,5.594,18.0,5.0,265.88,51.200000000000045,51.200000000000045,-1.19,2023,2,16,0,4.83,326.0
0,0,2023-02-16 00:39:42,,82.0,5.454,3.0,23.5,50.0,84.0,50.5381547,-84.8203958,207.0,24.5,84.5,5.454,18.0,5.0,271.29,51.200000000000045,51.200000000000045,-0.26,2023,2,16,0,4.83,326.0
0,1,2023-02-16 00:39:43,,84.0,4.736,3.0,22.0,49.0,78.5,50.5381456,-84.8203321,191.0,24.0,80.5,4.736,18.0,5.0,275.75,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
0,1,2023-02-16 00:39:44,,86.0,5.615,3.0,20.5,46.0,72.5,50.5381183,-84.8202593,175.0,23.5,77.0,5.615,17.0,5.0,281.61,51.200000000000045,51.200000000000045,-0.56,2023,2,16,0,4.83,326.0
0,1,2023-02-16 00:39:45,,88.0,6.706,4.0,19.0,47.0,67.0,50.5381092,-84.8201591,145.0,23.0,73.0,6.706,17.0,5.0,288.74,51.200000000000045,51.200000000000045,-0.16,2023,2,16,0,4.83,326.0
0,1,2023-02-16 00:39:46,,89.0,5.874,3.0,16.5,49.0,60.0,50.538091,-84.8200772,111.0,21.0,68.0,5.874,17.0,5.0,294.14,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
0,1,2023-02-16 00:39:47,,88.0,6.147,3.0,14.0,46.0,52.5,50.5380682,-84.8200135,102.0,19.0,63.5,6.147,17.0,5.0,299.4,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
0,1,2023-02-16 00:39:48,,87.0,5.976,3.0,12.5,43.0,46.0,50.5380363,-84.8199407,92.0,18.0,60.5,5.976,17.0,6.0,305.1,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
0,1,2023-02-16 00:39:49,,84.0,5.876,4.0,10.5,40.0,39.0,50.5380227,-84.8198679,82.0,16.5,57.0,5.876,17.0,6.0,310.36,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
0,1,2023-02-16 00:39:50,,78.0,5.532,4.0,7.0,34.0,60.5,50.5379954,-84.8197951,63.0,16.5,56.5,5.532,17.0,6.0,316.01,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
0,1,2023-02-16 00:39:51,,54.0,5.251,3.0,2.5,41.0,85.0,50.5379544,-84.8197222,47.0,16.5,56.5,5.251,17.0,6.0,322.55,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
0,1,2023-02-16 00:39:52,,31.0,4.361,3.0,0.0,51.0,99.0,50.5379271,-84.8196494,31.0,15.0,58.0,4.361,17.0,6.0,327.69,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
0,1,2023-02-16 00:39:53,,8.0,3.389,3.0,0.0,61.0,96.5,50.5379044,-84.8196039,14.0,10.5,62.0,3.389,17.0,6.0,331.53,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
0,1,2023-02-16 00:39:54,,11.0,2.387,3.0,0.0,71.0,94.0,50.5378907,-84.8195675,0.0,6.0,65.5,2.387,17.0,6.0,334.16,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
0,1,2023-02-16 00:39:55,,21.0,2.033,3.0,0.0,81.0,91.5,50.537877,-84.8195402,6.0,1.5,69.5,2.033,17.0,6.0,336.74,51.60000000000002,51.60000000000002,0.0,2023,2,16,0,4.83,326.0
0,1,2023-02-16 00:39:56,,25.0,2.255,3.0,13.0,91.0,89.0,50.5378588,-84.8195038,45.0,12.0,73.0,2.255,17.0,6.0,339.89,51.60000000000002,51.60000000000002,0.52,2023,2,16,0,4.83,326.0
0,1,2023-02-16 00:39:57,,49.0,2.886,3.0,26.0,81.0,89.5,50.5378406,-84.8194674,126.0,23.5,81.0,2.886,17.0,6.0,342.9,51.60000000000002,51.60000000000002,0.88,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:39:58,,60.0,3.881,3.0,27.5,63.0,93.0,50.5378133,-84.819431,179.0,23.5,93.0,3.881,17.0,6.0,346.67,51.60000000000002,51.60000000000002,1.12,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:39:59,,73.0,4.398,3.0,26.5,48.0,87.5,50.5377769,-84.8193855,216.0,27.0,95.5,4.398,17.0,6.0,350.92,51.60000000000002,51.60000000000002,1.31,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:00,,76.0,4.894,3.0,22.5,32.0,74.5,50.5377405,-84.819349,208.0,28.5,97.5,4.894,17.0,7.0,355.22,51.60000000000002,51.60000000000002,1.34,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:01,,75.0,4.694,3.0,25.0,49.0,80.5,50.5377087,-84.8193035,193.0,27.0,86.0,4.694,17.0,7.0,359.81,51.60000000000002,51.60000000000002,1.13,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:02,,78.0,4.384,3.0,28.0,55.0,88.0,50.5376722,-84.819258,180.0,25.5,79.5,4.384,17.0,7.0,364.26,51.60000000000002,51.60000000000002,0.82,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:03,,81.0,4.844,3.0,25.0,54.0,82.5,50.5376404,-84.8192034,181.0,26.5,88.5,4.844,17.0,7.0,369.05,51.60000000000002,51.60000000000002,0.6,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:04,,85.0,5.093,3.0,25.0,61.0,81.5,50.537604,-84.8191488,233.0,29.5,93.5,5.093,17.0,7.0,374.42,51.60000000000002,51.60000000000002,0.13,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:05,,84.0,5.183,3.0,25.5,69.0,85.0,50.537563,-84.8190942,237.0,31.0,95.0,5.183,17.0,8.0,379.93,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:06,,84.0,5.538,3.0,25.5,61.0,90.0,50.5375221,-84.8190305,236.0,30.5,94.5,5.538,17.0,8.0,385.24,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:07,,80.0,5.993,3.0,26.0,52.0,92.5,50.5374629,-84.8189668,238.0,29.0,93.5,5.993,17.0,8.0,392.21,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:08,,80.0,6.235,3.0,24.5,51.0,87.0,50.5374083,-84.8189121,234.0,28.5,93.5,6.235,17.0,8.0,398.77,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:09,,81.0,6.835,3.0,23.5,48.0,81.0,50.5373582,-84.8188393,231.0,28.0,93.5,6.835,17.0,9.0,405.74,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:10,,83.0,7.364,3.0,24.0,49.0,81.0,50.5372945,-84.8187665,230.0,28.0,92.5,7.364,17.0,9.0,413.29,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:11,,85.0,7.17,3.0,23.5,50.0,78.5,50.5372308,-84.8187119,203.0,25.5,85.5,7.17,17.0,9.0,420.35,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:12,,86.0,7.168,3.0,21.0,51.0,70.5,50.5371671,-84.8186573,168.0,20.0,73.5,7.168,17.0,9.0,427.27,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:13,,87.0,7.203,3.0,20.5,53.0,73.0,50.5371034,-84.8185936,157.0,22.5,81.5,7.203,17.0,9.0,434.67,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:14,,87.0,7.405,3.0,20.5,52.0,71.5,50.5370396,-84.8185298,167.0,22.5,82.0,7.405,17.0,9.0,442.24,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:15,,88.0,6.935,3.0,20.0,53.0,69.5,50.5369805,-84.8184752,177.0,22.5,82.0,6.935,17.0,10.0,448.97,51.0,51.0,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:16,,89.0,7.08,3.0,20.0,54.0,70.0,50.5369213,-84.8184115,172.0,21.5,80.0,7.08,17.0,10.0,456.09,51.0,51.0,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:17,,85.0,6.745,3.0,20.5,54.0,73.0,50.5368622,-84.8183478,157.0,19.5,73.5,6.745,17.0,10.0,462.8,51.0,51.0,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:18,,82.0,6.741,3.0,19.5,53.0,71.5,50.536803,-84.8182932,145.0,17.5,63.0,6.741,16.0,10.0,469.56,51.0,51.0,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:19,,81.0,6.903,3.0,21.0,53.0,75.0,50.5367393,-84.8182386,138.0,17.5,62.0,6.903,16.0,10.0,476.65,51.0,51.0,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:20,,81.0,6.851,3.0,22.0,58.0,77.5,50.5366847,-84.8181658,138.0,19.0,67.0,6.851,16.0,10.0,483.72,51.0,51.0,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:21,,79.0,6.724,3.0,24.0,55.0,80.5,50.53663,-84.818102,167.0,20.5,74.0,6.724,16.0,11.0,490.64,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:22,,66.0,7.321,3.0,29.5,52.0,84.0,50.5365572,-84.8180474,160.0,20.5,77.0,7.321,16.0,11.0,498.07,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:23,,69.0,7.779,3.0,35.0,53.0,81.5,50.536489,-84.8179837,145.0,19.0,67.5,7.779,16.0,11.0,505.95,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:24,,80.0,7.551,3.0,31.0,55.0,81.0,50.5364116,-84.8179382,161.0,21.5,73.0,7.551,16.0,11.0,513.48,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:25,,81.0,8.135,3.0,26.5,54.0,80.5,50.5363342,-84.8178836,201.0,24.0,79.0,8.135,16.0,11.0,521.8,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:26,,81.0,7.642,3.0,25.0,55.0,84.5,50.536266,-84.8178381,200.0,25.0,83.0,7.642,16.0,11.0,529.26,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:27,,81.0,7.495,3.0,28.5,57.0,93.0,50.5361931,-84.8177835,195.0,24.0,83.0,7.495,16.0,12.0,536.7,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:28,,83.0,7.27,3.0,28.5,59.0,93.0,50.5361249,-84.817738,197.0,26.0,83.5,7.27,16.0,12.0,543.86,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:29,,84.0,7.393,3.0,26.0,58.0,88.5,50.5360521,-84.8176924,199.0,26.0,83.5,7.393,16.0,12.0,551.18,51.200000000000045,51.200000000000045,0.0,2023,2,16,0,4.83,326.0
1,1,2023-02-16 00:40:30,,85.0,7.476,3.0,25.5,57.0,87.5,50.5359747,-84.8176469,195.0,25.5,85.5,7.476,16.0,12.0,558.9,51.39999999999998,51.39999999999998,0.0,2023,2,16,0,4.83,326.0
