timestamp,battery_soc,cadence,calories,distance,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,left_right_balance,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
2022-11-03 12:17:12,,0.0,1.0,64.06,6.023,2.0,50.5129665,-84.8148648,0.0,6.023,64.0,22.0,83.0,19.5,,21.0,,,,,,2022,11,3,12,5.96,235.0
2022-11-03 12:17:13,,0.0,1.0,69.78,5.781,2.0,50.5129941,-84.8147912,0.0,5.781,66.0,22.5,84.0,18.0,,21.0,,,,,,2022,11,3,12,5.96,235.0
2022-11-03 12:17:14,,0.0,1.0,75.0,5.352,2.0,50.513021,-84.8147192,0.0,5.352,69.0,23.5,85.0,16.5,,21.0,,,,,,2022,11,3,12,5.96,235.0
2022-11-03 12:17:15,,0.0,1.0,79.74,4.89,2.0,50.5130436,-84.8146568,0.0,4.89,72.0,24.5,86.0,15.0,,21.0,,,,,,2022,11,3,12,5.96,235.0
2022-11-03 12:17:16,,0.0,1.0,84.28,4.645,2.0,50.5130664,-84.814602,0.0,4.645,75.0,25.0,87.0,14.0,,21.0,,,,,,2022,11,3,12,5.96,235.0
2022-11-03 12:17:17,,0.0,1.0,88.37,4.21,2.0,50.5130883,-84.8145498,0.0,4.21,77.0,26.0,88.0,12.5,,21.0,,,,,,2022,11,3,12,5.96,235.0
2022-11-03 12:17:18,,0.0,1.0,91.06,3.078,2.0,50.5131016,-84.8145224,0.0,3.078,80.0,26.5,89.0,11.0,,21.0,,,,,,2022,11,3,12,5.96,235.0
2022-11-03 12:17:19,,0.0,1.0,92.52,1.824,2.0,50.5131099,-84.8144968,0.0,1.824,83.0,27.5,90.0,9.5,,21.0,,,,,,2022,11,3,12,5.96,235.0
2022-11-03 12:17:20,,0.0,1.0,92.52,0.0,2.0,50.5131103,-84.8144877,0.0,0.0,85.0,28.5,91.0,8.0,,20.0,,,,,,2022,11,3,12,5.96,235.0
2022-11-03 12:17:21,,0.0,1.0,92.52,0.0,2.0,50.5131145,-84.8144794,0.0,0.0,88.0,29.0,92.0,6.5,,20.0,36.799999999999955,0.0,0.0,36.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:22,,0.0,1.0,92.52,0.0,2.0,50.5131145,-84.8144785,0.0,0.0,91.0,30.0,93.0,5.5,,20.0,36.799999999999955,0.0,0.0,36.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:23,,0.0,1.0,92.52,0.0,2.0,50.5131149,-84.8144703,0.0,0.0,93.0,31.0,94.0,4.0,,20.0,36.799999999999955,0.0,0.0,36.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:24,,4.0,1.0,92.52,0.007,2.0,50.513119,-84.8144703,0.0,0.007,96.0,31.5,95.0,2.5,,20.0,36.799999999999955,0.0,0.0,36.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:26,,33.0,1.0,92.62,0.988,2.0,50.5131236,-84.8144502,8.0,0.988,84.0,30.5,90.5,0.0,,20.0,36.799999999999955,0.0,0.0,36.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:27,,27.0,1.0,93.58,0.974,2.0,50.513124,-84.814433,14.0,0.974,56.0,23.0,72.0,0.0,,20.0,36.799999999999955,0.0,0.0,36.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:28,,25.0,1.0,94.43,0.884,2.0,50.5131281,-84.814424,23.0,0.884,31.0,15.5,54.0,0.0,,20.0,36.799999999999955,0.0,0.0,36.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:29,,23.0,1.0,95.49,1.016,2.0,50.513129,-84.8144139,23.0,1.016,39.0,7.5,35.5,0.0,,20.0,36.799999999999955,0.0,0.0,36.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:30,,21.0,1.0,96.74,1.189,2.0,50.5131381,-84.8143957,24.0,1.189,48.0,6.5,32.5,4.5,,20.0,36.799999999999955,0.0,0.0,36.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:31,,20.0,1.0,98.19,1.386,2.0,50.5131467,-84.814377,30.0,1.386,56.0,9.5,40.5,11.5,63.5,20.0,36.799999999999955,0.0,0.0,36.799999999999955,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:32,,30.0,1.0,99.99,1.71,2.0,50.5131524,-84.8143489,45.0,1.71,59.0,13.0,49.0,19.0,73.0,20.0,36.60000000000002,0.0,0.0,36.60000000000002,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:33,,53.0,1.0,103.34,2.918,2.0,50.5131721,-84.8143112,87.0,2.918,51.0,18.5,69.0,24.5,82.5,20.0,36.60000000000002,0.0,0.0,36.60000000000002,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:34,,72.0,2.0,107.51,3.853,2.0,50.5132033,-84.8142661,276.0,3.853,43.0,24.0,89.0,30.0,92.0,20.0,36.60000000000002,0.0,0.0,36.60000000000002,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:35,,80.0,2.0,111.75,4.176,2.0,50.513231,-84.8142198,280.0,4.176,43.0,26.0,91.0,31.5,96.5,20.0,36.60000000000002,0.0,0.0,36.60000000000002,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:36,,80.0,2.0,116.39,4.554,2.0,50.5132627,-84.8141653,257.0,4.554,45.0,24.5,83.0,29.5,95.0,20.0,36.60000000000002,0.0,0.0,36.60000000000002,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:37,,87.0,2.0,122.0,5.291,2.0,50.5132997,-84.8141006,221.0,5.291,47.0,23.0,79.5,25.5,87.0,20.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:38,,87.0,2.0,127.7,5.575,2.0,50.5133359,-84.8140356,194.0,5.575,48.0,21.5,76.0,22.0,79.0,20.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:39,,88.0,3.0,133.68,5.902,2.0,50.5133676,-84.8139622,225.0,5.902,45.0,25.0,88.5,24.5,81.5,20.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:40,,90.0,3.0,139.69,6.102,2.0,50.5133987,-84.8138824,224.0,6.102,42.0,24.5,86.5,26.0,84.5,20.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:41,,92.0,3.0,146.25,6.24,2.0,50.5134314,-84.8137983,206.0,6.24,40.0,20.5,73.5,24.5,81.0,20.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:42,,86.0,3.0,152.98,6.477,2.0,50.513464,-84.8137157,179.0,6.477,40.0,19.0,65.5,20.0,67.0,20.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:43,,86.0,3.0,160.09,6.582,2.0,50.5135042,-84.8136256,175.0,6.582,45.0,24.5,88.0,20.0,67.0,20.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:44,,87.0,4.0,167.16,6.737,2.0,50.5135412,-84.8135341,203.0,6.737,50.0,24.5,87.5,20.5,70.0,20.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:45,,89.0,4.0,174.62,6.989,2.0,50.5135819,-84.8134428,203.0,6.989,52.0,23.5,83.0,21.5,73.5,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:46,,91.0,4.0,182.0,7.108,2.0,50.5136187,-84.813351,207.0,7.108,53.0,22.5,79.5,22.0,75.5,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:47,,93.0,4.0,189.74,7.344,2.0,50.5136599,-84.8132502,206.0,7.344,55.0,21.5,77.0,21.0,73.0,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:48,,94.0,4.0,197.37,7.345,2.0,50.5136999,-84.8131523,174.0,7.345,59.0,21.0,75.0,20.0,71.0,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:49,,94.0,5.0,204.91,7.237,2.0,50.5137367,-84.8130595,155.0,7.237,56.0,20.5,73.0,19.5,69.0,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:50,,94.0,5.0,212.26,7.122,2.0,50.513773,-84.8129605,145.0,7.122,58.0,20.0,72.0,19.0,67.5,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:51,,94.0,5.0,219.51,6.954,2.0,50.5138092,-84.8128689,132.0,6.954,61.0,20.0,72.5,19.0,67.0,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:52,,93.0,5.0,226.86,7.115,2.0,50.5138417,-84.8127776,120.0,7.115,62.0,20.5,73.0,19.5,66.5,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:53,,94.0,5.0,234.32,7.125,2.0,50.5138822,-84.8126782,139.0,7.125,60.0,20.5,73.5,19.5,66.0,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:54,,94.0,5.0,241.41,7.144,2.0,50.5139175,-84.8125901,157.0,7.144,57.0,20.5,74.0,19.5,65.5,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:55,,94.0,5.0,249.01,7.167,2.0,50.513955,-84.8124956,163.0,7.167,56.0,20.0,74.0,20.0,67.0,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:56,,94.0,6.0,256.13,7.165,3.0,50.5139907,-84.8123987,162.0,7.165,61.0,20.0,73.5,21.0,69.5,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:57,,95.0,6.0,263.97,7.317,3.0,50.5140327,-84.8123034,159.0,7.317,63.0,21.0,73.5,22.5,70.5,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:58,,95.0,6.0,271.31,7.256,3.0,50.5140693,-84.8122057,153.0,7.256,51.0,20.0,69.5,21.5,70.5,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:17:59,,95.0,6.0,278.33,6.946,2.0,50.51411,-84.8121224,143.0,6.946,46.0,21.5,75.5,20.5,68.5,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:00,,94.0,6.0,285.45,7.128,2.0,50.5141469,-84.8120313,130.0,7.128,50.0,22.5,82.5,19.0,66.0,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:01,,88.0,6.0,292.53,7.3,2.0,50.5141872,-84.811941,150.0,7.3,55.0,24.0,89.5,18.5,65.0,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:02,,89.0,7.0,299.6,7.489,2.0,50.5142226,-84.8118529,188.0,7.489,60.0,25.5,91.5,24.0,80.5,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:03,,90.0,7.0,307.18,7.495,2.0,50.5142655,-84.8117577,211.0,7.495,59.0,24.5,88.0,23.5,80.5,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:04,,91.0,7.0,314.73,7.535,2.0,50.5143056,-84.8116671,209.0,7.535,55.0,23.0,83.5,22.5,78.0,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:05,,92.0,7.0,322.98,7.714,2.0,50.5143468,-84.811557,208.0,7.714,54.0,22.5,81.0,22.0,76.0,19.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:06,,93.0,7.0,330.64,7.719,2.0,50.5143833,-84.8114584,207.0,7.719,57.0,22.5,81.5,21.5,75.0,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:07,,93.0,8.0,338.03,7.739,2.0,50.5144225,-84.8113702,204.0,7.739,60.0,22.5,82.0,21.5,73.5,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:08,,93.0,8.0,345.5,7.766,2.0,50.5144586,-84.811272,190.0,7.766,60.0,22.0,81.0,22.5,76.5,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:09,,94.0,8.0,353.95,7.888,2.0,50.5145062,-84.8111663,189.0,7.888,60.0,21.5,80.0,24.0,80.0,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:10,,94.0,8.0,361.88,7.985,2.0,50.5145468,-84.8110672,185.0,7.985,61.0,22.0,79.5,24.0,80.5,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:11,,95.0,8.0,369.72,8.011,2.0,50.5145874,-84.8109671,181.0,8.011,63.0,23.0,80.0,22.5,76.5,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:12,,95.0,8.0,377.62,8.153,2.0,50.5146275,-84.8108602,179.0,8.153,64.0,24.0,80.5,20.5,72.5,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:13,,95.0,9.0,385.74,7.857,3.0,50.5146647,-84.8107567,168.0,7.857,62.0,21.5,75.0,20.0,66.5,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:14,,94.0,9.0,393.63,7.843,3.0,50.5146966,-84.8106568,166.0,7.843,58.0,21.5,77.0,20.5,68.5,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:15,,94.0,9.0,401.49,7.633,3.0,50.5147336,-84.8105475,166.0,7.633,55.0,23.0,81.0,21.0,72.0,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:16,,94.0,9.0,408.87,7.529,3.0,50.5147702,-84.8104571,168.0,7.529,56.0,24.5,80.5,21.0,72.5,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:17,,94.0,9.0,416.23,7.377,3.0,50.5148109,-84.8103656,166.0,7.377,59.0,22.0,79.5,23.0,78.0,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:18,,93.0,9.0,423.32,7.356,3.0,50.5148467,-84.8102771,167.0,7.356,61.0,21.0,78.0,23.5,79.0,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:19,,93.0,10.0,431.36,7.529,3.0,50.5148936,-84.8101755,166.0,7.529,57.0,20.5,76.0,23.0,76.5,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:20,,93.0,10.0,439.44,7.772,3.0,50.514944,-84.8100838,165.0,7.772,56.0,21.0,74.5,21.5,71.0,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:21,,72.0,10.0,447.11,7.548,3.0,50.5149936,-84.8099936,161.0,7.548,58.0,21.0,74.5,24.0,75.5,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:22,,49.0,10.0,453.87,7.146,3.0,50.5150366,-84.8099165,158.0,7.146,54.0,21.5,77.0,23.5,75.0,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:23,,25.0,10.0,461.5,7.107,3.0,50.5150894,-84.8098295,154.0,7.107,50.0,22.0,79.5,23.0,73.5,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:24,,2.0,10.0,468.73,6.847,3.0,50.5151351,-84.809748,0.0,6.847,46.0,23.0,82.0,22.5,72.0,18.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:25,,0.0,10.0,475.74,6.217,3.0,50.5151837,-84.8096665,0.0,6.217,41.0,23.5,85.0,22.0,70.5,17.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:26,,0.0,10.0,482.09,5.351,2.0,50.5152178,-84.8095895,0.0,5.351,37.0,24.0,87.5,21.0,69.5,17.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:27,,0.0,10.0,487.96,4.853,2.0,50.5152473,-84.8095137,0.0,4.853,33.0,24.5,90.0,20.5,68.0,17.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:28,,0.0,10.0,492.95,4.984,2.0,50.5152791,-84.8094596,0.0,4.984,29.0,25.5,92.5,20.0,66.5,17.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:29,,20.0,10.0,498.62,5.597,2.0,50.5153215,-84.8093934,4.0,5.597,25.0,26.0,95.5,19.5,65.0,17.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:30,,42.0,10.0,505.24,6.867,2.0,50.5153681,-84.8093221,7.0,6.867,28.0,26.5,97.0,20.0,68.0,17.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:31,,88.0,10.0,512.58,6.578,2.0,50.515431,-84.8092579,182.0,6.578,42.0,26.5,94.0,25.5,94.5,17.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:32,,93.0,11.0,518.91,6.763,2.0,50.5154808,-84.8091946,301.0,6.763,47.0,25.5,92.0,26.0,94.0,17.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:33,,94.0,11.0,525.59,6.799,2.0,50.5155311,-84.8091311,302.0,6.799,52.0,24.5,90.0,26.5,91.0,17.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:34,,92.0,11.0,532.41,6.949,2.0,50.515586,-84.8090662,288.0,6.949,51.0,24.0,88.5,27.5,89.5,17.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:35,,91.0,11.0,539.37,6.971,2.0,50.5156406,-84.8089942,283.0,6.971,52.0,24.5,88.0,29.5,91.5,17.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:36,,92.0,12.0,546.28,7.136,2.0,50.5156959,-84.8089293,278.0,7.136,56.0,24.5,87.0,31.5,93.5,17.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:37,,93.0,12.0,553.58,7.444,2.0,50.5157546,-84.8088565,243.0,7.444,51.0,23.5,87.0,28.0,87.0,17.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:38,,95.0,12.0,560.81,7.463,2.0,50.5158089,-84.8087833,230.0,7.463,51.0,22.5,85.5,26.0,82.0,17.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:39,,97.0,12.0,568.38,7.775,2.0,50.5158649,-84.8087015,224.0,7.775,50.0,22.0,80.0,26.5,79.5,17.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:40,,97.0,12.0,576.27,7.792,2.0,50.5159279,-84.8086283,202.0,7.792,51.0,19.0,69.0,23.0,76.5,17.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:41,,97.0,13.0,584.02,7.949,2.0,50.5159867,-84.8085476,182.0,7.949,59.0,20.0,73.0,21.0,76.0,17.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:42,,94.0,13.0,591.72,7.409,2.0,50.5160468,-84.8084741,171.0,7.409,58.0,18.5,70.0,21.5,70.5,17.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:43,,75.0,13.0,599.33,7.278,2.0,50.5161099,-84.8084015,164.0,7.278,56.0,17.5,69.5,19.5,69.0,17.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:44,,56.0,13.0,606.67,7.008,2.0,50.5161688,-84.8083285,157.0,7.008,55.0,19.5,76.0,13.5,74.0,16.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:45,,38.0,13.0,613.85,7.216,2.0,50.5162235,-84.8082556,151.0,7.216,56.0,21.0,82.5,8.0,79.5,16.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:46,,48.0,13.0,621.29,7.274,2.0,50.5162783,-84.8081823,129.0,7.274,56.0,22.5,89.0,2.0,85.0,16.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:47,,73.0,14.0,628.87,7.726,2.0,50.5163375,-84.8081003,169.0,7.726,57.0,24.5,93.0,15.5,90.5,16.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:48,,95.0,14.0,637.13,8.464,2.0,50.5163967,-84.8080189,237.0,8.464,55.0,26.0,94.5,27.5,93.0,16.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:49,,100.0,14.0,645.27,8.109,2.0,50.516461,-84.8079363,292.0,8.109,52.0,25.5,93.0,26.0,92.0,16.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:50,,102.0,14.0,653.24,7.906,2.0,50.5165246,-84.8078553,321.0,7.906,48.0,24.5,89.0,27.0,89.5,16.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:51,,103.0,15.0,661.12,8.123,2.0,50.5165883,-84.8077821,265.0,8.123,53.0,23.0,85.0,28.5,87.0,16.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:52,,103.0,15.0,669.38,7.975,2.0,50.5166555,-84.8077006,238.0,7.975,48.0,19.5,70.5,27.0,85.5,16.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:53,,100.0,15.0,677.6,7.95,2.0,50.5167159,-84.8076184,210.0,7.95,54.0,18.5,65.5,25.5,85.0,16.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:54,,85.0,15.0,685.44,7.683,2.0,50.51678,-84.8075474,197.0,7.683,56.0,21.0,75.5,25.5,84.5,16.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:55,,70.0,15.0,692.68,7.377,2.0,50.5168478,-84.807498,183.0,7.377,45.0,22.0,78.0,24.5,83.0,16.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:56,,55.0,16.0,698.85,7.129,2.0,50.5169133,-84.807498,170.0,7.129,34.0,23.0,80.5,23.5,81.0,16.0,36.39999999999998,0.0,0.0,36.39999999999998,0.0,2022,11,3,12,5.96,235.0
2022-11-03 12:18:57,,49.0,16.0,706.95,7.432,2.0,50.516994,-84.8075418,155.0,7.432,23.0,24.0,83.0,23.0,79.5,16.0,36.200000000000045,0.0,0.0,36.200000000000045,0.0,2022,11,3,12,5.96,235.0
