altitude,distance,enhanced_altitude,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,ascent,battery_soc,descent,grade,temperature,cadence,calories,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,year,month,day,hour,wind_speed,wind_direction
8.199999999999989,259.59,8.199999999999989,14.824,2,50.3928045,-84.4754939,14.824,2022-08-12 23:12:50,0.0,,17.0,-8.23,23.0,97.0,0.0,18.5,44.0,62.5,201.0,25.0,82.5,2022,8,12,23,2.55,228.0
7.600000000000023,274.45,7.600000000000023,14.54,2,50.3929035,-84.4753247,14.54,2022-08-12 23:12:51,0.0,,17.0,-7.33,23.0,97.0,1.0,15.5,44.0,57.0,191.0,26.0,84.0,2022,8,12,23,2.55,228.0
6.800000000000011,289.09,6.800000000000011,14.151,2,50.3930035,-84.4751613,14.151,2022-08-12 23:12:52,0.0,,18.0,-6.48,23.0,74.0,1.0,17.5,43.0,62.5,158.0,26.0,84.0,2022,8,12,23,2.55,228.0
6.199999999999989,303.31,6.199999999999989,13.672,2,50.3930986,-84.4750057,13.672,2022-08-12 23:12:53,0.0,,19.0,-5.76,22.0,48.0,1.0,19.0,43.0,68.0,124.0,26.0,83.5,2022,8,12,23,2.55,228.0
5.800000000000011,316.85,5.800000000000011,13.305,2,50.3931889,-84.4748522,13.305,2022-08-12 23:12:54,0.0,,20.0,-5.14,22.0,23.0,1.0,20.5,43.0,74.0,91.0,26.5,83.5,2022,8,12,23,2.55,228.0
5.199999999999989,330.22,5.199999999999989,12.968,2,50.3932788,-84.4746998,12.968,2022-08-12 23:12:55,0.0,,20.0,-4.66,22.0,0.0,1.0,22.0,42.0,79.5,0.0,26.5,83.0,2022,8,12,23,2.55,228.0
5.0,342.8,5.0,12.92,2,50.3933617,-84.4745586,12.92,2022-08-12 23:12:56,0.0,,21.0,-4.36,22.0,72.0,1.0,23.5,42.0,83.5,47.0,26.5,83.0,2022,8,12,23,2.55,228.0
4.800000000000011,356.39,4.800000000000011,12.566,2,50.3934512,-84.4743968,12.566,2022-08-12 23:12:57,0.0,,21.0,-4.11,22.0,81.0,1.0,22.5,42.0,75.0,124.0,26.5,83.0,2022,8,12,23,2.55,228.0
4.600000000000023,368.7,4.600000000000023,12.254,2,50.3935284,-84.4742553,12.254,2022-08-12 23:12:58,0.0,,22.0,-3.87,22.0,81.0,1.0,22.0,41.0,71.0,180.0,23.0,77.5,2022,8,12,23,2.55,228.0
4.600000000000023,380.93,4.600000000000023,11.939,2,50.3936092,-84.4741153,11.939,2022-08-12 23:12:59,0.0,,22.0,-3.24,22.0,83.0,1.0,21.0,44.0,69.0,186.0,21.0,72.5,2022,8,12,23,2.55,228.0
4.600000000000023,392.81,4.600000000000023,11.813,2,50.3936824,-84.4739727,11.813,2022-08-12 23:13:00,0.0,,22.0,-2.68,22.0,88.0,1.0,21.5,47.0,68.5,190.0,22.5,74.0,2022,8,12,23,2.55,228.0
4.600000000000023,404.64,4.600000000000023,11.558,2,50.3937586,-84.4738383,11.558,2022-08-12 23:13:01,0.0,,22.0,-2.1,22.0,87.0,2.0,31.0,47.0,92.0,199.0,22.5,74.0,2022,8,12,23,2.55,228.0
4.600000000000023,416.03,4.600000000000023,11.296,2,50.3938346,-84.4737042,11.296,2022-08-12 23:13:02,0.0,,22.0,-1.52,22.0,86.0,2.0,26.5,47.0,84.0,210.0,24.5,82.5,2022,8,12,23,2.55,228.0
4.600000000000023,427.6,4.600000000000023,11.047,2,50.3939111,-84.4735744,11.047,2022-08-12 23:13:03,0.0,,22.0,-0.02,22.0,86.0,2.0,25.5,46.0,81.5,240.0,27.5,90.0,2022,8,12,23,2.55,228.0
4.600000000000023,438.34,4.600000000000023,10.775,2,50.3939868,-84.473457,10.775,2022-08-12 23:13:04,0.0,,22.0,0.0,22.0,86.0,2.0,27.5,46.0,84.5,233.0,29.0,93.5,2022,8,12,23,2.55,228.0
4.600000000000023,449.14,4.600000000000023,10.77,2,50.3940586,-84.4733388,10.77,2022-08-12 23:13:05,0.0,,22.0,0.0,22.0,87.0,3.0,31.0,46.0,90.0,226.0,28.5,93.0,2022,8,12,23,2.55,228.0
4.600000000000023,459.74,4.600000000000023,10.751,2,50.3941269,-84.4732201,10.751,2022-08-12 23:13:06,0.0,,22.0,0.0,22.0,86.0,3.0,34.5,48.0,95.5,232.0,28.0,92.0,2022,8,12,23,2.55,228.0
4.600000000000023,470.63,4.600000000000023,10.733,2,50.3941982,-84.4730919,10.733,2022-08-12 23:13:07,0.0,,22.0,0.0,22.0,86.0,3.0,32.0,49.0,96.5,240.0,27.5,94.0,2022,8,12,23,2.55,228.0
4.600000000000023,481.52,4.600000000000023,10.702,2,50.3942635,-84.4729634,10.702,2022-08-12 23:13:08,0.0,,22.0,0.0,22.0,87.0,3.0,29.5,49.0,96.0,259.0,28.5,96.0,2022,8,12,23,2.55,228.0
4.600000000000023,492.21,4.600000000000023,10.638,2,50.3943306,-84.4728363,10.638,2022-08-12 23:13:09,0.0,,22.0,0.0,22.0,91.0,4.0,29.0,49.0,95.0,270.0,29.0,96.5,2022,8,12,23,2.55,228.0
4.600000000000023,502.84,4.600000000000023,10.654,2,50.3943949,-84.4727096,10.654,2022-08-12 23:13:10,0.0,,22.0,0.0,22.0,92.0,4.0,28.5,50.0,94.5,270.0,28.5,95.5,2022,8,12,23,2.55,228.0
4.399999999999977,513.56,4.399999999999977,10.62,2,50.3944628,-84.472581,10.62,2022-08-12 23:13:11,0.0,,22.0,0.0,22.0,85.0,4.0,28.0,50.0,94.5,273.0,27.5,94.0,2022,8,12,23,2.55,228.0
4.399999999999977,524.18,4.399999999999977,10.454,2,50.3945272,-84.4724561,10.454,2022-08-12 23:13:12,0.0,,22.0,0.0,22.0,68.0,4.0,27.5,48.0,92.5,276.0,27.0,94.0,2022,8,12,23,2.55,228.0
4.399999999999977,534.61,4.399999999999977,10.2,2,50.3945963,-84.47234,10.2,2022-08-12 23:13:13,0.0,,22.0,0.0,22.0,60.0,5.0,27.0,47.0,90.0,247.0,26.5,94.5,2022,8,12,23,2.55,228.0
4.399999999999977,544.77,4.399999999999977,10.114,2,50.3946692,-84.4722319,10.114,2022-08-12 23:13:14,0.0,,22.0,0.0,22.0,98.0,5.0,25.5,45.0,86.0,260.0,26.5,94.0,2022,8,12,23,2.55,228.0
4.600000000000023,554.99,4.600000000000023,9.784,2,50.3947467,-84.4721231,9.784,2022-08-12 23:13:15,0.0,,22.0,0.0,22.0,99.0,5.0,23.5,43.0,79.5,334.0,27.5,92.0,2022,8,12,23,2.55,228.0
4.800000000000011,564.6,4.800000000000011,9.346,2,50.39482,-84.4720275,9.346,2022-08-12 23:13:16,0.0,,22.0,0.0,22.0,84.0,5.0,21.5,40.0,72.5,310.0,28.0,90.0,2022,8,12,23,2.55,228.0
5.0,573.72,5.0,8.89,2,50.3948988,-84.471947,8.89,2022-08-12 23:13:17,0.0,,22.0,0.0,22.0,65.0,6.0,19.5,40.0,66.0,276.0,26.5,86.0,2022,8,12,23,2.55,228.0
5.199999999999989,582.5,5.199999999999989,8.598,2,50.3949803,-84.4718803,8.598,2022-08-12 23:13:18,0.0,,22.0,0.0,22.0,53.0,6.0,17.5,41.0,60.0,149.0,24.0,81.0,2022,8,12,23,2.55,228.0
5.199999999999989,590.85,5.199999999999989,8.506,2,50.3950624,-84.4718426,8.506,2022-08-12 23:13:19,0.0,,22.0,0.0,22.0,82.0,6.0,16.0,41.0,54.0,98.0,18.5,80.0,2022,8,12,23,2.55,228.0
5.399999999999977,599.04,5.399999999999977,8.162,2,50.3951493,-84.4718393,8.162,2022-08-12 23:13:20,0.0,,22.0,0.0,22.0,64.0,6.0,16.5,45.0,52.5,88.0,1.5,98.5,2022,8,12,23,2.55,228.0
5.399999999999977,606.39,5.399999999999977,6.688,2,50.3952274,-84.4718595,6.688,2022-08-12 23:13:21,0.0,,22.0,0.0,22.0,68.0,6.0,4.5,69.0,43.0,79.0,15.0,77.5,2022,8,12,23,2.55,228.0
5.600000000000023,612.07,5.600000000000023,4.859,2,50.3952869,-84.4718867,4.859,2022-08-12 23:13:22,0.0,,22.0,0.0,22.0,87.0,6.0,0.5,92.0,33.0,54.0,15.0,71.5,2022,8,12,23,2.55,228.0
5.600000000000023,616.98,5.600000000000023,5.057,2,50.3953335,-84.471918,5.057,2022-08-12 23:13:23,0.0,,22.0,0.0,22.0,68.0,6.0,1.5,100.0,22.5,7.0,7.0,74.5,2022,8,12,23,2.55,228.0
5.600000000000023,622.51,5.600000000000023,5.847,2,50.3953811,-84.4719668,5.847,2022-08-12 23:13:24,0.0,,22.0,0.0,22.0,78.0,6.0,6.0,87.0,23.5,48.0,0.0,77.0,2022,8,12,23,2.55,228.0
5.600000000000023,628.28,5.600000000000023,5.999,2,50.3954181,-84.4720318,5.999,2022-08-12 23:13:25,0.0,,22.0,0.0,22.0,90.0,6.0,25.0,60.0,79.5,109.0,0.0,80.0,2022,8,12,23,2.55,228.0
5.600000000000023,634.25,5.600000000000023,6.418,2,50.3954396,-84.4721064,6.418,2022-08-12 23:13:26,0.0,,22.0,0.0,22.0,94.0,6.0,27.5,51.0,85.5,176.0,0.0,83.0,2022,8,12,23,2.55,228.0
5.600000000000023,641.22,5.600000000000023,6.973,2,50.3954587,-84.4722037,6.973,2022-08-12 23:13:27,0.0,,22.0,0.0,22.0,94.0,7.0,25.5,41.0,82.0,256.0,12.5,86.0,2022,8,12,23,2.55,228.0
5.399999999999977,648.27,5.399999999999977,7.201,2,50.3954776,-84.4723044,7.201,2022-08-12 23:13:28,0.0,,22.0,0.0,22.0,96.0,7.0,23.5,37.0,80.5,285.0,24.0,86.5,2022,8,12,23,2.55,228.0
5.399999999999977,655.8,5.399999999999977,7.582,2,50.3954996,-84.4724127,7.582,2022-08-12 23:13:29,0.0,,22.0,0.0,22.0,93.0,7.0,24.5,35.0,84.5,279.0,25.0,84.5,2022,8,12,23,2.55,228.0
5.199999999999989,663.54,5.199999999999989,7.764,2,50.3955187,-84.4725165,7.764,2022-08-12 23:13:30,0.0,,22.0,0.0,22.0,96.0,7.0,22.5,33.0,77.5,261.0,25.0,84.5,2022,8,12,23,2.55,228.0
5.199999999999989,671.43,5.199999999999989,8.057,2,50.3955421,-84.4726315,8.057,2022-08-12 23:13:31,0.0,,22.0,0.0,22.0,98.0,8.0,15.5,31.0,61.5,241.0,25.5,85.0,2022,8,12,23,2.55,228.0
5.0,679.4,5.0,8.302,2,50.3955697,-84.4727384,8.302,2022-08-12 23:13:32,0.0,,22.0,0.0,22.0,97.0,8.0,14.0,43.0,59.0,201.0,26.0,86.0,2022,8,12,23,2.55,228.0
4.800000000000011,688.09,4.800000000000011,8.594,2,50.3956041,-84.4728519,8.594,2022-08-12 23:13:33,0.0,,22.0,0.0,22.0,99.0,8.0,16.0,47.0,64.5,226.0,26.5,86.5,2022,8,12,23,2.55,228.0
4.800000000000011,696.53,4.800000000000011,8.65,2,50.3956429,-84.4729663,8.65,2022-08-12 23:13:34,0.0,,22.0,0.0,22.0,99.0,8.0,18.0,47.0,70.0,229.0,27.0,87.5,2022,8,12,23,2.55,228.0
4.600000000000023,705.77,4.600000000000023,8.803,2,50.3956821,-84.4730902,8.803,2022-08-12 23:13:35,0.0,,22.0,0.0,22.0,97.0,9.0,20.0,48.0,76.0,203.0,27.5,88.0,2022,8,12,23,2.55,228.0
4.399999999999977,714.59,4.399999999999977,8.808,2,50.3957227,-84.4732058,8.808,2022-08-12 23:13:36,0.0,,22.0,0.0,22.0,96.0,9.0,20.0,48.0,74.0,176.0,26.0,84.5,2022,8,12,23,2.55,228.0
4.399999999999977,723.38,4.399999999999977,8.842,2,50.3957646,-84.4733168,8.842,2022-08-12 23:13:37,0.0,,22.0,0.0,22.0,97.0,9.0,20.0,48.0,69.0,154.0,24.0,78.5,2022,8,12,23,2.55,228.0
4.199999999999989,732.26,4.199999999999989,8.866,2,50.3958089,-84.4734343,8.866,2022-08-12 23:13:38,0.0,,22.0,0.0,22.0,97.0,9.0,19.5,48.0,66.0,163.0,22.5,74.0,2022,8,12,23,2.55,228.0
4.199999999999989,741.32,4.199999999999989,8.883,2,50.3958494,-84.4735524,8.883,2022-08-12 23:13:39,0.0,,22.0,0.0,21.0,97.0,9.0,21.0,49.0,72.5,181.0,24.0,76.5,2022,8,12,23,2.55,228.0
4.0,750.24,4.0,8.873,2,50.3958858,-84.4736653,8.873,2022-08-12 23:13:40,0.0,,22.0,0.0,21.0,98.0,9.0,22.0,50.0,76.5,209.0,23.5,77.5,2022,8,12,23,2.55,228.0
4.0,759.2,4.0,8.76,2,50.3959221,-84.4737906,8.76,2022-08-12 23:13:41,0.0,,22.0,0.0,21.0,98.0,10.0,22.5,47.0,78.5,232.0,24.0,80.0,2022,8,12,23,2.55,228.0
4.0,767.97,4.0,8.75,2,50.3959585,-84.4739088,8.75,2022-08-12 23:13:42,0.0,,22.0,0.0,21.0,98.0,10.0,23.0,49.0,80.0,245.0,25.0,83.5,2022,8,12,23,2.55,228.0
4.0,776.76,4.0,8.751,2,50.395994,-84.4740273,8.751,2022-08-12 23:13:43,0.0,,22.0,0.0,21.0,98.0,10.0,23.5,49.0,82.0,257.0,26.0,87.0,2022,8,12,23,2.55,228.0
4.0,785.6,4.0,8.767,2,50.3960268,-84.4741455,8.767,2022-08-12 23:13:44,0.0,,22.0,0.0,21.0,97.0,10.0,24.0,46.0,83.5,267.0,27.0,90.5,2022,8,12,23,2.55,228.0
4.0,794.36,4.0,8.773,2,50.3960627,-84.4742624,8.773,2022-08-12 23:13:45,0.0,,22.0,0.0,21.0,97.0,11.0,24.5,46.0,85.0,276.0,27.5,94.0,2022,8,12,23,2.55,228.0
4.199999999999989,802.66,4.199999999999989,8.764,2,50.3960974,-84.474375,8.764,2022-08-12 23:13:46,0.0,,22.0,0.0,21.0,97.0,11.0,25.0,46.0,85.5,304.0,28.5,95.0,2022,8,12,23,2.55,228.0
4.399999999999977,811.8,4.399999999999977,8.738,2,50.3961354,-84.4744967,8.738,2022-08-12 23:13:47,0.0,,22.0,0.0,21.0,96.0,11.0,25.0,47.0,85.5,327.0,28.5,95.0,2022,8,12,23,2.55,228.0
4.399999999999977,820.43,4.399999999999977,8.61,2,50.3961723,-84.4746066,8.61,2022-08-12 23:13:48,0.0,,22.0,0.0,21.0,96.0,12.0,25.5,47.0,85.5,325.0,29.0,95.0,2022,8,12,23,2.55,228.0
4.600000000000023,829.26,4.600000000000023,8.52,2,50.3962133,-84.4747258,8.52,2022-08-12 23:13:49,0.0,,22.0,0.0,21.0,95.0,12.0,26.0,44.0,85.5,318.0,29.5,95.0,2022,8,12,23,2.55,228.0
4.800000000000011,837.71,4.800000000000011,8.418,2,50.3962507,-84.4748352,8.418,2022-08-12 23:13:50,0.0,,22.0,0.0,21.0,94.0,12.0,27.0,44.0,87.0,316.0,29.5,95.5,2022,8,12,23,2.55,228.0
5.0,845.98,5.0,8.1,2,50.3962917,-84.4749426,8.1,2022-08-12 23:13:51,0.0,,22.0,0.0,21.0,92.0,13.0,27.5,42.0,89.0,305.0,30.0,96.0,2022,8,12,23,2.55,228.0
5.199999999999989,854.08,5.199999999999989,8.058,2,50.3963318,-84.4750429,8.058,2022-08-12 23:13:52,0.0,,22.0,0.0,21.0,90.0,13.0,27.5,43.0,90.5,271.0,29.5,95.0,2022,8,12,23,2.55,228.0
5.600000000000023,861.93,5.600000000000023,7.891,2,50.3963674,-84.4751438,7.891,2022-08-12 23:13:53,0.0,,22.0,0.0,21.0,92.0,13.0,27.0,47.0,91.0,261.0,28.0,93.0,2022,8,12,23,2.55,228.0
5.800000000000011,869.14,5.800000000000011,7.74,2,50.3963976,-84.4752387,7.74,2022-08-12 23:13:54,0.0,,22.0,0.0,21.0,93.0,13.0,26.5,53.0,91.5,256.0,26.5,91.0,2022,8,12,23,2.55,228.0
6.0,874.96,6.0,7.589,2,50.3964222,-84.475316,7.589,2022-08-12 23:13:55,0.0,,22.0,0.0,21.0,92.0,14.0,25.0,52.0,86.0,251.0,26.5,91.0,2022,8,12,23,2.55,228.0
6.399999999999977,884.53,6.399999999999977,7.371,2,50.3964574,-84.475451,7.371,2022-08-12 23:13:56,0.0,,22.0,0.0,21.0,89.0,14.0,26.0,50.0,91.5,254.0,27.0,88.5,2022,8,12,23,2.55,228.0
6.600000000000023,891.71,6.600000000000023,7.133,2,50.3964847,-84.4755442,7.133,2022-08-12 23:13:57,0.0,,22.0,0.0,21.0,87.0,14.0,27.0,48.0,94.0,259.0,28.5,90.0,2022,8,12,23,2.55,228.0
7.0,898.64,7.0,6.871,2,50.396513,-84.4756401,6.871,2022-08-12 23:13:58,0.0,,22.0,0.0,21.0,84.0,15.0,27.0,47.0,90.5,268.0,29.5,94.0,2022,8,12,23,2.55,228.0
7.399999999999977,905.35,7.399999999999977,6.746,2,50.3965435,-84.475723,6.746,2022-08-12 23:13:59,0.0,,22.0,0.0,21.0,84.0,15.0,28.5,47.0,92.0,279.0,27.5,90.5,2022,8,12,23,2.55,228.0
7.600000000000023,911.74,7.600000000000023,6.527,2,50.3965704,-84.4758107,6.527,2022-08-12 23:14:00,0.0,,22.0,0.0,21.0,84.0,15.0,27.0,45.0,90.0,291.0,27.5,90.5,2022,8,12,23,2.55,228.0
8.0,918.27,8.0,6.412,2,50.3965999,-84.4758936,6.412,2022-08-12 23:14:01,1.0,,22.0,3.52,21.0,84.0,15.0,31.0,43.0,95.5,324.0,30.0,95.5,2022,8,12,23,2.55,228.0
8.399999999999977,924.6,8.399999999999977,6.195,2,50.3966344,-84.4759755,6.195,2022-08-12 23:14:02,2.0,,22.0,4.17,21.0,85.0,16.0,34.0,41.0,99.5,319.0,31.0,98.5,2022,8,12,23,2.55,228.0
8.800000000000011,930.44,8.800000000000011,5.756,2,50.3966616,-84.4760552,5.756,2022-08-12 23:14:03,2.0,,22.0,4.23,21.0,87.0,16.0,32.5,43.0,99.0,293.0,29.5,97.0,2022,8,12,23,2.55,228.0
9.0,936.42,9.0,5.948,2,50.3966892,-84.4761289,5.948,2022-08-12 23:14:04,3.0,,22.0,4.27,21.0,88.0,16.0,31.0,47.0,98.5,278.0,28.0,95.5,2022,8,12,23,2.55,228.0
9.399999999999977,942.2,9.399999999999977,5.854,2,50.3967155,-84.4762036,5.854,2022-08-12 23:14:05,3.0,,22.0,4.3,21.0,87.0,17.0,31.0,48.0,98.5,280.0,30.5,97.0,2022,8,12,23,2.55,228.0
9.600000000000023,948.03,9.600000000000023,5.688,2,50.3967382,-84.4762853,5.688,2022-08-12 23:14:06,3.0,,22.0,4.34,21.0,86.0,17.0,31.0,48.0,98.0,283.0,33.0,98.5,2022,8,12,23,2.55,228.0
10.0,953.83,10.0,5.984,2,50.396761,-84.4763654,5.984,2022-08-12 23:14:07,3.0,,22.0,4.37,21.0,85.0,17.0,31.5,48.0,98.0,285.0,33.0,98.5,2022,8,12,23,2.55,228.0
10.199999999999989,959.81,10.199999999999989,6.072,2,50.3967837,-84.4764399,6.072,2022-08-12 23:14:08,4.0,,22.0,4.44,21.0,86.0,17.0,31.0,47.0,96.0,283.0,30.5,97.0,2022,8,12,23,2.55,228.0
10.399999999999977,965.84,10.399999999999977,5.982,2,50.3968064,-84.4765237,5.982,2022-08-12 23:14:09,4.0,,22.0,4.52,21.0,87.0,18.0,25.5,44.0,88.0,276.0,31.5,97.5,2022,8,12,23,2.55,228.0
10.600000000000023,972.07,10.600000000000023,6.363,2,50.3968293,-84.4766131,6.363,2022-08-12 23:14:10,4.0,,22.0,4.52,21.0,88.0,18.0,25.5,45.0,87.0,260.0,31.5,97.5,2022,8,12,23,2.55,228.0
10.800000000000011,978.28,10.800000000000011,6.388,2,50.3968518,-84.4766943,6.388,2022-08-12 23:14:11,5.0,,22.0,4.42,21.0,89.0,18.0,25.0,46.0,84.0,238.0,28.0,89.5,2022,8,12,23,2.55,228.0
10.800000000000011,984.43,10.800000000000011,6.43,2,50.3968739,-84.4767753,6.43,2022-08-12 23:14:12,5.0,,22.0,4.22,21.0,92.0,18.0,22.0,47.0,76.5,240.0,25.5,84.5,2022,8,12,23,2.55,228.0
11.0,991.13,11.0,6.571,2,50.3968983,-84.4768692,6.571,2022-08-12 23:14:13,5.0,,22.0,3.71,21.0,94.0,19.0,18.5,49.0,67.0,243.0,25.5,83.0,2022,8,12,23,2.55,228.0
11.0,997.94,11.0,6.66,2,50.3969259,-84.4769611,6.66,2022-08-12 23:14:14,5.0,,22.0,3.17,21.0,96.0,19.0,19.5,52.0,66.0,192.0,22.0,71.0,2022,8,12,23,2.55,228.0
11.199999999999989,1004.8,11.199999999999989,6.797,2,50.3969541,-84.4770521,6.797,2022-08-12 23:14:15,5.0,,22.0,2.61,21.0,93.0,19.0,19.5,57.0,68.0,178.0,21.0,67.5,2022,8,12,23,2.55,228.0
11.199999999999989,1011.75,11.199999999999989,6.99,2,50.3969849,-84.4771428,6.99,2022-08-12 23:14:16,5.0,,22.0,2.12,21.0,86.0,19.0,22.0,50.0,75.0,170.0,20.0,69.0,2022,8,12,23,2.55,228.0
11.399999999999977,1018.63,11.399999999999977,6.961,2,50.3970119,-84.4772344,6.961,2022-08-12 23:14:17,5.0,,22.0,1.7,21.0,88.0,19.0,25.0,44.0,82.0,184.0,20.0,73.5,2022,8,12,23,2.55,228.0
11.399999999999977,1025.72,11.399999999999977,7.011,2,50.3970402,-84.477333,7.011,2022-08-12 23:14:18,5.0,,22.0,1.36,21.0,89.0,20.0,18.5,44.0,68.5,183.0,25.0,84.5,2022,8,12,23,2.55,228.0
11.199999999999989,1033.01,11.199999999999989,7.269,2,50.3970724,-84.4774271,7.269,2022-08-12 23:14:19,5.0,,22.0,1.08,21.0,92.0,20.0,20.5,49.0,70.0,175.0,23.5,80.0,2022,8,12,23,2.55,228.0
11.399999999999977,1040.41,11.399999999999977,7.363,2,50.3971043,-84.4775272,7.363,2022-08-12 23:14:20,5.0,,22.0,0.12,21.0,94.0,20.0,18.5,54.0,68.0,176.0,22.5,75.0,2022,8,12,23,2.55,228.0
11.399999999999977,1047.93,11.399999999999977,7.386,2,50.3971353,-84.4776276,7.386,2022-08-12 23:14:21,5.0,,22.0,0.0,21.0,94.0,20.0,16.5,56.0,65.0,175.0,22.0,72.5,2022,8,12,23,2.55,228.0
11.399999999999977,1055.19,11.399999999999977,7.374,2,50.3971635,-84.4777256,7.374,2022-08-12 23:14:22,5.0,,22.0,0.0,21.0,95.0,20.0,17.0,52.0,65.0,173.0,22.0,73.0,2022,8,12,23,2.55,228.0
11.399999999999977,1062.66,11.399999999999977,7.388,2,50.3971943,-84.4778202,7.388,2022-08-12 23:14:23,5.0,,22.0,0.0,21.0,95.0,20.0,21.0,47.0,69.0,173.0,22.5,75.5,2022,8,12,23,2.55,228.0
11.399999999999977,1070.19,11.399999999999977,7.505,2,50.3972227,-84.4779281,7.505,2022-08-12 23:14:24,5.0,,22.0,0.0,21.0,95.0,21.0,22.0,51.0,77.5,173.0,22.5,75.5,2022,8,12,23,2.55,228.0
11.399999999999977,1077.45,11.399999999999977,7.393,2,50.3972536,-84.4780234,7.393,2022-08-12 23:14:25,5.0,,22.0,0.0,21.0,91.0,21.0,21.0,47.0,73.0,167.0,22.5,75.5,2022,8,12,23,2.55,228.0
11.399999999999977,1084.85,11.399999999999977,7.029,2,50.3972851,-84.4781179,7.029,2022-08-12 23:14:26,5.0,,22.0,0.0,21.0,82.0,21.0,18.0,51.0,61.0,157.0,22.5,75.5,2022,8,12,23,2.55,228.0
