timestamp,battery_soc,cadence,calories,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,left_right_balance,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
2022-07-07 00:01:23,,68.0,3.0,25.0,86.0,164.0,20.0,67.5,106.22,4.889,3.0,50.5177398,-84.8064246,4.889,53.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:24,,71.0,3.0,27.5,91.5,181.0,25.5,85.5,109.27,4.805,3.0,50.517767,-84.8063976,4.805,53.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:25,,72.0,4.0,28.0,93.0,212.0,27.0,88.0,113.85,4.672,3.0,50.5178025,-84.8063552,4.672,53.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:26,,72.0,4.0,28.5,94.0,224.0,28.5,90.5,119.23,4.707,3.0,50.5178415,-84.8063,4.707,50.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:27,,73.0,4.0,25.5,87.0,234.0,29.5,91.5,125.04,4.967,3.0,50.5178847,-84.806241,4.967,49.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:28,,76.0,4.0,22.0,81.5,216.0,28.0,89.0,130.89,5.27,3.0,50.5179304,-84.8061815,5.27,50.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:29,,79.0,4.0,20.5,78.0,196.0,25.5,83.5,136.4,5.418,3.0,50.5179758,-84.8061273,5.418,50.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:30,,80.0,5.0,19.5,73.0,187.0,23.5,77.0,141.53,5.501,3.0,50.5180183,-84.8060825,5.501,51.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:31,,81.0,5.0,18.5,68.0,155.0,21.5,70.5,146.69,5.706,3.0,50.5180591,-84.8060327,5.706,51.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:32,,78.0,5.0,15.5,58.0,137.0,21.5,72.0,152.06,5.703,3.0,50.5181027,-84.8059823,5.703,39.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:33,,74.0,5.0,16.0,58.0,128.0,21.5,74.0,157.73,5.855,3.0,50.5181508,-84.8059318,5.855,43.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:34,,76.0,5.0,20.0,66.5,129.0,22.0,73.5,163.67,6.138,3.0,50.5182011,-84.8058769,6.138,49.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:35,,78.0,5.0,19.5,68.0,138.0,22.0,72.0,169.8,6.236,2.0,50.5182532,-84.8058226,6.236,50.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:36,,79.0,5.0,19.0,69.5,135.0,21.5,70.5,176.24,6.32,2.0,50.5183055,-84.8057633,6.32,48.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:37,,81.0,6.0,19.0,71.0,132.0,21.0,69.5,182.57,6.282,2.0,50.5183573,-84.8057004,6.282,55.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:38,,82.0,6.0,20.5,73.0,134.0,19.5,68.0,188.83,6.313,2.0,50.5184097,-84.8056411,6.313,59.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:39,,83.0,6.0,21.5,74.0,151.0,18.5,67.5,195.2,6.199,2.0,50.5184608,-84.8055806,6.199,57.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:40,,84.0,6.0,19.5,68.0,158.0,22.5,78.5,201.25,5.915,2.0,50.5185084,-84.8055217,5.915,52.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:41,,78.0,6.0,18.0,64.5,148.0,22.5,75.5,206.85,5.535,2.0,50.5185514,-84.8054672,5.535,50.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:42,,57.0,6.0,18.5,65.5,136.0,21.5,71.0,211.25,4.471,2.0,50.5185899,-84.8054315,4.471,49.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:43,,38.0,6.0,21.0,71.5,105.0,20.0,68.5,214.58,3.486,2.0,50.5186264,-84.8054273,3.486,71.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:44,,71.0,6.0,23.5,77.0,117.0,18.5,66.5,217.25,2.584,3.0,50.5186557,-84.8054318,2.584,88.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:45,5.0,83.0,7.0,23.5,84.0,144.0,20.0,76.5,219.3,2.573,3.0,50.5186691,-84.8054178,2.573,54.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:46,,83.0,7.0,21.0,71.0,173.0,21.0,77.0,221.81,3.201,3.0,50.5186667,-84.8053857,3.201,51.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:47,,84.0,7.0,19.0,63.0,146.0,21.0,74.5,225.46,3.278,3.0,50.5186459,-84.80534,3.278,51.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:48,,84.0,7.0,17.5,61.0,122.0,20.5,71.0,230.01,3.715,3.0,50.5186143,-84.8052859,3.715,53.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:49,,84.0,7.0,16.5,59.0,116.0,20.0,67.0,234.9,4.127,3.0,50.5185805,-84.8052362,4.127,54.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:50,,83.0,7.0,15.0,57.0,111.0,19.5,63.5,239.58,4.165,3.0,50.5185461,-84.8051858,4.165,54.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:51,,71.0,7.0,14.0,55.5,86.0,19.0,60.0,243.76,3.795,3.0,50.5185164,-84.8051401,3.795,55.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:52,,49.0,7.0,15.5,59.0,64.0,18.5,57.5,247.47,3.251,3.0,50.5184894,-84.8050997,3.251,55.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:53,,26.0,7.0,19.5,67.0,42.0,17.5,55.5,251.05,2.869,3.0,50.5184734,-84.8050542,2.869,55.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:54,,4.0,7.0,23.5,75.0,0.0,16.5,54.0,255.27,3.603,3.0,50.5184551,-84.8049992,3.603,56.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:55,,9.0,7.0,27.0,83.0,0.0,16.0,52.0,260.03,4.592,3.0,50.5184393,-84.8049357,4.592,56.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:56,,26.0,7.0,31.0,90.5,33.0,15.0,50.5,267.03,6.405,3.0,50.5184185,-84.8048393,6.405,51.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:57,,48.0,8.0,29.5,93.5,83.0,20.5,71.0,274.17,6.959,3.0,50.5184052,-84.8047395,6.959,46.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:58,,68.0,8.0,26.0,92.0,155.0,26.5,94.5,279.79,5.956,3.0,50.5184304,-84.8046666,5.956,45.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:01:59,,76.0,8.0,26.0,90.0,185.0,26.0,90.5,286.28,6.358,3.0,50.5184599,-84.8045847,6.358,46.0,23.0,,,,,,2022,7,7,0,3.18,257.0
2022-07-07 00:02:00,,78.0,8.0,26.0,87.5,234.0,25.0,86.5,292.8,6.478,3.0,50.518494,-84.8045031,6.478,46.0,24.0,9.199999999999989,0.0,0.0,9.199999999999989,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:01,,81.0,8.0,21.5,75.0,203.0,26.5,86.5,298.89,6.186,3.0,50.5185395,-84.8044349,6.186,45.0,24.0,9.199999999999989,0.0,0.0,9.199999999999989,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:02,,82.0,9.0,18.5,67.0,180.0,24.5,82.5,304.7,5.942,3.0,50.5185823,-84.8043764,5.942,45.0,23.0,9.399999999999977,0.0,0.0,9.399999999999977,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:03,,82.0,9.0,17.5,65.5,162.0,22.5,77.5,310.46,5.781,3.0,50.5186236,-84.8043167,5.781,48.0,23.0,9.399999999999977,0.0,0.0,9.399999999999977,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:04,,83.0,9.0,18.5,69.5,155.0,23.0,75.0,316.48,5.9,3.0,50.5186677,-84.8042517,5.9,52.0,23.0,9.399999999999977,0.0,0.0,9.399999999999977,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:05,,83.0,9.0,20.0,72.0,153.0,23.5,75.5,322.44,5.977,3.0,50.5187127,-84.8041934,5.977,51.0,23.0,9.399999999999977,0.0,0.0,9.399999999999977,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:06,,84.0,9.0,21.5,75.0,140.0,23.5,76.0,328.54,6.071,3.0,50.5187581,-84.8041298,6.071,50.0,23.0,9.399999999999977,0.0,0.0,9.399999999999977,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:07,,83.0,9.0,23.0,78.0,147.0,24.0,76.5,335.17,6.468,3.0,50.5188016,-84.8040517,6.468,51.0,23.0,9.399999999999977,0.0,0.0,9.399999999999977,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:08,,81.0,9.0,23.5,79.0,161.0,23.5,77.0,341.68,6.492,3.0,50.5188426,-84.8039743,6.492,51.0,23.0,9.399999999999977,0.0,0.0,9.399999999999977,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:09,,81.0,10.0,22.5,75.5,177.0,22.5,77.0,347.97,6.4,3.0,50.5188877,-84.8039069,6.4,50.0,23.0,9.399999999999977,0.0,0.0,9.399999999999977,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:10,,81.0,10.0,21.5,72.0,174.0,21.5,77.0,354.55,6.562,3.0,50.5189377,-84.8038433,6.562,49.0,23.0,9.600000000000023,0.0,0.0,9.600000000000023,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:11,,80.0,10.0,20.5,69.5,163.0,22.5,79.0,360.79,6.351,3.0,50.5189851,-84.80378,6.351,49.0,23.0,9.600000000000023,0.0,0.0,9.600000000000023,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:12,,79.0,10.0,19.5,67.0,164.0,23.5,81.0,366.64,5.989,3.0,50.5190304,-84.8037167,5.989,51.0,23.0,9.600000000000023,0.0,0.0,9.600000000000023,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:13,,78.0,10.0,18.5,64.5,164.0,24.5,83.0,373.1,6.278,3.0,50.5190809,-84.8036523,6.278,52.0,23.0,9.800000000000011,0.0,0.0,9.800000000000011,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:14,,60.0,10.0,17.5,62.0,157.0,26.0,85.0,379.72,6.528,3.0,50.5191335,-84.8035883,6.528,51.0,23.0,9.800000000000011,0.0,0.0,9.800000000000011,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:15,,39.0,10.0,19.0,65.5,149.0,25.0,83.5,385.85,6.223,3.0,50.519179,-84.8035246,6.223,51.0,23.0,10.0,0.0,0.0,10.0,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:16,,18.0,10.0,20.5,69.5,142.0,24.5,80.5,391.44,5.753,3.0,50.5192197,-84.8034657,5.753,46.0,23.0,10.0,0.0,0.0,10.0,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:17,,0.0,10.0,22.5,74.0,0.0,23.5,78.0,396.32,5.094,3.0,50.5192586,-84.8034154,5.094,40.0,23.0,10.199999999999989,0.0,0.0,10.199999999999989,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:18,,0.0,10.0,24.0,78.5,0.0,22.5,75.5,400.66,4.529,3.0,50.5192928,-84.8033698,4.529,35.0,23.0,10.199999999999989,0.0,0.0,10.199999999999989,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:19,,0.0,10.0,26.0,83.0,0.0,21.5,73.0,404.23,3.824,3.0,50.5193153,-84.8033338,3.824,29.0,23.0,10.399999999999977,0.0,0.0,10.399999999999977,1.02,2022,7,7,0,3.18,257.0
2022-07-07 00:02:20,,12.0,10.0,27.5,87.5,6.0,20.5,70.5,407.0,3.045,3.0,50.5193288,-84.8033022,3.045,23.0,23.0,10.399999999999977,0.0,0.0,10.399999999999977,1.24,2022,7,7,0,3.18,257.0
2022-07-07 00:02:21,,72.0,10.0,29.5,91.5,27.0,19.5,67.5,409.8,2.855,3.0,50.5193404,-84.803261,2.855,17.0,23.0,10.399999999999977,0.0,0.0,10.399999999999977,1.33,2022,7,7,0,3.18,257.0
2022-07-07 00:02:22,,58.0,11.0,30.0,94.0,70.0,19.0,67.5,412.81,2.962,3.0,50.5193449,-84.8032153,2.962,12.0,23.0,10.399999999999977,0.0,0.0,10.399999999999977,1.43,2022,7,7,0,3.18,257.0
2022-07-07 00:02:23,,45.0,11.0,28.0,92.0,113.0,20.0,72.0,415.82,2.999,3.0,50.5193449,-84.8031746,2.999,21.0,23.0,10.600000000000023,1.0,0.0,10.600000000000023,1.55,2022,7,7,0,3.18,257.0
2022-07-07 00:02:24,,48.0,11.0,26.5,90.0,183.0,20.5,76.5,418.39,2.678,3.0,50.5193426,-84.803138,2.678,54.0,23.0,10.600000000000023,1.0,0.0,10.600000000000023,1.59,2022,7,7,0,3.18,257.0
2022-07-07 00:02:25,,54.0,11.0,24.5,88.5,311.0,21.0,81.0,420.73,2.425,3.0,50.5193312,-84.8031106,2.425,53.0,23.0,10.600000000000023,1.0,0.0,10.600000000000023,1.57,2022,7,7,0,3.18,257.0
2022-07-07 00:02:26,,59.0,12.0,22.5,86.5,320.0,21.5,85.0,423.52,2.69,3.0,50.519313,-84.8030832,2.69,53.0,23.0,10.600000000000023,1.0,0.0,10.600000000000023,1.46,2022,7,7,0,3.18,257.0
2022-07-07 00:02:27,,63.0,12.0,21.5,84.0,321.0,22.0,88.0,427.03,3.302,3.0,50.5192877,-84.803042,3.302,52.0,23.0,10.800000000000011,1.0,0.0,10.800000000000011,1.34,2022,7,7,0,3.18,257.0
2022-07-07 00:02:28,,67.0,12.0,20.5,80.0,323.0,23.0,88.0,431.45,4.149,3.0,50.5192538,-84.8029967,4.149,53.0,23.0,10.800000000000011,1.0,0.0,10.800000000000011,1.29,2022,7,7,0,3.18,257.0
2022-07-07 00:02:29,,70.0,13.0,20.0,76.0,335.0,23.5,88.0,436.63,4.924,3.0,50.5192151,-84.8029421,4.924,54.0,23.0,11.0,1.0,0.0,11.0,1.47,2022,7,7,0,3.18,257.0
2022-07-07 00:02:30,,71.0,13.0,19.5,72.0,277.0,24.5,87.5,441.88,5.159,3.0,50.5191788,-84.8028832,5.159,52.0,23.0,11.199999999999989,1.0,0.0,11.199999999999989,1.82,2022,7,7,0,3.18,257.0
2022-07-07 00:02:31,,70.0,13.0,19.0,68.0,219.0,25.0,87.5,447.03,5.198,3.0,50.5191433,-84.8028297,5.198,49.0,23.0,11.399999999999977,1.0,0.0,11.399999999999977,2.26,2022,7,7,0,3.18,257.0
2022-07-07 00:02:32,,68.0,13.0,19.0,66.0,195.0,25.0,86.5,452.66,5.514,3.0,50.5191019,-84.8027701,5.514,48.0,23.0,11.399999999999977,1.0,0.0,11.399999999999977,2.63,2022,7,7,0,3.18,257.0
2022-07-07 00:02:33,,67.0,13.0,23.0,77.0,147.0,23.0,78.0,458.06,5.376,3.0,50.5190693,-84.8027049,5.376,48.0,23.0,11.600000000000023,1.0,0.0,11.600000000000023,2.84,2022,7,7,0,3.18,257.0
2022-07-07 00:02:34,,67.0,14.0,18.5,70.0,146.0,24.5,77.0,463.01,5.067,3.0,50.5190422,-84.8026463,5.067,47.0,23.0,11.800000000000011,2.0,0.0,11.800000000000011,2.89,2022,7,7,0,3.18,257.0
2022-07-07 00:02:35,,66.0,14.0,16.5,67.5,146.0,25.5,77.5,467.58,4.695,3.0,50.5190126,-84.8025963,4.695,47.0,23.0,11.800000000000011,2.0,0.0,11.800000000000011,2.84,2022,7,7,0,3.18,257.0
2022-07-07 00:02:36,,63.0,14.0,17.0,69.0,143.0,25.0,77.5,471.61,4.2,3.0,50.5189854,-84.8025509,4.2,48.0,23.0,12.0,2.0,0.0,12.0,2.69,2022,7,7,0,3.18,257.0
2022-07-07 00:02:37,,47.0,14.0,18.0,70.5,128.0,25.0,78.0,474.87,3.656,3.0,50.5189636,-84.8025119,3.656,49.0,23.0,12.0,2.0,0.0,12.0,2.49,2022,7,7,0,3.18,257.0
2022-07-07 00:02:38,,31.0,14.0,18.5,72.0,114.0,24.5,78.5,477.38,2.821,3.0,50.5189475,-84.8024798,2.821,50.0,23.0,12.0,2.0,0.0,12.0,2.21,2022,7,7,0,3.18,257.0
2022-07-07 00:02:39,,14.0,14.0,19.5,73.0,100.0,24.5,79.0,479.68,2.311,3.0,50.518933,-84.8024507,2.311,51.0,23.0,12.0,2.0,0.0,12.0,1.94,2022,7,7,0,3.18,257.0
2022-07-07 00:02:40,,0.0,14.0,20.0,74.5,0.0,24.5,79.5,481.51,1.963,3.0,50.5189239,-84.802428,1.963,52.0,23.0,12.0,2.0,0.0,12.0,1.65,2022,7,7,0,3.18,257.0
2022-07-07 00:02:41,,0.0,14.0,21.0,76.0,0.0,24.0,80.0,482.98,1.596,3.0,50.5189149,-84.8024144,1.596,53.0,23.0,12.0,2.0,0.0,12.0,1.37,2022,7,7,0,3.18,257.0
2022-07-07 00:02:42,,0.0,14.0,21.5,77.5,0.0,24.0,80.5,483.72,0.769,3.0,50.5189058,-84.8024008,0.769,54.0,23.0,12.0,2.0,0.0,12.0,1.12,2022,7,7,0,3.18,257.0
2022-07-07 00:02:43,,0.0,14.0,22.5,79.0,0.0,23.5,81.0,483.72,0.14,3.0,50.5189035,-84.8023916,0.14,55.0,23.0,12.0,2.0,0.0,12.0,0.88,2022,7,7,0,3.18,257.0
2022-07-07 00:02:44,,0.0,14.0,23.0,80.5,0.0,23.5,81.5,483.72,0.186,3.0,50.5189035,-84.8023916,0.186,56.0,23.0,12.0,2.0,0.0,12.0,0.11,2022,7,7,0,3.18,257.0
2022-07-07 00:02:45,,0.0,14.0,23.5,82.0,0.0,23.0,82.0,483.72,0.046,3.0,50.5189035,-84.8023916,0.046,58.0,23.0,12.0,2.0,0.0,12.0,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:46,,0.0,14.0,24.5,83.5,0.0,23.0,82.5,488.0,3.217,3.0,50.5188786,-84.8023418,3.217,59.0,23.0,12.0,2.0,0.0,12.0,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:47,,0.0,14.0,25.0,85.0,0.0,23.0,82.5,494.04,5.335,3.0,50.5188444,-84.8022689,5.335,60.0,23.0,12.0,2.0,0.0,12.0,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:48,,25.0,14.0,26.0,86.5,17.0,22.5,83.0,497.83,4.175,3.0,50.5188238,-84.8022232,4.175,61.0,23.0,12.0,2.0,0.0,12.0,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:49,,38.0,14.0,26.5,88.0,155.0,22.5,83.5,502.14,4.273,3.0,50.5187965,-84.802173,4.273,62.0,23.0,12.0,2.0,0.0,12.0,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:50,,42.0,14.0,27.5,89.5,189.0,22.0,84.0,506.72,4.507,3.0,50.5187647,-84.8021186,4.507,55.0,23.0,11.800000000000011,2.0,0.0,11.800000000000011,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:51,,46.0,15.0,28.0,90.5,222.0,21.5,85.0,511.06,4.387,3.0,50.5187349,-84.8020728,4.387,51.0,23.0,11.800000000000011,2.0,0.0,11.800000000000011,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:52,,50.0,15.0,27.5,91.0,256.0,17.0,88.0,515.01,4.043,3.0,50.5187075,-84.8020316,4.043,50.0,23.0,11.600000000000023,2.0,0.0,11.600000000000023,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:53,,38.0,15.0,27.5,91.0,239.0,12.5,91.0,518.74,3.814,3.0,50.5186826,-84.8019863,3.814,48.0,23.0,11.399999999999977,2.0,0.0,11.399999999999977,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:54,,17.0,15.0,27.0,91.5,175.0,8.0,94.5,522.19,3.588,3.0,50.5186626,-84.8019419,3.588,47.0,23.0,11.399999999999977,2.0,0.0,11.399999999999977,0.0,2022,7,7,0,3.18,257.0
2022-07-07 00:02:55,,82.0,16.0,27.0,91.5,218.0,3.5,97.5,526.07,3.826,3.0,50.5186424,-84.8018925,3.826,50.0,23.0,11.199999999999989,2.0,1.0,11.199999999999989,-1.35,2022,7,7,0,3.18,257.0
2022-07-07 00:02:56,,93.0,16.0,26.0,91.0,449.0,1.5,99.0,531.25,4.781,3.0,50.518612,-84.8018315,4.781,47.0,23.0,11.199999999999989,2.0,1.0,11.199999999999989,-1.9,2022,7,7,0,3.18,257.0
2022-07-07 00:02:57,,103.0,17.0,21.0,84.0,555.0,10.0,92.0,537.42,5.808,3.0,50.5185707,-84.8017628,5.808,37.0,23.0,11.0,2.0,1.0,11.0,-2.26,2022,7,7,0,3.18,257.0
2022-07-07 00:02:58,,99.0,17.0,16.0,77.5,384.0,18.5,85.5,544.56,6.827,3.0,50.5185185,-84.8016856,6.827,46.0,23.0,11.0,2.0,1.0,11.0,-2.52,2022,7,7,0,3.18,257.0
2022-07-07 00:02:59,,96.0,18.0,22.0,86.5,332.0,20.0,78.5,552.81,7.892,3.0,50.5184547,-84.8015991,7.892,50.0,23.0,11.0,2.0,1.0,11.0,-2.53,2022,7,7,0,3.18,257.0
2022-07-07 00:03:00,,96.0,18.0,27.5,92.0,403.0,21.0,81.5,563.48,9.977,3.0,50.5183773,-84.8014852,9.977,43.0,23.0,11.0,2.0,1.0,11.0,-2.26,2022,7,7,0,3.18,257.0
2022-07-07 00:03:01,,81.0,18.0,24.0,83.0,385.0,26.0,93.0,575.69,11.651,4.0,50.5182906,-84.8013529,11.651,35.0,23.0,10.800000000000011,2.0,1.0,10.800000000000011,-1.82,2022,7,7,0,3.18,257.0
2022-07-07 00:03:02,,55.0,18.0,25.0,84.5,273.0,23.0,82.5,586.95,11.393,4.0,50.5182091,-84.8012351,11.393,36.0,23.0,10.800000000000011,2.0,1.0,10.800000000000011,-1.31,2022,7,7,0,3.18,257.0
2022-07-07 00:03:03,,29.0,18.0,25.5,86.0,162.0,20.0,71.5,597.42,10.704,3.0,50.5181318,-84.8011261,10.704,37.0,23.0,10.600000000000023,2.0,1.0,10.600000000000023,-0.94,2022,7,7,0,3.18,257.0
2022-07-07 00:03:04,,2.0,18.0,26.5,87.5,0.0,17.0,60.5,609.18,11.468,3.0,50.5180472,-84.8009979,11.468,38.0,23.0,10.600000000000023,2.0,1.0,10.600000000000023,-0.76,2022,7,7,0,3.18,257.0
2022-07-07 00:03:05,,0.0,18.0,27.0,89.0,0.0,14.0,49.5,621.03,11.8,3.0,50.5179637,-84.8008716,11.8,39.0,23.0,10.399999999999977,2.0,2.0,10.399999999999977,-0.7,2022,7,7,0,3.18,257.0
2022-07-07 00:03:06,,0.0,18.0,28.0,91.0,0.0,11.0,39.0,630.88,10.453,3.0,50.5178947,-84.800765,10.453,40.0,23.0,10.199999999999989,2.0,2.0,10.199999999999989,-0.73,2022,7,7,0,3.18,257.0
2022-07-07 00:03:07,,0.0,18.0,28.5,92.5,0.0,8.0,28.0,640.57,9.958,3.0,50.5178335,-84.800648,9.958,41.0,23.0,10.0,2.0,2.0,10.0,-0.8,2022,7,7,0,3.18,257.0
