altitude,cadence,calories,distance,enhanced_altitude,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,timestamp,ascent,battery_soc,descent,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
56.200000000000045,94,11,418.52,56.200000000000045,7.433,2,50.5329259,-84.8163638,249,7.433,2023-03-16 22:10:17,0.0,,0.0,0.0,29.5,56.0,91.5,25.0,86.0,14.0,2023,3,16,22,4.9,51.0
56.200000000000045,94,11,426.55,56.200000000000045,7.461,2,50.5328449,-84.8163188,247,7.461,2023-03-16 22:10:18,1.0,,0.0,0.99,28.5,57.0,91.0,25.0,84.5,14.0,2023,3,16,22,4.9,51.0
56.39999999999998,95,11,433.89,56.39999999999998,7.556,2,50.5327736,-84.8162831,250,7.556,2023-03-16 22:10:19,1.0,,0.0,1.14,29.5,58.0,92.5,22.5,78.5,14.0,2023,3,16,22,4.9,51.0
56.60000000000002,91,11,442.79,56.60000000000002,7.583,2,50.5326849,-84.8162274,254,7.583,2023-03-16 22:10:20,1.0,,0.0,1.25,29.5,61.0,92.5,24.0,84.0,14.0,2023,3,16,22,4.9,51.0
56.799999999999955,91,12,451.49,56.799999999999955,7.731,2,50.5325976,-84.8161814,273,7.731,2023-03-16 22:10:21,1.0,,0.0,1.37,30.0,58.0,92.5,25.0,89.0,14.0,2023,3,16,22,4.9,51.0
57.0,92,12,459.42,57.0,8.111,2,50.5325172,-84.8161457,263,8.111,2023-03-16 22:10:22,1.0,,0.0,1.52,29.5,56.0,91.5,25.0,90.0,14.0,2023,3,16,22,4.9,51.0
57.200000000000045,93,12,467.81,57.200000000000045,8.367,2,50.5324352,-84.8161003,256,8.367,2023-03-16 22:10:23,2.0,,0.0,1.67,28.0,56.0,89.5,24.5,87.0,14.0,2023,3,16,22,4.9,51.0
57.200000000000045,93,13,476.01,57.200000000000045,8.194,2,50.5323521,-84.8160541,253,8.194,2023-03-16 22:10:24,2.0,,0.0,1.77,27.0,56.0,88.0,23.5,84.0,14.0,2023,3,16,22,4.9,51.0
57.39999999999998,94,13,483.83,57.39999999999998,7.976,2,50.5322755,-84.816018,246,7.976,2023-03-16 22:10:25,2.0,,0.0,1.82,26.0,54.0,86.0,23.0,81.5,14.0,2023,3,16,22,4.9,51.0
57.39999999999998,95,13,492.08,57.39999999999998,8.148,2,50.532189,-84.8159816,238,8.148,2023-03-16 22:10:26,2.0,,0.0,1.82,25.0,53.0,84.0,22.0,78.5,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,96,13,500.42,57.60000000000002,8.292,2,50.5321071,-84.8159362,241,8.292,2023-03-16 22:10:27,2.0,,0.0,1.75,24.5,52.0,83.5,21.5,77.0,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,97,13,508.68,57.60000000000002,8.29,2,50.532025,-84.8158906,236,8.29,2023-03-16 22:10:28,2.0,,0.0,1.66,26.0,53.0,85.0,21.5,78.0,13.0,2023,3,16,22,4.9,51.0
57.799999999999955,97,14,516.99,57.799999999999955,8.223,2,50.5319384,-84.815854,225,8.223,2023-03-16 22:10:29,2.0,,0.0,1.48,27.5,54.0,86.5,21.5,79.0,13.0,2023,3,16,22,4.9,51.0
57.799999999999955,96,14,525.18,57.799999999999955,8.314,2,50.5318576,-84.81582,211,8.314,2023-03-16 22:10:30,3.0,,0.0,1.32,27.5,51.0,87.0,22.0,79.5,13.0,2023,3,16,22,4.9,51.0
58.0,95,14,534.15,58.0,8.331,2,50.5317662,-84.8157726,190,8.331,2023-03-16 22:10:31,3.0,,0.0,1.15,28.0,51.0,87.5,22.5,80.5,13.0,2023,3,16,22,4.9,51.0
58.0,92,14,543.02,58.0,8.457,2,50.5316729,-84.8157259,201,8.457,2023-03-16 22:10:32,3.0,,0.0,1.01,28.5,54.0,88.0,23.0,81.5,13.0,2023,3,16,22,4.9,51.0
58.0,90,14,551.97,58.0,8.474,2,50.5315843,-84.8156796,203,8.474,2023-03-16 22:10:33,3.0,,0.0,0.87,28.5,58.0,89.0,24.0,82.5,13.0,2023,3,16,22,4.9,51.0
58.0,88,15,560.9,58.0,8.646,2,50.531496,-84.815642,199,8.646,2023-03-16 22:10:34,3.0,,0.0,0.08,29.0,62.0,89.5,24.5,83.0,13.0,2023,3,16,22,4.9,51.0
58.0,87,15,569.48,58.0,8.815,2,50.531406,-84.8155973,220,8.815,2023-03-16 22:10:35,3.0,,0.0,0.0,29.0,64.0,90.0,25.0,84.0,13.0,2023,3,16,22,4.9,51.0
58.0,90,15,577.77,58.0,8.996,2,50.5313251,-84.8155632,265,8.996,2023-03-16 22:10:36,3.0,,0.0,0.0,29.5,56.0,90.5,25.5,85.0,13.0,2023,3,16,22,4.9,51.0
58.0,91,15,587.36,58.0,9.043,2,50.5312272,-84.8155144,277,9.043,2023-03-16 22:10:37,3.0,,0.0,0.0,30.0,51.0,91.5,26.0,86.0,13.0,2023,3,16,22,4.9,51.0
58.0,92,16,596.3,58.0,9.2,2,50.5311375,-84.8154696,266,9.2,2023-03-16 22:10:38,3.0,,0.0,0.0,32.0,52.0,93.0,25.0,86.0,13.0,2023,3,16,22,4.9,51.0
58.0,93,16,605.12,58.0,9.209,2,50.531046,-84.8154261,257,9.209,2023-03-16 22:10:39,3.0,,0.0,0.0,29.0,53.0,91.5,22.0,81.5,13.0,2023,3,16,22,4.9,51.0
58.0,94,16,614.48,58.0,9.239,2,50.5309517,-84.8153789,224,9.239,2023-03-16 22:10:40,3.0,,0.0,0.0,26.5,54.0,86.0,20.5,76.0,13.0,2023,3,16,22,4.9,51.0
57.799999999999955,94,16,623.64,57.799999999999955,9.275,2,50.5308608,-84.8153338,202,9.275,2023-03-16 22:10:41,3.0,,0.0,0.0,24.5,61.0,79.5,19.0,69.5,13.0,2023,3,16,22,4.9,51.0
58.0,94,16,632.65,58.0,9.31,2,50.5307689,-84.8152988,176,9.31,2023-03-16 22:10:42,3.0,,0.0,0.0,22.0,62.0,73.5,17.5,63.5,13.0,2023,3,16,22,4.9,51.0
57.799999999999955,94,17,642.34,57.799999999999955,9.32,2,50.5306687,-84.8152507,168,9.32,2023-03-16 22:10:43,3.0,,0.0,0.0,20.5,58.0,68.5,16.5,58.0,13.0,2023,3,16,22,4.9,51.0
57.799999999999955,95,17,651.7,57.799999999999955,9.348,2,50.5305769,-84.8151962,179,9.348,2023-03-16 22:10:44,3.0,,0.0,0.0,25.0,54.0,80.5,16.5,58.0,13.0,2023,3,16,22,4.9,51.0
57.799999999999955,94,17,660.92,57.799999999999955,9.354,2,50.5304817,-84.8151509,189,9.354,2023-03-16 22:10:45,3.0,,0.0,0.0,24.5,56.0,79.0,20.0,69.0,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,94,17,670.35,57.60000000000002,9.339,2,50.5303863,-84.8151053,169,9.339,2023-03-16 22:10:46,3.0,,0.0,0.0,23.5,55.0,74.5,21.5,75.0,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,94,17,679.49,57.60000000000002,9.318,2,50.5302947,-84.8150595,164,9.318,2023-03-16 22:10:47,3.0,,0.0,0.0,22.0,56.0,69.0,18.0,68.0,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,94,18,688.55,57.60000000000002,9.315,2,50.5302055,-84.815015,162,9.315,2023-03-16 22:10:48,3.0,,0.0,0.0,22.0,63.0,70.0,17.0,65.0,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,94,18,697.7,57.60000000000002,9.396,2,50.530111,-84.81497,165,9.396,2023-03-16 22:10:49,3.0,,0.0,0.0,22.0,59.0,71.0,16.5,62.0,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,94,18,707.23,57.60000000000002,9.385,2,50.5300144,-84.814924,181,9.385,2023-03-16 22:10:50,3.0,,0.0,0.0,22.0,56.0,72.0,18.0,65.0,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,95,18,716.58,57.60000000000002,9.371,2,50.5299197,-84.8148789,184,9.371,2023-03-16 22:10:51,3.0,,0.0,0.0,23.0,60.0,75.5,20.0,70.0,13.0,2023,3,16,22,4.9,51.0
57.39999999999998,95,18,726.23,57.39999999999998,9.386,2,50.5298221,-84.8148323,192,9.386,2023-03-16 22:10:52,3.0,,0.0,0.0,23.5,61.0,82.5,19.0,70.0,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,95,19,735.45,57.60000000000002,9.383,2,50.5297312,-84.814787,215,9.383,2023-03-16 22:10:53,3.0,,0.0,0.0,24.0,52.0,81.0,21.0,75.0,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,95,19,744.71,57.60000000000002,9.405,2,50.5296362,-84.8147417,232,9.405,2023-03-16 22:10:54,3.0,,0.0,0.0,24.5,48.0,80.0,23.0,79.5,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,95,19,754.2,57.60000000000002,9.401,2,50.5295406,-84.8146961,240,9.401,2023-03-16 22:10:55,3.0,,0.0,0.0,24.0,51.0,79.0,24.0,82.0,13.0,2023,3,16,22,4.9,51.0
57.39999999999998,95,19,763.53,57.39999999999998,9.415,2,50.5294491,-84.8146501,229,9.415,2023-03-16 22:10:56,3.0,,0.0,0.0,22.5,55.0,76.5,22.5,81.0,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,95,19,772.89,57.60000000000002,9.424,2,50.5293531,-84.8145957,221,9.424,2023-03-16 22:10:57,3.0,,0.0,0.0,20.5,59.0,73.0,19.0,75.5,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,96,20,782.31,57.60000000000002,9.507,2,50.5292581,-84.8145504,223,9.507,2023-03-16 22:10:58,3.0,,0.0,0.0,24.5,61.0,82.0,22.5,82.5,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,97,20,791.87,57.60000000000002,9.635,2,50.5291622,-84.8145044,235,9.635,2023-03-16 22:10:59,3.0,,0.0,0.0,29.0,49.0,91.0,26.0,89.5,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,97,20,801.22,57.60000000000002,9.639,2,50.5290684,-84.814451,235,9.639,2023-03-16 22:11:00,3.0,,0.0,0.0,28.0,56.0,87.0,22.5,78.0,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,97,20,810.98,57.60000000000002,9.61,2,50.5289717,-84.814405,206,9.61,2023-03-16 22:11:01,3.0,,0.0,0.0,23.5,54.0,74.5,17.5,65.5,13.0,2023,3,16,22,4.9,51.0
57.60000000000002,97,20,820.43,57.60000000000002,9.565,2,50.5288764,-84.8143596,187,9.565,2023-03-16 22:11:02,3.0,,0.0,0.0,20.0,51.0,62.0,20.0,71.5,13.0,2023,3,16,22,4.9,51.0
57.39999999999998,69,21,829.96,57.39999999999998,9.342,2,50.5287794,-84.8143133,139,9.342,2023-03-16 22:11:03,3.0,,0.0,0.0,18.0,61.0,54.0,22.0,77.5,13.0,2023,3,16,22,4.9,51.0
57.39999999999998,72,21,839.33,57.39999999999998,9.365,2,50.5286844,-84.8142681,114,9.365,2023-03-16 22:11:04,3.0,,0.0,0.0,25.5,58.0,74.5,13.0,46.0,13.0,2023,3,16,22,4.9,51.0
57.39999999999998,76,21,848.57,57.39999999999998,9.367,2,50.5285903,-84.8142233,159,9.367,2023-03-16 22:11:05,3.0,,0.0,0.0,28.5,52.0,84.5,17.0,58.0,13.0,2023,3,16,22,4.9,51.0
57.39999999999998,78,21,857.9,57.39999999999998,9.37,2,50.5284936,-84.8141772,180,9.37,2023-03-16 22:11:06,3.0,,0.0,0.0,28.5,53.0,86.5,25.5,84.5,13.0,2023,3,16,22,4.9,51.0
57.39999999999998,79,21,867.38,57.39999999999998,9.495,2,50.5283974,-84.8141315,191,9.495,2023-03-16 22:11:07,3.0,,0.0,0.0,28.5,55.0,89.5,25.5,83.5,13.0,2023,3,16,22,4.9,51.0
57.39999999999998,81,22,876.6,57.39999999999998,9.479,2,50.528304,-84.814087,195,9.479,2023-03-16 22:11:08,3.0,,0.0,0.0,29.0,50.0,91.0,25.0,81.5,13.0,2023,3,16,22,4.9,51.0
57.200000000000045,82,22,886.32,57.200000000000045,9.516,2,50.5282061,-84.8140404,216,9.516,2023-03-16 22:11:09,3.0,,0.0,0.0,29.5,58.0,92.0,24.0,80.0,13.0,2023,3,16,22,4.9,51.0
57.0,83,22,895.88,57.0,9.692,2,50.5281115,-84.8139953,220,9.692,2023-03-16 22:11:10,3.0,,0.0,0.0,28.5,56.0,90.5,24.0,79.0,13.0,2023,3,16,22,4.9,51.0
57.0,83,22,905.53,57.0,9.737,2,50.5280153,-84.8139492,227,9.737,2023-03-16 22:11:11,3.0,,0.0,0.0,27.0,54.0,87.0,24.5,80.0,13.0,2023,3,16,22,4.9,51.0
56.799999999999955,84,22,915.36,56.799999999999955,9.896,2,50.5279151,-84.813895,226,9.896,2023-03-16 22:11:12,3.0,,0.0,0.0,25.5,55.0,85.0,25.0,85.0,13.0,2023,3,16,22,4.9,51.0
56.60000000000002,85,23,925.08,56.60000000000002,10.015,2,50.5278156,-84.8138498,222,10.015,2023-03-16 22:11:13,3.0,,0.0,0.0,26.0,56.0,88.0,24.5,81.5,13.0,2023,3,16,22,4.9,51.0
56.39999999999998,87,23,935.37,56.39999999999998,10.131,2,50.5277104,-84.8138036,219,10.131,2023-03-16 22:11:14,3.0,,0.0,0.0,22.0,55.0,77.5,23.0,77.0,13.0,2023,3,16,22,4.9,51.0
56.39999999999998,87,23,945.47,56.39999999999998,10.263,2,50.5276096,-84.8137491,182,10.263,2023-03-16 22:11:15,3.0,,0.0,0.0,19.0,53.0,68.0,22.5,75.0,13.0,2023,3,16,22,4.9,51.0
56.0,85,23,955.56,56.0,10.262,2,50.5275073,-84.8137044,148,10.262,2023-03-16 22:11:16,3.0,,0.0,0.0,17.5,53.0,62.0,20.5,71.0,13.0,2023,3,16,22,4.9,51.0
