timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,temperature,cadence,calories,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
2022-10-07 20:59:45,,64.08,6.825,3.0,50.5133477,-84.8139569,6.825,25.0,95.0,1.0,24.5,87.5,212.0,23.5,75.0,56.0,,,,,,2022,10,7,20,4.55,199.0
2022-10-07 20:59:46,,71.17,7.034,3.0,50.5133796,-84.8138574,7.034,25.0,93.0,1.0,23.5,87.5,200.0,23.0,73.0,58.0,,,,,,2022,10,7,20,4.55,199.0
2022-10-07 20:59:47,,78.61,7.308,3.0,50.5134161,-84.8137655,7.308,25.0,90.0,1.0,22.5,87.0,188.0,23.5,74.0,61.0,,,,,,2022,10,7,20,4.55,199.0
2022-10-07 20:59:48,,86.14,7.457,3.0,50.5134484,-84.8136652,7.457,25.0,95.0,1.0,23.0,86.5,207.0,24.5,79.0,58.0,,,,,,2022,10,7,20,4.55,199.0
2022-10-07 20:59:49,,93.56,7.53,3.0,50.5134873,-84.81357,7.53,25.0,97.0,2.0,23.5,86.0,223.0,26.0,84.5,51.0,,,,,,2022,10,7,20,4.55,199.0
2022-10-07 20:59:50,,101.7,7.957,3.0,50.5135253,-84.813466,7.957,25.0,95.0,2.0,24.0,89.0,198.0,23.5,78.5,57.0,,,,,,2022,10,7,20,4.55,199.0
2022-10-07 20:59:51,,109.61,7.882,3.0,50.5135665,-84.813365,7.882,25.0,95.0,2.0,25.5,91.5,215.0,24.0,78.5,61.0,,,,,,2022,10,7,20,4.55,199.0
2022-10-07 20:59:52,,118.08,8.337,3.0,50.5136077,-84.8132564,8.337,25.0,96.0,2.0,24.0,88.5,228.0,24.5,80.5,63.0,,,,,,2022,10,7,20,4.55,199.0
2022-10-07 20:59:53,,126.55,8.528,3.0,50.5136614,-84.8131578,8.528,25.0,97.0,3.0,19.0,81.5,214.0,23.0,80.0,63.0,,,,,,2022,10,7,20,4.55,199.0
2022-10-07 20:59:54,,135.48,8.197,3.0,50.5137122,-84.8130473,8.197,25.0,94.0,3.0,21.0,80.5,199.0,22.0,77.0,63.0,,,,,,2022,10,7,20,4.55,199.0
2022-10-07 20:59:55,,143.46,8.285,3.0,50.5137609,-84.8129498,8.285,25.0,86.0,3.0,23.5,79.5,185.0,21.0,74.5,59.0,,,,,,2022,10,7,20,4.55,199.0
2022-10-07 20:59:56,,151.03,7.918,3.0,50.5137984,-84.8128496,7.918,25.0,70.0,3.0,22.5,75.5,138.0,20.5,71.0,69.0,,,,,,2022,10,7,20,4.55,199.0
2022-10-07 20:59:57,,159.86,7.903,3.0,50.5138444,-84.8127461,7.903,25.0,95.0,3.0,22.0,75.0,125.0,20.0,66.5,58.0,,,,,,2022,10,7,20,4.55,199.0
2022-10-07 20:59:58,,167.45,7.925,3.0,50.5138877,-84.8126509,7.925,25.0,95.0,3.0,22.5,80.5,147.0,18.0,62.0,54.0,,,,,,2022,10,7,20,4.55,199.0
2022-10-07 20:59:59,,176.15,8.308,3.0,50.5139305,-84.8125364,8.308,25.0,96.0,3.0,23.5,86.0,157.0,16.5,57.5,72.0,7.399999999999977,0.0,0.0,7.399999999999977,0.0,2022,10,7,20,4.55,199.0
2022-10-07 21:00:00,,184.24,8.511,3.0,50.5139653,-84.8124319,8.511,25.0,99.0,4.0,24.0,91.5,291.0,15.0,53.0,62.0,7.399999999999977,0.0,0.0,7.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:01,,193.2,8.859,3.0,50.5140082,-84.8123101,8.859,25.0,102.0,4.0,24.0,92.5,308.0,16.0,57.0,51.0,7.399999999999977,0.0,0.0,7.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:02,,202.23,8.865,3.0,50.5140667,-84.8122097,8.865,25.0,103.0,4.0,23.0,87.5,272.0,20.5,72.0,46.0,7.399999999999977,0.0,0.0,7.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:03,,211.57,8.68,3.0,50.5141217,-84.8120912,8.68,25.0,104.0,5.0,22.0,82.5,252.0,25.0,87.0,45.0,7.399999999999977,0.0,0.0,7.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:04,,220.5,8.775,3.0,50.5141672,-84.8119816,8.775,25.0,100.0,5.0,18.5,76.0,228.0,20.5,71.0,43.0,7.399999999999977,0.0,0.0,7.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:05,,229.24,8.855,3.0,50.5142084,-84.8118721,8.855,25.0,97.0,5.0,17.5,74.5,184.0,19.5,66.5,47.0,7.399999999999977,0.0,0.0,7.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:06,,238.09,8.826,3.0,50.5142542,-84.8117617,8.826,25.0,98.0,5.0,20.0,78.0,177.0,19.5,69.0,56.0,7.399999999999977,0.0,0.0,7.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:07,,247.0,8.79,3.0,50.5142997,-84.8116434,8.79,25.0,97.0,5.0,23.5,83.0,170.0,20.0,72.0,63.0,7.399999999999977,0.0,0.0,7.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:08,,255.87,8.826,3.0,50.5143449,-84.8115253,8.826,25.0,97.0,5.0,21.5,80.0,171.0,20.5,68.5,64.0,7.399999999999977,0.0,0.0,7.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:09,,264.68,8.814,3.0,50.5143816,-84.8114155,8.814,25.0,97.0,6.0,23.5,79.0,175.0,19.5,67.5,60.0,7.399999999999977,0.0,0.0,7.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:10,,274.57,8.963,6.0,50.5144282,-84.8112876,8.963,25.0,98.0,6.0,23.5,77.5,180.0,19.5,67.5,56.0,7.399999999999977,0.0,0.0,7.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:11,,285.69,8.551,5.0,50.5144956,-84.8111528,8.551,25.0,98.0,6.0,22.5,76.0,183.0,19.5,67.5,52.0,7.600000000000023,0.0,0.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:12,,294.89,8.516,4.0,50.5145501,-84.8110424,8.516,25.0,99.0,6.0,21.5,74.5,176.0,20.0,68.0,53.0,7.600000000000023,0.0,0.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:13,,303.67,8.493,4.0,50.5145954,-84.810925,8.493,25.0,98.0,6.0,20.5,73.0,171.0,20.0,68.5,59.0,7.600000000000023,0.0,0.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:14,,312.27,8.235,4.0,50.5146414,-84.8108161,8.235,25.0,98.0,7.0,21.5,78.0,162.0,21.5,72.0,65.0,7.600000000000023,0.0,0.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:15,,320.5,8.322,4.0,50.5146907,-84.8107248,8.322,25.0,98.0,7.0,21.0,79.0,165.0,19.5,69.5,57.0,7.600000000000023,0.0,0.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:16,,328.98,8.522,4.0,50.5147318,-84.8106074,8.522,25.0,98.0,7.0,20.5,78.5,163.0,18.0,65.0,57.0,7.600000000000023,0.0,0.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:17,,338.46,8.361,4.0,50.514786,-84.8104982,8.361,25.0,98.0,7.0,21.5,79.0,160.0,17.5,62.5,61.0,7.600000000000023,0.0,0.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:18,,346.85,7.87,4.0,50.5148267,-84.8103898,7.87,25.0,97.0,7.0,22.5,79.5,145.0,17.0,60.0,62.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:19,,354.95,7.906,4.0,50.5148677,-84.81028,7.906,25.0,85.0,7.0,22.5,76.0,139.0,17.0,59.0,63.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:20,,363.27,8.152,4.0,50.5149042,-84.8101711,8.152,25.0,59.0,7.0,20.5,73.5,133.0,17.0,58.5,54.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:21,,371.45,8.113,4.0,50.5149456,-84.8100704,8.113,25.0,33.0,7.0,16.0,74.0,128.0,16.5,57.0,41.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:22,,379.53,7.994,4.0,50.5149912,-84.8099702,7.994,25.0,7.0,7.0,11.5,74.5,122.0,16.0,56.0,29.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:23,,387.3,7.853,4.0,50.5150365,-84.8098703,7.853,25.0,2.0,7.0,7.0,75.0,0.0,15.5,54.5,16.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:24,,395.03,7.589,4.0,50.5150774,-84.8097798,7.589,25.0,13.0,7.0,2.5,75.5,10.0,15.0,53.0,3.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:25,,402.07,7.088,4.0,50.5151189,-84.8096985,7.088,25.0,21.0,7.0,3.0,76.0,20.0,13.0,47.5,3.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:26,,408.43,6.136,4.0,50.5151731,-84.8096353,6.136,25.0,21.0,7.0,8.5,76.5,22.0,10.0,37.0,8.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:27,,413.48,4.647,4.0,50.5152134,-84.8095899,4.647,25.0,21.0,7.0,14.5,77.0,24.0,7.5,26.5,12.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:28,,417.6,3.445,3.0,50.5152415,-84.8095445,3.445,25.0,21.0,7.0,20.5,77.5,26.0,4.5,16.0,16.0,8.0,0.0,0.0,8.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:29,,424.28,3.229,3.0,50.515304,-84.8094901,3.229,25.0,20.0,7.0,26.5,78.0,28.0,1.5,5.5,21.0,8.0,0.0,0.0,8.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:30,,427.12,3.688,3.0,50.5153172,-84.8094545,3.688,25.0,32.0,7.0,29.0,80.5,43.0,4.5,15.5,34.0,8.0,0.0,0.0,8.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:31,,430.04,3.109,3.0,50.5153126,-84.8094089,3.109,25.0,44.0,8.0,28.5,85.5,58.0,13.5,47.0,51.0,8.0,0.0,0.0,8.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:32,,433.2,3.114,3.0,50.5153073,-84.809362,3.114,25.0,54.0,8.0,28.0,90.5,117.0,23.0,78.5,63.0,8.0,0.0,0.0,8.0,0.1,2022,10,7,21,4.85,202.0
2022-10-07 21:00:33,,437.18,3.81,3.0,50.5152897,-84.8093179,3.81,25.0,67.0,8.0,29.0,93.5,153.0,26.0,87.0,57.0,8.0,0.0,0.0,8.0,0.56,2022,10,7,21,4.85,202.0
2022-10-07 21:00:34,,441.19,3.982,4.0,50.5152668,-84.8092632,3.982,25.0,84.0,8.0,28.5,93.5,221.0,27.0,90.0,58.0,8.0,0.0,0.0,8.0,0.49,2022,10,7,21,4.85,202.0
2022-10-07 21:00:35,,446.07,4.64,4.0,50.5152348,-84.8092081,4.64,25.0,90.0,8.0,27.0,92.0,243.0,27.0,90.5,59.0,8.0,0.0,0.0,8.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:36,,451.31,5.035,4.0,50.5152067,-84.8091429,5.035,25.0,92.0,9.0,25.5,89.5,233.0,27.0,89.5,59.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:37,,456.74,5.326,4.0,50.5151747,-84.8090788,5.326,25.0,94.0,9.0,22.5,86.5,224.0,26.0,85.5,58.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:38,,462.67,5.79,4.0,50.5151389,-84.8090063,5.79,25.0,92.0,9.0,16.0,74.5,155.0,21.0,75.5,56.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:39,,468.12,5.551,4.0,50.5151158,-84.8089343,5.551,25.0,80.0,9.0,15.0,62.0,106.0,12.0,46.0,48.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:40,,473.73,5.569,4.0,50.5150742,-84.8088699,5.569,24.0,65.0,9.0,17.5,56.0,91.0,2.5,12.5,38.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:41,,479.77,5.949,4.0,50.5150293,-84.8088072,5.949,24.0,50.0,9.0,12.5,63.0,75.0,1.5,23.0,28.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:42,,485.42,5.737,3.0,50.5149884,-84.8087525,5.737,24.0,35.0,9.0,7.5,70.5,59.0,1.0,33.0,16.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:43,,491.25,5.776,3.0,50.5149428,-84.8086882,5.776,24.0,20.0,9.0,2.5,77.5,44.0,0.5,43.5,4.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:44,,496.65,5.507,3.0,50.514907,-84.8086245,5.507,24.0,82.0,9.0,12.0,85.0,71.0,8.0,54.0,36.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:45,,501.62,5.131,3.0,50.51489,-84.8085603,5.131,24.0,67.0,9.0,30.0,89.0,130.0,15.5,69.5,62.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:46,,506.67,5.994,3.0,50.5149087,-84.8084879,5.994,24.0,76.0,10.0,29.5,83.5,158.0,0.0,100.0,62.0,7.600000000000023,0.0,0.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:47,,512.27,6.571,3.0,50.514941,-84.8084247,6.571,24.0,92.0,10.0,26.5,90.0,160.0,0.0,100.0,68.0,7.600000000000023,0.0,0.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:48,,518.12,6.34,3.0,50.5149914,-84.8083698,6.34,24.0,97.0,10.0,25.0,88.5,231.0,0.0,100.0,62.0,7.600000000000023,0.0,0.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:49,,524.34,6.622,3.0,50.5150413,-84.8083152,6.622,24.0,100.0,10.0,22.5,83.0,221.0,9.5,90.5,61.0,7.600000000000023,0.0,0.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:50,,531.0,6.738,3.0,50.5150963,-84.808251,6.738,24.0,101.0,10.0,20.0,78.0,197.0,23.0,74.5,61.0,7.600000000000023,0.0,0.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:51,,537.75,6.758,3.0,50.5151509,-84.8081875,6.758,24.0,102.0,11.0,23.0,78.5,171.0,20.0,66.5,61.0,7.600000000000023,0.0,0.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:52,,544.65,6.733,3.0,50.5152096,-84.808124,6.733,24.0,101.0,11.0,23.5,80.5,152.0,20.0,67.5,61.0,7.600000000000023,0.0,0.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:53,,552.1,6.861,3.0,50.5152694,-84.8080529,6.861,24.0,96.0,11.0,23.0,86.0,148.0,20.5,70.0,61.0,7.600000000000023,0.0,0.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:54,,559.35,7.099,3.0,50.5153462,-84.8080426,7.099,24.0,91.0,11.0,23.5,89.0,172.0,22.5,74.5,61.0,7.600000000000023,0.0,0.0,7.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:55,,566.43,6.706,3.0,50.51541,-84.8079873,6.706,24.0,91.0,11.0,25.0,89.0,193.0,24.5,79.0,60.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:56,,573.58,6.731,3.0,50.515469,-84.8079142,6.731,24.0,91.0,11.0,24.0,86.0,187.0,25.0,83.5,59.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:57,,580.92,6.954,3.0,50.5155196,-84.8078407,6.954,24.0,91.0,12.0,26.0,90.0,185.0,25.0,83.5,59.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:58,,588.21,6.957,3.0,50.515574,-84.8077591,6.957,24.0,91.0,12.0,25.0,87.5,188.0,24.0,80.0,61.0,7.800000000000011,0.0,0.0,7.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:00:59,,595.91,7.08,3.0,50.5156283,-84.8076778,7.08,24.0,91.0,12.0,23.0,83.0,190.0,22.5,75.5,62.0,8.0,0.0,0.0,8.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:00,,603.06,7.055,3.0,50.5156822,-84.8076057,7.055,24.0,91.0,12.0,21.5,78.5,181.0,21.0,71.0,62.0,8.0,0.0,0.0,8.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:01,,610.39,6.908,3.0,50.5157331,-84.8075227,6.908,24.0,90.0,12.0,19.5,74.0,170.0,19.5,66.5,61.0,8.0,0.0,0.0,8.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:02,,617.19,6.74,3.0,50.5157825,-84.8074507,6.74,24.0,76.0,12.0,19.5,75.0,159.0,19.5,66.5,61.0,8.199999999999989,0.0,0.0,8.199999999999989,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:03,,624.02,6.556,3.0,50.5158282,-84.8073781,6.556,24.0,57.0,12.0,20.0,75.5,149.0,19.5,66.0,60.0,8.199999999999989,0.0,0.0,8.199999999999989,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:04,,630.53,5.999,3.0,50.5158828,-84.8073145,5.999,24.0,38.0,13.0,20.0,76.5,139.0,19.5,66.0,60.0,8.399999999999977,0.0,0.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:05,,636.55,5.634,3.0,50.5159326,-84.8072598,5.634,24.0,21.0,13.0,20.0,77.0,81.0,19.0,66.0,60.0,8.399999999999977,0.0,0.0,8.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:06,,642.54,5.737,3.0,50.5159738,-84.8071959,5.737,24.0,69.0,13.0,20.5,78.0,76.0,19.0,65.5,59.0,8.600000000000023,0.0,0.0,8.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:07,,648.06,5.422,3.0,50.5160185,-84.8071332,5.422,24.0,63.0,13.0,20.5,79.0,68.0,19.0,65.5,59.0,8.600000000000023,0.0,0.0,8.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:08,,653.21,4.895,3.0,50.5160509,-84.8070776,4.895,24.0,42.0,13.0,20.0,78.0,59.0,17.5,60.0,59.0,8.800000000000011,0.0,0.0,8.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:09,,657.88,4.562,3.0,50.5160822,-84.8070239,4.562,24.0,21.0,13.0,20.0,77.0,51.0,15.0,52.5,59.0,9.0,0.0,0.0,9.0,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:10,,662.39,4.188,3.0,50.5161094,-84.8069694,4.188,24.0,0.0,13.0,19.5,76.0,0.0,13.0,45.5,58.0,9.199999999999989,0.0,0.0,9.199999999999989,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:11,,666.31,4.073,3.0,50.5161371,-84.8069234,4.073,24.0,0.0,13.0,19.0,75.0,0.0,11.0,38.0,57.0,9.399999999999977,0.0,0.0,9.399999999999977,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:12,,669.77,3.655,3.0,50.5161594,-84.8068877,3.655,24.0,0.0,13.0,18.5,73.5,0.0,9.0,30.5,55.0,9.600000000000023,0.0,0.0,9.600000000000023,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:13,,672.59,2.985,3.0,50.516178,-84.806851,2.985,24.0,0.0,13.0,18.5,72.5,0.0,7.0,23.5,53.0,9.800000000000011,0.0,0.0,9.800000000000011,0.5,2022,10,7,21,4.85,202.0
2022-10-07 21:01:14,,674.94,2.506,3.0,50.5161963,-84.8068324,2.506,24.0,0.0,13.0,18.0,71.5,0.0,4.5,16.0,51.0,9.800000000000011,1.0,0.0,9.800000000000011,2.95,2022,10,7,21,4.85,202.0
2022-10-07 21:01:15,,677.19,2.313,3.0,50.5162144,-84.8068052,2.313,24.0,0.0,13.0,17.5,70.5,0.0,2.5,9.0,49.0,9.800000000000011,1.0,0.0,9.800000000000011,3.29,2022,10,7,21,4.85,202.0
2022-10-07 21:01:16,,679.7,2.48,3.0,50.5162324,-84.8067783,2.48,24.0,34.0,13.0,17.0,69.0,12.0,0.5,1.5,47.0,10.0,1.0,0.0,10.0,3.52,2022,10,7,21,4.85,202.0
2022-10-07 21:01:17,,682.83,3.048,3.0,50.5162545,-84.8067518,3.048,24.0,40.0,13.0,18.5,70.5,27.0,5.0,18.0,44.0,10.0,1.0,0.0,10.0,3.59,2022,10,7,21,4.85,202.0
2022-10-07 21:01:18,,686.11,3.127,3.0,50.5162787,-84.8067142,3.127,24.0,43.0,13.0,20.0,73.0,146.0,12.0,41.0,45.0,10.0,1.0,0.0,10.0,3.44,2022,10,7,21,4.85,202.0
2022-10-07 21:01:19,,689.66,3.516,3.0,50.5163137,-84.806688,3.516,24.0,44.0,13.0,20.0,72.5,158.0,17.0,59.0,47.0,10.199999999999989,1.0,0.0,10.199999999999989,3.19,2022,10,7,21,4.85,202.0
2022-10-07 21:01:20,,694.71,4.64,3.0,50.5163597,-84.8066512,4.64,24.0,55.0,14.0,16.0,67.0,208.0,19.0,66.0,47.0,10.0,1.0,0.0,10.0,2.78,2022,10,7,21,4.85,202.0
2022-10-07 21:01:21,,700.21,5.273,3.0,50.51641,-84.8066145,5.273,24.0,78.0,14.0,20.0,76.5,293.0,19.5,74.5,44.0,10.0,1.0,0.0,10.0,2.16,2022,10,7,21,4.85,202.0
2022-10-07 21:01:22,,706.4,5.898,3.0,50.5164657,-84.8065586,5.898,24.0,85.0,14.0,24.0,86.0,282.0,20.0,83.0,63.0,10.0,1.0,0.0,10.0,1.32,2022,10,7,21,4.85,202.0
2022-10-07 21:01:23,,713.13,6.504,3.0,50.5165205,-84.8064941,6.504,24.0,91.0,14.0,25.5,89.5,253.0,21.5,87.0,65.0,9.800000000000011,1.0,0.0,9.800000000000011,0.0,2022,10,7,21,4.85,202.0
2022-10-07 21:01:24,,720.39,7.075,3.0,50.5165705,-84.8064215,7.075,24.0,91.0,15.0,24.0,87.5,252.0,24.5,88.5,63.0,9.800000000000011,1.0,0.0,9.800000000000011,-0.09,2022,10,7,21,4.85,202.0
2022-10-07 21:01:25,,728.05,7.523,3.0,50.5166294,-84.8063398,7.523,24.0,94.0,15.0,23.0,85.5,228.0,27.0,89.5,64.0,9.600000000000023,1.0,0.0,9.600000000000023,-0.63,2022,10,7,21,4.85,202.0
2022-10-07 21:01:26,,735.78,7.703,3.0,50.5166886,-84.8062579,7.703,24.0,97.0,15.0,22.0,80.5,204.0,26.5,85.5,63.0,9.399999999999977,1.0,0.0,9.399999999999977,-1.06,2022,10,7,21,4.85,202.0
2022-10-07 21:01:27,,744.0,8.087,3.0,50.516748,-84.8061757,8.087,24.0,97.0,15.0,15.0,63.0,175.0,23.5,80.5,61.0,9.199999999999989,1.0,0.0,9.199999999999989,-1.4,2022,10,7,21,4.85,202.0
2022-10-07 21:01:28,,752.48,8.373,3.0,50.5168118,-84.8060847,8.373,24.0,95.0,15.0,11.5,56.5,117.0,20.5,73.0,70.0,9.0,1.0,1.0,9.0,-1.65,2022,10,7,21,4.85,202.0
2022-10-07 21:01:29,,760.79,8.339,3.0,50.5168752,-84.8060033,8.339,24.0,93.0,15.0,13.5,64.5,108.0,17.0,58.5,70.0,8.800000000000011,1.0,1.0,8.800000000000011,-1.82,2022,10,7,21,4.85,202.0
