altitude,distance,enhanced_altitude,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,ascent,battery_soc,descent,grade,temperature,cadence,calories,power,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,year,month,day,hour,wind_speed,wind_direction
41.799999999999955,139.54,41.799999999999955,4.153,2,50.5136227,-84.8126265,4.153,2022-08-23 16:33:06,1.0,,0.0,1.36,21.0,54.0,0.0,65.0,24.0,56.0,76.5,2.0,79.5,2022,8,23,16,1.2,180.0
41.799999999999955,143.89,41.799999999999955,4.294,2,50.51365,-84.8125799,4.294,2022-08-23 16:33:07,1.0,,0.0,1.08,21.0,55.0,0.0,79.0,19.0,50.0,66.5,10.5,84.0,2022,8,23,16,1.2,180.0
41.799999999999955,148.53,41.799999999999955,4.599,2,50.5136775,-84.812525,4.599,2022-08-23 16:33:08,1.0,,0.0,0.5,21.0,59.0,0.0,91.0,21.0,46.0,73.5,19.0,65.0,2022,8,23,16,1.2,180.0
41.799999999999955,153.41,41.799999999999955,5.09,2,50.5137069,-84.8124662,5.09,2022-08-23 16:33:09,1.0,,0.0,0.0,21.0,68.0,1.0,230.0,27.5,42.0,91.5,16.0,60.5,2022,8,23,16,1.2,180.0
41.60000000000002,159.57,41.60000000000002,5.542,2,50.5137462,-84.8123875,5.542,2022-08-23 16:33:10,1.0,,0.0,0.0,21.0,78.0,1.0,213.0,21.5,39.0,73.0,27.0,91.0,2022,8,23,16,1.2,180.0
41.60000000000002,165.01,41.60000000000002,5.471,2,50.5137768,-84.8123244,5.471,2022-08-23 16:33:11,1.0,,0.0,0.0,21.0,81.0,1.0,171.0,18.5,42.0,66.5,28.5,94.5,2022,8,23,16,1.2,180.0
41.39999999999998,170.26,41.39999999999998,5.278,2,50.5138004,-84.8122589,5.278,2022-08-23 16:33:12,1.0,,0.0,0.0,21.0,82.0,1.0,136.0,17.5,45.0,64.0,25.5,86.0,2022,8,23,16,1.2,180.0
41.39999999999998,175.68,41.39999999999998,5.372,2,50.5138276,-84.8121861,5.372,2022-08-23 16:33:13,1.0,,0.0,0.0,21.0,83.0,1.0,123.0,16.5,48.0,62.5,21.5,72.0,2022,8,23,16,1.2,180.0
41.39999999999998,181.43,41.39999999999998,5.699,2,50.5138551,-84.8121141,5.699,2022-08-23 16:33:14,1.0,,0.0,0.0,21.0,84.0,1.0,115.0,14.0,50.0,59.0,17.5,60.0,2022,8,23,16,1.2,180.0
41.39999999999998,187.42,41.39999999999998,5.906,2,50.513887,-84.8120403,5.906,2022-08-23 16:33:15,1.0,,0.0,0.0,21.0,84.0,1.0,106.0,16.0,48.0,63.0,17.5,60.5,2022,8,23,16,1.2,180.0
41.39999999999998,193.35,41.39999999999998,5.942,2,50.5139189,-84.8119592,5.942,2022-08-23 16:33:16,1.0,,0.0,0.0,21.0,85.0,1.0,98.0,18.0,47.0,67.0,17.5,60.5,2022,8,23,16,1.2,180.0
41.39999999999998,199.5,41.39999999999998,6.113,2,50.5139509,-84.8118863,6.113,2022-08-23 16:33:17,1.0,,0.0,0.0,21.0,86.0,2.0,93.0,19.5,47.0,70.5,17.0,61.0,2022,8,23,16,1.2,180.0
41.39999999999998,205.67,41.39999999999998,6.179,2,50.5139868,-84.8118054,6.179,2022-08-23 16:33:18,1.0,,0.0,0.0,21.0,86.0,2.0,89.0,21.5,53.0,74.5,17.0,61.0,2022,8,23,16,1.2,180.0
41.60000000000002,211.73,41.60000000000002,5.647,2,50.514019,-84.8117318,5.647,2022-08-23 16:33:19,1.0,,0.0,0.0,21.0,63.0,2.0,75.0,23.0,57.0,78.0,17.5,62.5,2022,8,23,16,1.2,180.0
41.60000000000002,217.97,41.60000000000002,5.849,2,50.5140515,-84.8116564,5.849,2022-08-23 16:33:20,1.0,,0.0,0.0,21.0,38.0,2.0,61.0,23.0,53.0,75.5,19.5,69.0,2022,8,23,16,1.2,180.0
41.60000000000002,224.09,41.60000000000002,5.982,2,50.5140837,-84.811576,5.982,2022-08-23 16:33:21,1.0,,0.0,0.0,21.0,87.0,2.0,78.0,22.5,49.0,73.5,22.0,76.0,2022,8,23,16,1.2,180.0
41.60000000000002,230.42,41.60000000000002,6.139,2,50.5141208,-84.811503,6.139,2022-08-23 16:33:22,1.0,,0.0,0.0,21.0,88.0,2.0,128.0,22.0,49.0,76.0,23.0,78.0,2022,8,23,16,1.2,180.0
41.60000000000002,236.83,41.60000000000002,6.15,2,50.5141612,-84.8114291,6.15,2022-08-23 16:33:23,1.0,,0.0,0.0,21.0,83.0,2.0,167.0,22.0,48.0,84.5,23.0,74.0,2022,8,23,16,1.2,180.0
41.799999999999955,243.4,41.799999999999955,6.488,2,50.5141983,-84.8113469,6.488,2022-08-23 16:33:24,1.0,,0.0,0.0,21.0,83.0,2.0,162.0,26.0,48.0,89.5,25.0,77.0,2022,8,23,16,1.2,180.0
41.799999999999955,250.03,41.799999999999955,6.46,2,50.514238,-84.8112641,6.46,2022-08-23 16:33:25,1.0,,0.0,0.0,21.0,83.0,2.0,145.0,19.5,47.0,68.5,20.0,68.5,2022,8,23,16,1.2,180.0
41.60000000000002,256.81,41.60000000000002,6.502,2,50.5142698,-84.8111743,6.502,2022-08-23 16:33:26,1.0,,0.0,0.0,21.0,84.0,3.0,122.0,14.5,50.0,53.5,15.5,58.0,2022,8,23,16,1.2,180.0
41.60000000000002,263.4,41.60000000000002,6.443,2,50.5143028,-84.8110922,6.443,2022-08-23 16:33:27,1.0,,0.0,0.0,21.0,85.0,3.0,100.0,13.5,52.0,49.0,14.0,52.5,2022,8,23,16,1.2,180.0
41.60000000000002,270.09,41.60000000000002,6.55,2,50.5143433,-84.8110101,6.55,2022-08-23 16:33:28,1.0,,0.0,0.0,21.0,86.0,3.0,89.0,15.5,55.0,52.5,15.0,53.0,2022,8,23,16,1.2,180.0
41.60000000000002,276.9,41.60000000000002,6.716,2,50.5143793,-84.8109281,6.716,2022-08-23 16:33:29,1.0,,0.0,0.0,21.0,86.0,3.0,93.0,15.0,58.0,51.5,15.5,54.5,2022,8,23,16,1.2,180.0
41.60000000000002,284.02,41.60000000000002,6.833,2,50.5144167,-84.8108361,6.833,2022-08-23 16:33:30,1.0,,0.0,0.0,21.0,86.0,3.0,109.0,15.0,69.0,50.5,16.0,56.0,2022,8,23,16,1.2,180.0
41.60000000000002,291.17,41.60000000000002,6.851,2,50.5144575,-84.8107455,6.851,2022-08-23 16:33:31,1.0,,0.0,0.0,21.0,88.0,3.0,143.0,14.5,57.0,49.5,16.5,57.5,2022,8,23,16,1.2,180.0
41.60000000000002,298.4,41.60000000000002,7.02,2,50.514498,-84.8106541,7.02,2022-08-23 16:33:32,1.0,,0.0,0.0,21.0,90.0,3.0,185.0,14.0,54.0,48.5,16.5,58.5,2022,8,23,16,1.2,180.0
41.60000000000002,305.48,41.60000000000002,6.95,2,50.5145332,-84.8105634,6.95,2022-08-23 16:33:33,1.0,,0.0,0.0,21.0,90.0,3.0,125.0,14.0,56.0,47.5,17.0,60.0,2022,8,23,16,1.2,180.0
41.39999999999998,312.33,41.39999999999998,6.5,2,50.5145604,-84.8104737,6.5,2022-08-23 16:33:34,1.0,,0.0,0.0,21.0,91.0,4.0,116.0,13.5,58.0,46.5,17.5,61.5,2022,8,23,16,1.2,180.0
41.39999999999998,318.92,41.39999999999998,6.283,2,50.5145878,-84.8103905,6.283,2022-08-23 16:33:35,1.0,,0.0,0.0,21.0,91.0,4.0,123.0,13.5,58.0,45.5,18.0,63.0,2022,8,23,16,1.2,180.0
41.39999999999998,325.59,41.39999999999998,6.377,2,50.5146184,-84.8103028,6.377,2022-08-23 16:33:36,1.0,,0.0,0.0,21.0,92.0,4.0,155.0,13.0,51.0,44.5,18.5,64.0,2022,8,23,16,1.2,180.0
41.39999999999998,332.55,41.39999999999998,6.555,2,50.514673,-84.8102369,6.555,2022-08-23 16:33:37,1.0,,0.0,0.0,22.0,92.0,4.0,178.0,12.5,46.0,43.5,18.5,65.5,2022,8,23,16,1.2,180.0
41.39999999999998,339.98,41.39999999999998,7.184,2,50.5147267,-84.8101566,7.184,2022-08-23 16:33:38,1.0,,0.0,0.0,22.0,85.0,4.0,163.0,12.5,43.0,42.5,19.0,67.0,2022,8,23,16,1.2,180.0
41.39999999999998,346.85,41.39999999999998,6.519,2,50.5147765,-84.8100823,6.519,2022-08-23 16:33:39,1.0,,0.0,0.0,22.0,74.0,4.0,129.0,12.0,39.0,41.5,19.5,68.5,2022,8,23,16,1.2,180.0
41.39999999999998,353.55,41.39999999999998,6.597,2,50.5148214,-84.8100016,6.597,2022-08-23 16:33:40,1.0,,0.0,0.0,22.0,59.0,4.0,82.0,10.0,25.0,51.5,17.5,62.5,2022,8,23,16,1.2,180.0
41.39999999999998,360.13,41.39999999999998,6.5,2,50.5148625,-84.8099285,6.5,2022-08-23 16:33:41,1.0,,0.0,0.0,22.0,41.0,4.0,65.0,7.5,26.0,63.0,15.5,55.5,2022,8,23,16,1.2,180.0
41.60000000000002,366.21,41.60000000000002,6.001,2,50.5149036,-84.8098567,6.001,2022-08-23 16:33:42,1.0,,0.0,0.0,22.0,23.0,4.0,48.0,5.5,28.0,74.0,13.5,49.0,2022,8,23,16,1.2,180.0
41.60000000000002,372.02,41.60000000000002,5.793,2,50.5149439,-84.8097931,5.793,2022-08-23 16:33:43,1.0,,0.0,0.0,22.0,6.0,4.0,31.0,3.0,30.0,85.0,11.5,42.5,2022,8,23,16,1.2,180.0
41.799999999999955,377.59,41.799999999999955,5.199,3,50.514981,-84.8097314,5.199,2022-08-23 16:33:44,1.0,,0.0,0.0,22.0,0.0,4.0,0.0,0.5,32.0,96.5,9.0,35.5,2022,8,23,16,1.2,180.0
41.799999999999955,382.44,41.799999999999955,4.595,3,50.5150207,-84.8096861,4.595,2022-08-23 16:33:45,1.0,,0.0,0.0,22.0,0.0,4.0,0.0,4.0,34.0,99.5,7.5,30.0,2022,8,23,16,1.2,180.0
41.60000000000002,386.74,41.60000000000002,3.985,2,50.5150532,-84.8096427,3.985,2022-08-23 16:33:46,1.0,,0.0,0.0,22.0,0.0,4.0,0.0,9.5,36.0,99.5,6.0,24.5,2022,8,23,16,1.2,180.0
41.60000000000002,390.45,41.60000000000002,2.879,2,50.5150873,-84.8096155,2.879,2022-08-23 16:33:47,1.0,,0.0,0.0,22.0,0.0,4.0,0.0,15.0,38.0,99.0,5.0,19.0,2022,8,23,16,1.2,180.0
41.60000000000002,393.16,41.60000000000002,2.345,2,50.515106,-84.8095882,2.345,2022-08-23 16:33:48,1.0,,0.0,0.0,22.0,0.0,4.0,0.0,21.0,41.0,98.5,3.5,14.0,2022,8,23,16,1.2,180.0
41.60000000000002,396.22,41.60000000000002,3.053,2,50.5151287,-84.8095589,3.053,2022-08-23 16:33:49,1.0,,0.0,0.0,22.0,0.0,4.0,0.0,26.5,43.0,98.0,2.0,8.5,2022,8,23,16,1.2,180.0
41.60000000000002,400.01,41.60000000000002,3.654,2,50.5151517,-84.8095117,3.654,2022-08-23 16:33:50,1.0,,0.0,0.0,22.0,28.0,4.0,16.0,32.0,45.0,97.5,1.0,3.0,2022,8,23,16,1.2,180.0
41.60000000000002,404.43,41.60000000000002,4.476,2,50.5151747,-84.8094566,4.476,2022-08-23 16:33:51,1.0,,0.0,0.0,22.0,48.0,5.0,158.0,33.5,47.0,97.5,7.0,24.0,2022,8,23,16,1.2,180.0
41.39999999999998,409.18,41.39999999999998,4.979,2,50.5152035,-84.8093941,4.979,2022-08-23 16:33:52,1.0,,0.0,0.0,22.0,63.0,5.0,273.0,29.0,48.0,97.0,21.5,75.5,2022,8,23,16,1.2,180.0
41.39999999999998,415.02,41.39999999999998,5.812,2,50.5152455,-84.8093375,5.812,2022-08-23 16:33:53,1.0,,0.0,0.0,22.0,73.0,5.0,357.0,26.0,47.0,96.0,25.0,94.0,2022,8,23,16,1.2,180.0
41.39999999999998,421.55,41.39999999999998,6.369,2,50.5152964,-84.8092652,6.369,2022-08-23 16:33:54,1.0,,0.0,0.0,22.0,83.0,6.0,383.0,28.0,43.0,96.5,26.0,95.5,2022,8,23,16,1.2,180.0
41.39999999999998,428.08,41.39999999999998,6.537,2,50.5153504,-84.8092016,6.537,2022-08-23 16:33:55,1.0,,0.0,0.0,22.0,93.0,6.0,360.0,24.5,45.0,84.5,26.0,95.5,2022,8,23,16,1.2,180.0
41.39999999999998,434.74,41.39999999999998,6.585,2,50.5154004,-84.8091386,6.585,2022-08-23 16:33:56,1.0,,0.0,0.0,22.0,96.0,6.0,282.0,20.5,44.0,73.0,26.0,94.0,2022,8,23,16,1.2,180.0
41.200000000000045,441.82,41.200000000000045,6.749,2,50.5154563,-84.8090729,6.749,2022-08-23 16:33:57,1.0,,0.0,0.0,22.0,96.0,6.0,206.0,19.5,40.0,69.0,25.0,89.5,2022,8,23,16,1.2,180.0
41.200000000000045,448.77,41.200000000000045,6.668,2,50.5155149,-84.8090018,6.668,2022-08-23 16:33:58,1.0,,0.0,0.0,22.0,97.0,6.0,166.0,18.5,38.0,65.0,24.5,85.0,2022,8,23,16,1.2,180.0
41.200000000000045,455.52,41.200000000000045,6.767,2,50.5155721,-84.8089398,6.767,2022-08-23 16:33:59,1.0,,0.0,0.0,22.0,97.0,7.0,157.0,17.5,41.0,61.0,24.0,80.5,2022,8,23,16,1.2,180.0
41.200000000000045,462.64,41.200000000000045,6.749,2,50.515628,-84.8088746,6.749,2022-08-23 16:34:00,1.0,,0.0,0.0,22.0,98.0,7.0,150.0,15.5,42.0,54.5,21.0,70.0,2022,8,23,16,1.2,180.0
41.200000000000045,469.49,41.200000000000045,6.675,2,50.5156822,-84.8088098,6.675,2022-08-23 16:34:01,1.0,,0.0,0.0,22.0,97.0,7.0,132.0,14.0,43.0,49.5,17.0,60.0,2022,8,23,16,1.2,180.0
41.200000000000045,476.2,41.200000000000045,6.698,2,50.5157322,-84.8087386,6.698,2022-08-23 16:34:02,1.0,,0.0,0.0,22.0,96.0,7.0,119.0,13.0,45.0,52.0,17.0,62.5,2022,8,23,16,1.2,180.0
41.200000000000045,483.03,41.200000000000045,6.683,2,50.5157872,-84.8086744,6.683,2022-08-23 16:34:03,1.0,,0.0,0.0,22.0,96.0,7.0,118.0,13.0,49.0,53.0,17.0,61.5,2022,8,23,16,1.2,180.0
41.39999999999998,489.87,41.39999999999998,6.695,2,50.5158432,-84.8086098,6.695,2022-08-23 16:34:04,1.0,,0.0,0.0,22.0,96.0,7.0,119.0,13.0,47.0,53.5,17.0,61.0,2022,8,23,16,1.2,180.0
41.39999999999998,496.74,41.39999999999998,6.671,2,50.5159021,-84.8085474,6.671,2022-08-23 16:34:05,1.0,,0.0,0.0,22.0,96.0,7.0,125.0,13.0,43.0,54.0,17.0,61.5,2022,8,23,16,1.2,180.0
41.39999999999998,503.46,41.39999999999998,6.654,2,50.5159612,-84.8084929,6.654,2022-08-23 16:34:06,1.0,,0.0,0.0,22.0,96.0,7.0,136.0,13.5,42.0,54.5,17.5,63.0,2022,8,23,16,1.2,180.0
41.39999999999998,510.13,41.39999999999998,6.646,2,50.51602,-84.808437,6.646,2022-08-23 16:34:07,1.0,,0.0,0.0,22.0,96.0,8.0,138.0,14.0,46.0,55.0,18.0,65.0,2022,8,23,16,1.2,180.0
41.39999999999998,516.98,41.39999999999998,6.635,2,50.5160744,-84.8083725,6.635,2022-08-23 16:34:08,1.0,,0.0,0.0,22.0,96.0,8.0,116.0,15.5,46.0,55.5,18.5,65.5,2022,8,23,16,1.2,180.0
41.39999999999998,523.74,41.39999999999998,6.568,2,50.5161286,-84.8083007,6.568,2022-08-23 16:34:09,1.0,,0.0,0.0,22.0,95.0,8.0,107.0,14.0,48.0,54.0,18.0,65.0,2022,8,23,16,1.2,180.0
41.39999999999998,530.4,41.39999999999998,6.256,2,50.5161783,-84.8082373,6.256,2022-08-23 16:34:10,1.0,,0.0,0.0,22.0,94.0,8.0,101.0,13.5,48.0,53.0,18.0,65.0,2022,8,23,16,1.2,180.0
41.39999999999998,536.72,41.39999999999998,6.184,2,50.5162281,-84.8081743,6.184,2022-08-23 16:34:11,1.0,,0.0,0.0,22.0,72.0,8.0,100.0,,,,,,2022,8,23,16,1.2,180.0
41.39999999999998,542.57,41.39999999999998,5.607,2,50.5162739,-84.80812,5.607,2022-08-23 16:34:12,1.0,,0.0,0.0,22.0,48.0,8.0,98.0,,,,,,2022,8,23,16,1.2,180.0
41.200000000000045,548.42,41.200000000000045,5.601,2,50.5163229,-84.8080645,5.601,2022-08-23 16:34:13,1.0,,0.0,0.0,22.0,25.0,8.0,97.0,,,,,,2022,8,23,16,1.2,180.0
41.39999999999998,554.02,41.39999999999998,5.489,2,50.516364,-84.8080031,5.489,2022-08-23 16:34:14,1.0,,0.0,0.0,22.0,1.0,8.0,0.0,,,,,,2022,8,23,16,1.2,180.0
41.39999999999998,559.21,41.39999999999998,4.587,2,50.5164087,-84.8079568,4.587,2022-08-23 16:34:15,1.0,,0.0,0.0,22.0,0.0,8.0,0.0,,,,,,2022,8,23,16,1.2,180.0
41.39999999999998,563.56,41.39999999999998,3.912,2,50.5164399,-84.8079125,3.912,2022-08-23 16:34:16,1.0,,0.0,0.0,22.0,0.0,8.0,0.0,,,,,,2022,8,23,16,1.2,180.0
41.60000000000002,567.18,41.60000000000002,3.328,2,50.5164677,-84.8078772,3.328,2022-08-23 16:34:17,1.0,,0.0,0.0,22.0,0.0,8.0,0.0,,,,,,2022,8,23,16,1.2,180.0
41.60000000000002,570.36,41.60000000000002,2.747,2,50.5164987,-84.8078507,2.747,2022-08-23 16:34:18,1.0,,0.0,0.0,22.0,0.0,8.0,0.0,,,,,,2022,8,23,16,1.2,180.0
41.60000000000002,572.79,41.60000000000002,1.96,2,50.5165201,-84.807832,1.96,2022-08-23 16:34:19,1.0,,0.0,0.0,22.0,0.0,8.0,0.0,,,,,,2022,8,23,16,1.2,180.0
41.799999999999955,574.83,41.799999999999955,1.654,2,50.5165345,-84.8078063,1.654,2022-08-23 16:34:20,1.0,,0.0,0.0,22.0,0.0,8.0,0.0,,,,,,2022,8,23,16,1.2,180.0
41.799999999999955,576.6,41.799999999999955,1.357,2,50.5165516,-84.8077962,1.357,2022-08-23 16:34:21,1.0,,0.0,0.0,22.0,0.0,8.0,0.0,,,,,,2022,8,23,16,1.2,180.0
41.799999999999955,577.85,41.799999999999955,1.412,2,50.5165601,-84.8077781,1.412,2022-08-23 16:34:22,1.0,,0.0,0.0,22.0,0.0,8.0,0.0,,,,,,2022,8,23,16,1.2,180.0
41.799999999999955,579.4,41.799999999999955,1.516,2,50.5165642,-84.8077587,1.516,2022-08-23 16:34:23,1.0,,0.0,0.0,22.0,0.0,8.0,0.0,,,,,,2022,8,23,16,1.2,180.0
42.0,581.46,42.0,1.927,2,50.5165642,-84.8077346,1.927,2022-08-23 16:34:24,1.0,,0.0,0.0,22.0,0.0,8.0,0.0,,,,,,2022,8,23,16,1.2,180.0
42.0,581.91,42.0,5.483,1,50.5166224,-84.8076481,5.483,2022-08-23 16:35:05,1.0,,0.0,0.0,22.0,46.0,8.0,46.0,,,,,,2022,8,23,16,1.2,180.0
42.0,586.35,42.0,4.778,1,50.5166591,-84.8076041,4.778,2022-08-23 16:35:06,1.0,,0.0,0.0,22.0,58.0,8.0,252.0,26.0,,97.5,12.5,67.0,2022,8,23,16,1.2,180.0
42.200000000000045,591.17,42.200000000000045,4.714,1,50.5167068,-84.8075698,4.714,2022-08-23 16:35:07,1.0,,0.0,0.0,22.0,65.0,8.0,264.0,25.5,,97.0,15.0,72.0,2022,8,23,16,1.2,180.0
42.200000000000045,596.39,42.200000000000045,5.088,2,50.5167614,-84.8075637,5.088,2022-08-23 16:35:08,1.0,,0.0,0.0,22.0,70.0,9.0,250.0,24.5,41.0,97.0,17.5,77.0,2022,8,23,16,1.2,180.0
42.200000000000045,601.65,42.200000000000045,5.211,2,50.516816,-84.8075865,5.211,2022-08-23 16:35:09,1.0,,0.0,0.0,22.0,80.0,9.0,238.0,24.0,43.0,96.5,19.5,82.0,2022,8,23,16,1.2,180.0
42.200000000000045,607.73,42.200000000000045,5.874,2,50.516867,-84.807642,5.874,2022-08-23 16:35:10,1.0,,0.0,0.0,22.0,91.0,9.0,303.0,23.5,44.0,96.5,22.0,87.0,2022,8,23,16,1.2,180.0
42.0,615.22,42.0,7.082,2,50.5169267,-84.8077078,7.082,2022-08-23 16:35:11,1.0,,0.0,0.0,22.0,95.0,10.0,449.0,22.0,40.0,94.5,24.5,89.5,2022,8,23,16,1.2,180.0
41.799999999999955,623.25,41.799999999999955,7.796,2,50.516991,-84.8077898,7.796,2022-08-23 16:35:12,1.0,,0.0,0.0,22.0,97.0,10.0,440.0,23.0,41.0,94.0,24.0,88.0,2022,8,23,16,1.2,180.0
