ascent,descent,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,distance,temperature,cadence,power,calories,left_pedal_smoothness,right_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_torque_effectiveness,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
0,0,4.935,4,50.5153081,-84.8094185,4.935,2022-10-22 00:13:04,,95.65,19.0,76.0,321.0,1.0,25.5,38.0,70.0,93.5,95.0,,,,2022,10,22,0,4.02,243.0
0,0,5.34,4,50.515349,-84.8093639,5.34,2022-10-22 00:13:05,,101.04,19.0,87.0,355.0,1.0,27.5,39.5,62.0,99.0,98.0,,,,2022,10,22,0,4.02,243.0
0,0,5.771,4,50.5154037,-84.8093093,5.771,2022-10-22 00:13:06,,107.26,19.0,96.0,344.0,2.0,29.0,34.5,56.0,98.0,95.5,,,,2022,10,22,0,4.02,243.0
0,0,6.337,4,50.5154583,-84.8092638,6.337,2022-10-22 00:13:07,,113.8,19.0,105.0,319.0,2.0,28.0,31.5,55.0,91.0,93.0,,,,2022,10,22,0,4.02,243.0
0,0,6.487,4,50.515522,-84.8092092,6.487,2022-10-22 00:13:08,,120.68,19.0,107.0,297.0,2.0,28.0,29.5,55.0,89.5,93.0,,,,2022,10,22,0,4.02,243.0
0,0,6.513,4,50.5155812,-84.8091637,6.513,2022-10-22 00:13:09,,127.11,19.0,108.0,257.0,2.0,25.0,26.5,55.0,82.0,86.5,,,,2022,10,22,0,4.02,243.0
0,0,6.886,4,50.515654,-84.8091182,6.886,2022-10-22 00:13:10,,134.69,19.0,105.0,264.0,3.0,22.5,25.0,56.0,75.5,81.5,,,,2022,10,22,0,4.02,243.0
0,0,7.162,4,50.5157222,-84.8090544,7.162,2022-10-22 00:13:11,,142.25,19.0,104.0,298.0,3.0,24.0,28.5,56.0,81.0,89.0,,,,2022,10,22,0,4.02,243.0
0,0,7.449,4,50.515786,-84.8089907,7.449,2022-10-22 00:13:12,,149.85,19.0,101.0,354.0,3.0,26.0,31.5,56.0,86.0,96.5,,,,2022,10,22,0,4.02,243.0
0,0,7.608,4,50.5158542,-84.8089088,7.608,2022-10-22 00:13:13,,157.95,18.0,98.0,333.0,4.0,25.0,32.0,57.0,93.0,97.0,,,,2022,10,22,0,4.02,243.0
0,0,7.76,4,50.5159179,-84.8088269,7.76,2022-10-22 00:13:14,,166.27,18.0,100.0,314.0,4.0,24.0,30.5,59.0,90.0,94.0,,,,2022,10,22,0,4.02,243.0
0,0,8.29,4,50.5159862,-84.808745,8.29,2022-10-22 00:13:15,,174.87,18.0,102.0,265.0,4.0,22.5,28.5,59.0,81.5,89.5,,,,2022,10,22,0,4.02,243.0
0,0,8.512,4,50.5160499,-84.8086539,8.512,2022-10-22 00:13:16,,183.6,18.0,106.0,242.0,4.0,21.5,26.5,57.0,73.0,85.0,,,,2022,10,22,0,4.02,243.0
0,0,8.726,4,50.5161182,-84.8085629,8.726,2022-10-22 00:13:17,,192.41,18.0,67.0,211.0,5.0,19.5,25.0,57.0,70.0,80.0,,,,2022,10,22,0,4.02,243.0
0,0,8.972,4,50.5161956,-84.8084628,8.972,2022-10-22 00:13:18,,201.93,18.0,58.0,138.0,5.0,17.5,23.5,63.0,67.0,75.0,,,,2022,10,22,0,4.02,243.0
0,0,9.384,4,50.5162729,-84.8083718,9.384,2022-10-22 00:13:19,,211.75,18.0,110.0,152.0,5.0,20.0,21.5,64.0,75.5,74.5,,,,2022,10,22,0,4.02,243.0
0,0,9.932,4,50.5163548,-84.8082807,9.932,2022-10-22 00:13:20,,221.67,18.0,111.0,221.0,5.0,24.5,21.5,65.0,86.0,79.5,,,,2022,10,22,0,4.02,243.0
0,0,10.387,4,50.5164322,-84.8081715,10.387,2022-10-22 00:13:21,,232.22,18.0,108.0,273.0,6.0,26.5,26.5,53.0,86.0,87.0,,,,2022,10,22,0,4.02,243.0
0,0,10.467,4,50.5165141,-84.8080714,10.467,2022-10-22 00:13:22,,242.71,18.0,97.0,291.0,6.0,28.5,31.0,27.0,86.0,95.0,,,,2022,10,22,0,4.02,243.0
0,0,11.074,4,50.5166097,-84.8079531,11.074,2022-10-22 00:13:23,,254.72,18.0,86.0,158.0,6.0,10.5,20.5,91.0,36.5,73.5,,,,2022,10,22,0,4.02,243.0
0,0,10.704,4,50.5167007,-84.8078438,10.704,2022-10-22 00:13:24,,265.68,18.0,83.0,169.0,6.0,14.0,9.0,85.0,50.0,69.5,,,,2022,10,22,0,4.02,243.0
0,0,10.53,4,50.5167826,-84.8077437,10.53,2022-10-22 00:13:25,,276.15,18.0,89.0,267.0,6.0,30.5,1.5,68.0,99.5,78.5,,,,2022,10,22,0,4.02,243.0
0,0,10.578,4,50.5168646,-84.8076436,10.578,2022-10-22 00:13:26,,286.74,18.0,96.0,451.0,7.0,30.0,14.5,53.0,99.5,87.0,,,,2022,10,22,0,4.02,243.0
0,0,10.865,5,50.516951,-84.8075344,10.865,2022-10-22 00:13:27,,297.72,18.0,98.0,554.0,7.0,29.0,27.5,52.0,99.0,96.0,,,,2022,10,22,0,4.02,243.0
0,0,11.264,5,50.5170466,-84.807416,11.264,2022-10-22 00:13:28,,309.6,18.0,100.0,536.0,8.0,29.5,32.0,51.0,99.5,99.5,,,,2022,10,22,0,4.02,243.0
0,0,11.788,5,50.5171604,-84.8073159,11.788,2022-10-22 00:13:29,,322.27,18.0,102.0,530.0,9.0,30.5,31.5,53.0,99.5,99.5,,,,2022,10,22,0,4.02,243.0
0,0,11.363,5,50.5172651,-84.807234,11.363,2022-10-22 00:13:30,,333.64,18.0,99.0,517.0,9.0,31.5,31.5,54.0,100.0,99.5,,,,2022,10,22,0,4.02,243.0
0,0,10.924,5,50.5173424,-84.8071339,10.924,2022-10-22 00:13:31,,343.64,18.0,100.0,498.0,10.0,31.5,36.5,54.0,100.0,100.0,,,,2022,10,22,0,4.02,243.0
0,0,10.597,5,50.5174244,-84.8070246,10.597,2022-10-22 00:13:32,,354.25,18.0,102.0,478.0,10.0,32.5,34.5,54.0,100.0,99.0,,,,2022,10,22,0,4.02,243.0
0,0,10.036,5,50.5175199,-84.8069245,10.036,2022-10-22 00:13:33,,365.61,18.0,100.0,527.0,11.0,33.5,35.0,52.0,100.0,99.0,,,,2022,10,22,0,4.02,243.0
0,0,9.707,5,50.5176292,-84.8068608,9.707,2022-10-22 00:13:34,,376.53,18.0,99.0,549.0,11.0,34.0,37.0,51.0,100.0,100.0,,,,2022,10,22,0,4.02,243.0
0,0,9.478,4,50.5177111,-84.8067607,9.478,2022-10-22 00:13:35,,386.9,18.0,97.0,540.0,12.0,34.0,36.5,53.0,100.0,100.0,,,,2022,10,22,0,4.02,243.0
0,0,9.067,4,50.5177839,-84.8066606,9.067,2022-10-22 00:13:36,,396.59,18.0,98.0,515.0,12.0,34.0,36.0,54.0,100.0,100.0,,,,2022,10,22,0,4.02,243.0
0,0,8.77,4,50.5178567,-84.8065604,8.77,2022-10-22 00:13:37,,406.29,18.0,103.0,476.0,13.0,32.0,37.5,50.0,99.5,100.0,,,,2022,10,22,0,4.02,243.0
0,0,8.565,4,50.5179204,-84.8064603,8.565,2022-10-22 00:13:38,,415.54,18.0,100.0,444.0,13.0,27.5,36.0,48.0,94.0,99.5,,,,2022,10,22,0,4.02,243.0
0,0,8.441,4,50.5179841,-84.8063693,8.441,2022-10-22 00:13:39,,424.29,18.0,97.0,392.0,13.0,23.5,34.0,50.0,88.0,98.5,,,,2022,10,22,0,4.02,243.0
0,0,8.571,4,50.5180479,-84.8062692,8.571,2022-10-22 00:13:40,,432.88,18.0,96.0,341.0,14.0,22.5,32.5,54.0,86.0,95.5,,,,2022,10,22,0,4.02,243.0
0,0,8.732,4,50.5181025,-84.8061963,8.732,2022-10-22 00:13:41,,440.56,18.0,98.0,360.0,14.0,26.5,30.5,57.0,96.0,90.5,,,,2022,10,22,0,4.02,243.0
0,0,8.745,4,50.5181844,-84.8060871,8.745,2022-10-22 00:13:42,,451.01,17.0,99.0,384.0,14.0,24.0,30.5,53.0,94.5,90.0,,,,2022,10,22,0,4.02,243.0
0,0,8.625,4,50.5182436,-84.8059961,8.625,2022-10-22 00:13:43,,459.61,17.0,99.0,335.0,15.0,21.0,26.0,52.0,82.5,85.5,,,,2022,10,22,0,4.02,243.0
0,0,8.562,4,50.5183073,-84.805896,8.562,2022-10-22 00:13:44,,468.4,17.0,98.0,275.0,15.0,18.5,20.0,55.0,68.0,78.0,4.0,4.0,0.0,2022,10,22,0,4.02,243.0
0,0,8.695,4,50.5183664,-84.8058049,8.695,2022-10-22 00:13:45,,476.9,17.0,97.0,227.0,15.0,19.0,20.5,61.0,68.5,70.0,4.0,4.0,0.0,2022,10,22,0,4.02,243.0
0,0,8.119,4,50.5184256,-84.805723,8.119,2022-10-22 00:13:46,,485.05,17.0,95.0,159.0,15.0,19.5,19.5,67.0,73.0,62.5,4.0,4.0,0.0,2022,10,22,0,4.02,243.0
0,0,6.12,4,50.5184893,-84.8056775,6.12,2022-10-22 00:13:47,,492.03,17.0,84.0,140.0,15.0,17.5,19.0,66.0,66.5,59.5,4.0,4.0,0.0,2022,10,22,0,4.02,243.0
0,0,5.836,4,50.5185439,-84.805632,5.836,2022-10-22 00:13:48,,497.67,17.0,32.0,93.0,16.0,10.5,18.0,72.0,72.0,58.5,4.0,4.0,0.0,2022,10,22,0,4.02,243.0
0,0,5.989,4,50.5186076,-84.8055865,5.989,2022-10-22 00:13:49,,504.43,17.0,86.0,82.0,16.0,2.5,18.0,70.0,97.0,58.5,4.0,4.0,0.0,2022,10,22,0,4.02,243.0
0,0,5.892,4,50.518685,-84.8055501,5.892,2022-10-22 00:13:50,,512.29,17.0,101.0,191.0,16.0,19.5,26.5,54.0,79.0,75.5,4.199999999999989,4.199999999999989,0.0,2022,10,22,0,4.02,243.0
0,0,4.754,4,50.5187897,-84.805541,4.754,2022-10-22 00:13:51,,521.72,17.0,92.0,214.0,16.0,21.0,22.0,55.0,79.0,71.0,4.199999999999989,4.199999999999989,0.0,2022,10,22,0,4.02,243.0
0,0,4.622,4,50.5188671,-84.8055683,4.622,2022-10-22 00:13:52,,529.28,17.0,90.0,188.0,16.0,20.5,19.0,57.0,78.5,67.0,4.399999999999977,4.399999999999977,0.0,2022,10,22,0,4.02,243.0
0,0,4.85,4,50.518949,-84.8055865,4.85,2022-10-22 00:13:53,,536.89,17.0,89.0,173.0,16.0,20.0,18.0,56.0,76.0,65.0,4.399999999999977,4.399999999999977,0.0,2022,10,22,0,4.02,243.0
0,0,4.995,4,50.5190172,-84.8055865,4.995,2022-10-22 00:13:54,,543.34,17.0,89.0,173.0,17.0,20.5,18.0,55.0,75.5,65.5,4.399999999999977,4.399999999999977,0.0,2022,10,22,0,4.02,243.0
0,0,5.29,4,50.5190764,-84.805541,5.29,2022-10-22 00:13:55,,549.54,17.0,90.0,200.0,17.0,25.0,25.0,53.0,84.0,77.5,4.399999999999977,4.399999999999977,0.0,2022,10,22,0,4.02,243.0
0,0,5.435,5,50.519131,-84.8054955,5.435,2022-10-22 00:13:56,,555.62,17.0,90.0,210.0,17.0,21.5,26.0,52.0,77.5,85.5,4.399999999999977,4.399999999999977,0.0,2022,10,22,0,4.02,243.0
0,0,5.859,5,50.5191993,-84.8054226,5.859,2022-10-22 00:13:57,,563.64,17.0,90.0,194.0,17.0,26.0,25.5,61.0,86.5,82.5,4.399999999999977,4.399999999999977,0.0,2022,10,22,0,4.02,243.0
0,0,6.683,5,50.5193085,-84.8053316,6.683,2022-10-22 00:13:58,,575.69,17.0,91.0,211.0,17.0,26.5,27.0,58.0,86.0,83.0,4.600000000000023,4.600000000000023,0.0,2022,10,22,0,4.02,243.0
0,0,7.029,5,50.5193768,-84.8052315,7.029,2022-10-22 00:13:59,,584.91,17.0,89.0,180.0,18.0,16.0,31.0,42.0,59.5,90.0,4.600000000000023,4.600000000000023,0.0,2022,10,22,0,4.02,243.0
0,0,7.477,5,50.5194951,-84.8051769,7.477,2022-10-22 00:14:00,,596.42,17.0,67.0,155.0,18.0,8.0,20.5,19.0,30.0,69.5,4.800000000000011,4.800000000000011,0.0,2022,10,22,0,4.02,243.0
0,0,7.298,5,50.5195998,-84.8051314,7.298,2022-10-22 00:14:01,,606.78,17.0,44.0,131.0,18.0,6.5,18.0,15.0,,62.5,4.800000000000011,4.800000000000011,0.0,2022,10,22,0,4.02,243.0
0,0,6.632,5,50.5197045,-84.805095,6.632,2022-10-22 00:14:02,,616.63,17.0,20.0,107.0,18.0,5.0,16.0,12.0,,56.5,4.800000000000011,4.800000000000011,0.0,2022,10,22,0,4.02,243.0
0,0,5.754,5,50.5197773,-84.8050404,5.754,2022-10-22 00:14:03,,624.29,17.0,0.0,0.0,18.0,4.0,14.5,9.0,,51.0,4.800000000000011,4.800000000000011,0.0,2022,10,22,0,4.02,243.0
0,0,5.474,5,50.5198455,-84.8049857,5.474,2022-10-22 00:14:04,,631.92,17.0,0.0,0.0,18.0,3.0,12.5,6.0,,45.0,5.0,5.0,0.0,2022,10,22,0,4.02,243.0
0,0,4.898,5,50.5198729,-84.8048856,4.898,2022-10-22 00:14:05,,639.06,17.0,57.0,2.0,18.0,1.5,11.0,3.0,,39.5,5.199999999999989,5.199999999999989,0.45,2022,10,22,0,4.02,243.0
0,0,3.941,5,50.519882,-84.8048037,3.941,2022-10-22 00:14:06,,644.87,17.0,70.0,4.0,18.0,0.5,9.0,0.0,,34.0,5.199999999999989,5.199999999999989,0.96,2022,10,22,0,4.02,243.0
1,0,2.791,5,50.5198774,-84.80474,2.791,2022-10-22 00:14:07,,649.73,17.0,47.0,6.0,18.0,,,,,,5.199999999999989,5.199999999999989,1.07,2022,10,22,0,4.02,243.0
1,0,2.229,4,50.5202278,-84.8043941,2.229,2022-10-22 00:14:33,,649.73,16.0,0.0,0.0,18.0,,,,,,5.399999999999977,5.399999999999977,0.0,2022,10,22,0,4.02,243.0
1,0,3.154,4,50.520246,-84.8044123,3.154,2022-10-22 00:14:34,,651.56,16.0,42.0,36.0,18.0,,,,,,5.399999999999977,5.399999999999977,0.0,2022,10,22,0,4.02,243.0
1,0,4.323,4,50.5202961,-84.8044487,4.323,2022-10-22 00:14:35,,657.15,16.0,60.0,81.0,18.0,10.0,0.0,14.0,53.0,0.0,5.399999999999977,5.399999999999977,0.0,2022,10,22,0,4.02,243.0
1,0,4.324,4,50.5203462,-84.8044487,4.324,2022-10-22 00:14:36,,661.66,16.0,63.0,123.0,18.0,15.5,6.5,37.0,64.0,21.5,5.199999999999989,5.199999999999989,0.0,2022,10,22,0,4.02,243.0
1,0,4.039,4,50.520378,-84.8044305,4.039,2022-10-22 00:14:37,,664.97,16.0,61.0,85.0,18.0,21.5,12.5,54.0,75.0,43.5,5.199999999999989,5.199999999999989,0.0,2022,10,22,0,4.02,243.0
1,0,3.419,4,50.5203962,-84.8044032,3.419,2022-10-22 00:14:38,,668.0,16.0,58.0,89.0,18.0,26.0,17.5,57.0,83.5,60.5,5.199999999999989,5.199999999999989,0.0,2022,10,22,0,4.02,243.0
1,0,2.419,4,50.5204008,-84.8043577,2.419,2022-10-22 00:14:39,,671.08,16.0,56.0,93.0,18.0,25.0,16.5,47.0,80.0,59.5,5.199999999999989,5.199999999999989,0.0,2022,10,22,0,4.02,243.0
1,0,1.244,4,50.5203735,-84.8043122,1.244,2022-10-22 00:14:40,,674.9,16.0,48.0,91.0,18.0,24.0,16.0,36.0,76.5,59.0,5.199999999999989,5.199999999999989,0.0,2022,10,22,0,4.02,243.0
1,0,1.285,4,50.5203507,-84.8042667,1.285,2022-10-22 00:14:41,,678.87,16.0,35.0,69.0,18.0,23.0,15.5,51.0,73.0,58.5,5.199999999999989,5.199999999999989,0.0,2022,10,22,0,4.02,243.0
1,0,2.001,4,50.5203507,-84.8042303,2.001,2022-10-22 00:14:42,,680.93,16.0,33.0,72.0,18.0,23.0,16.0,57.0,72.0,60.5,5.199999999999989,5.199999999999989,0.0,2022,10,22,0,4.02,243.0
1,0,4.732,4,50.5203826,-84.8042303,4.732,2022-10-22 00:14:43,,684.1,16.0,49.0,94.0,19.0,26.5,22.0,53.0,80.0,71.0,5.199999999999989,5.199999999999989,0.0,2022,10,22,0,4.02,243.0
1,0,4.689,4,50.5204099,-84.8042576,4.689,2022-10-22 00:14:44,,687.23,16.0,62.0,133.0,19.0,30.0,27.5,48.0,87.5,81.5,5.199999999999989,5.199999999999989,0.0,2022,10,22,0,4.02,243.0
1,0,5.106,4,50.5204417,-84.8043031,5.106,2022-10-22 00:14:45,,691.41,16.0,72.0,177.0,19.0,33.5,33.0,52.0,95.5,92.5,5.0,5.0,0.0,2022,10,22,0,4.02,243.0
1,0,4.967,4,50.520469,-84.8043577,4.967,2022-10-22 00:14:46,,695.92,16.0,82.0,220.0,20.0,34.0,36.0,57.0,96.5,98.0,5.0,5.0,0.0,2022,10,22,0,4.02,243.0
1,0,4.765,4,50.5204964,-84.8044123,4.765,2022-10-22 00:14:47,,700.35,16.0,94.0,321.0,20.0,30.5,35.0,59.0,90.5,98.0,5.0,5.0,0.0,2022,10,22,0,4.02,243.0
1,0,5.36,4,50.5205328,-84.804476,5.36,2022-10-22 00:14:48,,706.03,16.0,97.0,331.0,20.0,27.0,34.5,58.0,84.0,98.0,4.800000000000011,4.800000000000011,0.0,2022,10,22,0,4.02,243.0
1,0,4.579,4,50.520551,-84.8045215,4.579,2022-10-22 00:14:49,,709.86,16.0,95.0,322.0,21.0,23.5,34.0,57.0,77.5,98.0,4.800000000000011,4.800000000000011,0.0,2022,10,22,0,4.02,243.0
1,0,3.604,4,50.5205464,-84.8045579,3.604,2022-10-22 00:14:50,,712.62,16.0,95.0,273.0,21.0,27.5,35.5,56.0,90.0,99.0,4.800000000000011,4.800000000000011,0.0,2022,10,22,0,4.02,243.0
1,0,3.705,4,50.5205464,-84.8046126,3.705,2022-10-22 00:14:51,,715.61,16.0,97.0,260.0,21.0,30.5,36.0,58.0,99.0,97.0,4.800000000000011,4.800000000000011,0.0,2022,10,22,0,4.02,243.0
1,0,3.958,4,50.520551,-84.8046672,3.958,2022-10-22 00:14:52,,719.69,16.0,101.0,249.0,21.0,28.5,33.0,59.0,95.0,92.5,4.800000000000011,4.800000000000011,0.0,2022,10,22,0,4.02,243.0
1,0,5.432,4,50.5205692,-84.8047582,5.432,2022-10-22 00:14:53,,726.36,16.0,98.0,247.0,22.0,23.5,28.0,61.0,85.0,87.5,4.600000000000023,4.600000000000023,-0.38,2022,10,22,0,4.02,243.0
1,0,6.603,4,50.5205874,-84.8048765,6.603,2022-10-22 00:14:54,,734.35,16.0,95.0,255.0,22.0,27.5,28.5,66.0,96.0,87.0,4.600000000000023,4.600000000000023,-0.84,2022,10,22,0,4.02,243.0
1,0,6.955,4,50.5205965,-84.8049766,6.955,2022-10-22 00:14:55,,741.39,16.0,97.0,272.0,22.0,25.0,28.0,63.0,92.0,84.5,4.600000000000023,4.600000000000023,-0.93,2022,10,22,0,4.02,243.0
1,0,7.095,4,50.5206101,-84.8050859,7.095,2022-10-22 00:14:56,,749.19,16.0,98.0,276.0,22.0,22.5,26.0,63.0,86.0,81.5,4.600000000000023,4.600000000000023,-0.98,2022,10,22,0,4.02,243.0
1,0,6.685,4,50.5206283,-84.805186,6.685,2022-10-22 00:14:57,,756.25,16.0,99.0,269.0,23.0,22.0,22.5,64.0,84.0,77.5,4.399999999999977,4.399999999999977,-0.97,2022,10,22,0,4.02,243.0
1,0,7.086,4,50.5206465,-84.8052952,7.086,2022-10-22 00:14:58,,764.18,16.0,99.0,242.0,23.0,22.0,19.0,64.0,82.0,74.0,4.399999999999977,4.399999999999977,-0.97,2022,10,22,0,4.02,243.0
1,0,7.338,4,50.5206647,-84.8054044,7.338,2022-10-22 00:14:59,,771.73,16.0,98.0,221.0,23.0,21.5,23.5,61.0,80.5,79.0,4.399999999999977,4.399999999999977,-0.91,2022,10,22,0,4.02,243.0
1,0,7.618,5,50.5206875,-84.8055228,7.618,2022-10-22 00:15:00,,780.19,16.0,96.0,215.0,23.0,21.5,26.5,63.0,80.0,83.0,4.399999999999977,4.399999999999977,-0.45,2022,10,22,0,4.02,243.0
1,0,8.777,5,50.520733,-84.8056593,8.777,2022-10-22 00:15:01,,791.01,16.0,97.0,232.0,23.0,22.0,27.0,63.0,80.5,85.5,4.399999999999977,4.399999999999977,0.0,2022,10,22,0,4.02,243.0
1,0,8.899,5,50.5207785,-84.8057958,8.899,2022-10-22 00:15:02,,800.76,16.0,97.0,245.0,24.0,22.0,27.5,61.0,81.0,88.0,4.399999999999977,4.399999999999977,0.0,2022,10,22,0,4.02,243.0
1,0,10.472,5,50.5208286,-84.8059688,10.472,2022-10-22 00:15:03,,813.57,16.0,98.0,257.0,24.0,22.5,28.0,55.0,81.5,91.0,4.399999999999977,4.399999999999977,0.0,2022,10,22,0,4.02,243.0
1,0,10.94,5,50.520865,-84.8061235,10.94,2022-10-22 00:15:04,,825.18,16.0,99.0,264.0,24.0,23.0,26.5,59.0,87.5,88.0,4.399999999999977,4.399999999999977,0.0,2022,10,22,0,4.02,243.0
1,0,10.457,5,50.5208786,-84.8062692,10.457,2022-10-22 00:15:05,,835.15,16.0,100.0,272.0,25.0,24.5,27.5,56.0,89.5,88.5,4.399999999999977,4.399999999999977,0.0,2022,10,22,0,4.02,243.0
1,0,8.487,5,50.5209014,-84.8063602,8.487,2022-10-22 00:15:06,,841.95,16.0,100.0,266.0,25.0,25.5,31.0,55.0,82.5,93.5,4.600000000000023,4.600000000000023,0.0,2022,10,22,0,4.02,243.0
1,0,8.242,5,50.520906,-84.8064694,8.242,2022-10-22 00:15:07,,849.39,16.0,101.0,260.0,25.0,18.5,33.0,56.0,70.0,93.0,4.800000000000011,4.800000000000011,0.0,2022,10,22,0,4.02,243.0
1,0,7.919,5,50.5208695,-84.8066241,7.919,2022-10-22 00:15:08,,860.53,16.0,103.0,249.0,25.0,20.5,27.0,55.0,75.5,81.5,4.800000000000011,4.800000000000011,0.0,2022,10,22,0,4.02,243.0
1,0,7.85,5,50.5208695,-84.8067243,7.85,2022-10-22 00:15:09,,867.61,16.0,103.0,201.0,25.0,15.5,26.0,31.0,56.0,84.0,5.0,5.0,0.0,2022,10,22,0,4.02,243.0
1,0,7.4,5,50.5208604,-84.8068062,7.4,2022-10-22 00:15:10,,873.35,16.0,95.0,166.0,26.0,14.5,25.0,35.0,51.0,84.0,5.0,5.0,0.0,2022,10,22,0,4.02,243.0
1,0,7.278,5,50.520865,-84.8068972,7.278,2022-10-22 00:15:11,,879.47,16.0,76.0,140.0,26.0,19.0,22.5,49.0,66.5,76.5,5.199999999999989,5.199999999999989,0.0,2022,10,22,0,4.02,243.0
1,0,7.22,5,50.5209151,-84.8069791,7.22,2022-10-22 00:15:12,,886.98,16.0,57.0,114.0,26.0,20.5,21.0,60.0,71.0,73.0,5.199999999999989,5.199999999999989,0.53,2022,10,22,0,4.02,243.0
1,0,5.742,5,50.5209424,-84.8070155,5.742,2022-10-22 00:15:13,,890.61,16.0,38.0,88.0,26.0,22.0,19.5,61.0,75.5,69.5,5.399999999999977,5.399999999999977,1.17,2022,10,22,0,4.02,243.0
1,0,5.329,5,50.5209788,-84.8070702,5.329,2022-10-22 00:15:14,,895.79,16.0,19.0,62.0,26.0,23.5,18.0,61.0,80.0,65.5,5.399999999999977,5.399999999999977,1.18,2022,10,22,0,4.02,243.0
1,0,5.141,5,50.5210243,-84.8071157,5.141,2022-10-22 00:15:15,,900.96,16.0,0.0,0.0,26.0,25.0,16.5,62.0,84.5,62.0,5.600000000000023,5.600000000000023,1.14,2022,10,22,0,4.02,243.0
1,0,2.087,5,50.5210516,-84.8071066,2.087,2022-10-22 00:15:16,,903.52,16.0,14.0,8.0,26.0,26.5,15.0,63.0,89.0,58.5,5.600000000000023,5.600000000000023,1.12,2022,10,22,0,4.02,243.0
1,0,0.297,5,50.521047,-84.8071157,0.297,2022-10-22 00:15:17,,903.92,16.0,78.0,108.0,26.0,28.0,13.5,60.0,93.5,54.5,5.399999999999977,5.399999999999977,0.6,2022,10,22,0,4.02,243.0
1,0,3.31,4,50.5210834,-84.8071612,3.31,2022-10-22 00:15:18,,908.43,16.0,85.0,323.0,26.0,23.5,13.5,45.0,95.0,54.5,5.600000000000023,5.600000000000023,0.0,2022,10,22,0,4.02,243.0
1,0,5.22,4,50.5210743,-84.8072522,5.22,2022-10-22 00:15:19,,915.2,16.0,87.0,438.0,27.0,27.5,20.0,55.0,96.5,77.5,5.800000000000011,5.800000000000011,0.0,2022,10,22,0,4.02,243.0
