ascent,descent,timestamp,battery_soc,temperature,cadence,power,calories,enhanced_speed,gps_accuracy,position_lat,position_long,speed,distance,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
0,0,2023-02-21 15:05:56,,11.0,0.0,0.0,0.0,8.557,5.0,50.5245377,-84.8123403,8.557,160.44,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:05:57,,11.0,0.0,0.0,0.0,8.955,5.0,50.5246424,-84.8123767,8.955,170.83,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:05:58,,11.0,0.0,0.0,0.0,8.483,5.0,50.524738,-84.8124223,8.483,180.27,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:05:59,,11.0,0.0,0.0,0.0,8.148,5.0,50.5248336,-84.8124587,8.148,189.27,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:00,,11.0,0.0,0.0,0.0,8.079,5.0,50.52492,-84.8124951,8.079,197.94,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:01,,11.0,0.0,0.0,0.0,8.116,5.0,50.5250111,-84.8125406,8.116,206.75,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:02,,11.0,0.0,0.0,0.0,8.075,5.0,50.5250975,-84.8125861,8.075,215.33,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:03,,11.0,0.0,0.0,0.0,6.971,5.0,50.5251567,-84.8126407,6.971,221.96,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:04,,11.0,0.0,0.0,0.0,6.834,5.0,50.5252295,-84.8126862,6.834,229.46,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:05,,11.0,0.0,0.0,0.0,6.461,5.0,50.5253114,-84.8127044,6.461,237.1,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:06,,11.0,0.0,0.0,0.0,6.816,5.0,50.5253979,-84.8127226,6.816,245.58,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:07,,11.0,0.0,0.0,0.0,7.669,5.0,50.5255026,-84.812759,7.669,255.81,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:08,,11.0,0.0,0.0,0.0,7.616,5.0,50.5255845,-84.8128137,7.616,264.06,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:09,,11.0,0.0,0.0,0.0,7.303,5.0,50.5256528,-84.8128592,7.303,271.33,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:10,,10.0,0.0,0.0,0.0,7.753,5.0,50.5257347,-84.8129047,7.753,279.61,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:11,,10.0,0.0,0.0,0.0,8.036,5.0,50.5258166,-84.8129411,8.036,287.55,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:12,,10.0,0.0,0.0,0.0,7.902,5.0,50.525894,-84.8129775,7.902,295.29,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:13,,10.0,0.0,0.0,0.0,7.688,5.0,50.5259759,-84.8130048,7.688,303.04,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:14,,10.0,0.0,0.0,0.0,8.722,5.0,50.5260624,-84.8130503,8.722,311.29,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:15,,10.0,0.0,0.0,0.0,8.081,5.0,50.5261261,-84.8130867,8.081,317.88,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:16,,10.0,0.0,0.0,0.0,6.79,5.0,50.5261807,-84.8131231,6.79,323.88,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:17,,10.0,0.0,0.0,0.0,6.64,5.0,50.5262399,-84.8131595,6.64,329.7,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:18,,10.0,0.0,0.0,0.0,6.803,5.0,50.5262945,-84.8131868,6.803,335.47,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:19,,10.0,0.0,0.0,0.0,7.345,5.0,50.5263582,-84.8132142,7.345,341.52,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:20,,10.0,0.0,0.0,0.0,7.618,5.0,50.5264265,-84.8132415,7.618,348.3,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:21,,10.0,0.0,0.0,0.0,7.788,5.0,50.5265038,-84.8132597,7.788,355.26,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:22,,10.0,0.0,0.0,0.0,7.205,5.0,50.5265675,-84.813287,7.205,361.63,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:23,,10.0,0.0,0.0,0.0,7.771,5.0,50.5266449,-84.8133052,7.771,369.27,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:24,,10.0,0.0,0.0,0.0,7.987,5.0,50.5267268,-84.8133325,7.987,376.92,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:25,,10.0,0.0,0.0,0.0,8.006,5.0,50.5268042,-84.8133507,8.006,384.46,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:26,,10.0,0.0,0.0,0.0,7.714,5.0,50.5268816,-84.813378,7.714,391.61,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:27,,10.0,0.0,0.0,0.0,7.928,5.0,50.5269589,-84.8134144,7.928,399.32,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:28,,10.0,0.0,0.0,0.0,7.993,5.0,50.5270409,-84.8134508,7.993,407.25,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:29,,10.0,0.0,0.0,0.0,8.683,5.0,50.5271319,-84.8134781,8.683,416.18,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:30,,10.0,0.0,0.0,0.0,8.479,5.0,50.5272183,-84.8135054,8.479,424.47,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:31,,10.0,0.0,0.0,0.0,7.972,5.0,50.5273048,-84.8135236,7.972,432.51,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:32,,10.0,0.0,0.0,0.0,7.743,5.0,50.5273913,-84.8135509,7.743,440.69,,,,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:33,,10.0,0.0,0.0,0.0,7.994,5.0,50.5274732,-84.8135873,7.994,448.66,57.60000000000002,57.60000000000002,0.0,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:34,,10.0,0.0,0.0,0.0,7.717,5.0,50.5275506,-84.8136146,7.717,456.36,57.60000000000002,57.60000000000002,0.0,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:35,,10.0,0.0,0.0,0.0,7.341,5.0,50.5276234,-84.8136511,7.341,463.36,57.60000000000002,57.60000000000002,0.0,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:36,,10.0,0.0,0.0,0.0,6.852,5.0,50.5276871,-84.8136784,6.852,469.68,57.60000000000002,57.60000000000002,0.0,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:37,,10.0,0.0,0.0,0.0,7.099,5.0,50.5277599,-84.8137057,7.099,476.48,57.799999999999955,57.799999999999955,0.0,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:38,,10.0,0.0,0.0,0.0,7.612,5.0,50.5278282,-84.813733,7.612,483.08,58.0,58.0,0.0,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:39,,10.0,0.0,0.0,0.0,7.496,4.0,50.5278418,-84.8137603,7.496,485.5,58.200000000000045,58.200000000000045,0.0,2023,2,21,15,1.42,321.0
0,0,2023-02-21 15:06:40,,9.0,0.0,0.0,0.0,7.644,4.0,50.5278828,-84.8137785,7.644,490.04,58.200000000000045,58.200000000000045,0.62,2023,2,21,15,1.42,321.0
1,0,2023-02-21 15:06:41,,9.0,0.0,0.0,0.0,7.653,4.0,50.5279556,-84.8138149,7.653,496.84,58.39999999999998,58.39999999999998,1.0,2023,2,21,15,1.42,321.0
1,0,2023-02-21 15:06:42,,9.0,0.0,0.0,0.0,7.592,4.0,50.5280284,-84.8138513,7.592,504.0,58.39999999999998,58.39999999999998,1.25,2023,2,21,15,1.42,321.0
1,0,2023-02-21 15:06:43,,9.0,0.0,0.0,0.0,7.667,4.0,50.5280967,-84.8138877,7.667,510.78,58.60000000000002,58.60000000000002,1.47,2023,2,21,15,1.42,321.0
1,0,2023-02-21 15:06:44,,9.0,0.0,0.0,0.0,7.777,4.0,50.5281695,-84.8139241,7.777,518.16,58.799999999999955,58.799999999999955,1.59,2023,2,21,15,1.42,321.0
1,0,2023-02-21 15:06:45,,9.0,0.0,0.0,0.0,7.888,4.0,50.5282469,-84.8139514,7.888,525.74,58.799999999999955,58.799999999999955,1.67,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:06:46,,9.0,0.0,0.0,0.0,8.038,4.0,50.5283288,-84.8139969,8.038,533.75,59.0,59.0,1.62,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:06:47,,9.0,0.0,0.0,0.0,7.571,4.0,50.5283925,-84.8140242,7.571,540.31,59.0,59.0,1.46,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:06:48,,9.0,0.0,0.0,0.0,7.435,3.0,50.5284654,-84.8140607,7.435,547.34,59.0,59.0,1.26,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:06:49,,9.0,0.0,0.0,0.0,7.442,3.0,50.5285427,-84.814088,7.442,554.62,59.0,59.0,1.08,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:06:50,,9.0,0.0,0.0,0.0,7.651,3.0,50.5286155,-84.8141244,7.651,562.26,59.0,59.0,0.91,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:06:51,,9.0,0.0,0.0,0.0,8.039,3.0,50.528702,-84.8141699,8.039,570.54,59.200000000000045,59.200000000000045,0.21,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:06:52,,9.0,0.0,0.0,0.0,7.704,3.0,50.5287839,-84.8142063,7.704,578.88,59.200000000000045,59.200000000000045,0.42,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:06:53,,9.0,0.0,0.0,0.0,7.616,3.0,50.5288658,-84.8142518,7.616,587.01,59.200000000000045,59.200000000000045,0.14,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:06:54,,9.0,0.0,0.0,0.0,7.748,3.0,50.5289478,-84.8142882,7.748,595.07,59.200000000000045,59.200000000000045,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:06:55,,9.0,0.0,0.0,0.0,7.948,3.0,50.5290342,-84.8143246,7.948,603.57,59.200000000000045,59.200000000000045,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:06:56,,9.0,0.0,0.0,0.0,8.022,3.0,50.5291207,-84.8143701,8.022,612.03,59.200000000000045,59.200000000000045,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:06:57,,9.0,0.0,0.0,0.0,8.118,3.0,50.5292117,-84.8144065,8.118,620.66,59.200000000000045,59.200000000000045,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:06:58,,9.0,0.0,0.0,0.0,8.074,3.0,50.5292937,-84.814443,8.074,629.14,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:06:59,,9.0,0.0,0.0,0.0,8.038,3.0,50.5293847,-84.8144794,8.038,637.63,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:00,,9.0,0.0,0.0,0.0,8.044,3.0,50.5294711,-84.8145249,8.044,646.3,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:01,,9.0,0.0,0.0,0.0,8.224,3.0,50.5295622,-84.8145613,8.224,655.13,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:02,,9.0,0.0,0.0,0.0,8.019,3.0,50.5296441,-84.8146068,8.019,663.62,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:03,,9.0,0.0,0.0,0.0,8.051,3.0,50.5297306,-84.8146432,8.051,671.87,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:04,,9.0,0.0,0.0,0.0,8.273,3.0,50.529817,-84.8146796,8.273,680.35,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:05,,9.0,0.0,0.0,0.0,8.459,3.0,50.5299081,-84.8147251,8.459,689.09,59.60000000000002,59.60000000000002,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:06,,9.0,0.0,0.0,0.0,8.328,3.0,50.5299945,-84.8147615,8.328,697.86,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:07,,9.0,0.0,0.0,0.0,8.302,3.0,50.530081,-84.8147979,8.302,706.27,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:08,,9.0,0.0,0.0,0.0,8.277,3.0,50.5301675,-84.8148434,8.277,714.7,59.60000000000002,59.60000000000002,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:09,,9.0,0.0,0.0,0.0,8.345,3.0,50.5302539,-84.814889,8.345,723.21,59.60000000000002,59.60000000000002,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:10,,9.0,0.0,0.0,0.0,8.441,3.0,50.5303404,-84.8149254,8.441,731.72,59.60000000000002,59.60000000000002,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:11,,9.0,0.0,0.0,0.0,8.471,3.0,50.5304269,-84.8149618,8.471,740.33,59.60000000000002,59.60000000000002,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:12,,9.0,0.0,0.0,0.0,8.455,3.0,50.5305088,-84.8150073,8.455,748.64,59.60000000000002,59.60000000000002,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:13,,9.0,0.0,0.0,0.0,8.527,3.0,50.5305907,-84.8150528,8.527,756.98,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:14,,9.0,0.0,0.0,0.0,8.468,3.0,50.5306817,-84.8150983,8.468,765.73,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:15,,9.0,0.0,0.0,0.0,8.633,3.0,50.5307682,-84.8151438,8.633,774.47,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:16,,8.0,0.0,0.0,0.0,8.711,3.0,50.5308547,-84.8151802,8.711,783.1,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:17,,8.0,0.0,0.0,0.0,8.56,3.0,50.5309503,-84.8152257,8.56,792.04,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:18,,8.0,0.0,0.0,0.0,8.595,3.0,50.5310322,-84.8152622,8.595,800.45,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:19,,8.0,0.0,0.0,0.0,8.715,2.0,50.5311232,-84.8153077,8.715,809.51,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:20,,8.0,0.0,0.0,0.0,8.512,2.0,50.5312097,-84.8153532,8.512,818.2,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:21,,8.0,0.0,0.0,0.0,8.544,2.0,50.5313052,-84.8153896,8.544,827.08,59.60000000000002,59.60000000000002,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:22,,8.0,0.0,0.0,0.0,8.55,2.0,50.5313917,-84.8154351,8.55,836.0,59.60000000000002,59.60000000000002,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:23,,8.0,0.0,0.0,0.0,8.521,2.0,50.5314827,-84.8154715,8.521,844.75,59.60000000000002,59.60000000000002,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:24,,8.0,0.0,0.0,0.0,8.488,2.0,50.5315647,-84.815517,8.488,852.95,59.60000000000002,59.60000000000002,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:25,,8.0,0.0,0.0,0.0,8.395,2.0,50.5316511,-84.8155534,8.395,861.39,59.60000000000002,59.60000000000002,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:26,,8.0,0.0,0.0,0.0,8.363,2.0,50.5317422,-84.8155898,8.363,870.2,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:27,,8.0,0.0,0.0,0.0,8.592,2.0,50.5318332,-84.8156353,8.592,879.07,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:28,,8.0,0.0,0.0,0.0,8.627,2.0,50.5319196,-84.8156718,8.627,887.72,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:29,,8.0,0.0,0.0,0.0,8.635,2.0,50.5320061,-84.8157173,8.635,896.48,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:30,,8.0,0.0,0.0,0.0,8.545,2.0,50.5320926,-84.8157628,8.545,904.95,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:31,,8.0,0.0,0.0,0.0,8.538,2.0,50.5321836,-84.8157992,8.538,913.76,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:32,,8.0,0.0,0.0,0.0,8.565,2.0,50.5322701,-84.8158447,8.565,922.31,59.39999999999998,59.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:33,,8.0,0.0,0.0,0.0,8.595,2.0,50.532352,-84.8158811,8.595,930.7,59.200000000000045,59.200000000000045,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:34,,8.0,0.0,0.0,0.0,8.613,2.0,50.5324476,-84.8159266,8.613,939.63,59.200000000000045,59.200000000000045,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:35,,8.0,0.0,0.0,0.0,8.618,2.0,50.5325295,-84.815963,8.618,948.19,59.200000000000045,59.200000000000045,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:36,,8.0,0.0,0.0,0.0,8.719,2.0,50.5326205,-84.8160085,8.719,956.95,59.200000000000045,59.200000000000045,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:37,,8.0,0.0,0.0,0.0,8.755,2.0,50.532707,-84.816054,8.755,965.67,59.0,59.0,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:38,,8.0,0.0,0.0,0.0,8.764,2.0,50.5328026,-84.8160905,8.764,974.63,59.0,59.0,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:39,,8.0,0.0,0.0,0.0,8.687,2.0,50.532889,-84.816136,8.687,983.55,58.799999999999955,58.799999999999955,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:40,,8.0,0.0,0.0,0.0,8.596,2.0,50.5329755,-84.8161724,8.596,992.25,58.799999999999955,58.799999999999955,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:41,,8.0,0.0,0.0,0.0,8.418,2.0,50.5330665,-84.8162179,8.418,1000.84,58.60000000000002,58.60000000000002,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:42,,8.0,0.0,0.0,0.0,8.309,2.0,50.5331484,-84.8162543,8.309,1009.13,58.39999999999998,58.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:43,,8.0,0.0,0.0,0.0,8.177,2.0,50.5332349,-84.8162907,8.177,1017.45,58.200000000000045,58.200000000000045,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:44,,8.0,0.0,0.0,0.0,8.022,2.0,50.5333168,-84.8163362,8.022,1025.72,58.200000000000045,58.200000000000045,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:45,,8.0,0.0,0.0,0.0,7.885,2.0,50.5333942,-84.8163726,7.885,1033.7,58.200000000000045,58.200000000000045,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:46,,8.0,0.0,0.0,0.0,7.76,2.0,50.5334761,-84.8164181,7.76,1041.5,58.0,58.0,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:47,,8.0,0.0,0.0,0.0,7.714,2.0,50.5335535,-84.8164545,7.714,1049.36,57.799999999999955,57.799999999999955,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:48,,8.0,0.0,0.0,0.0,7.55,2.0,50.5336263,-84.816491,7.55,1056.64,57.60000000000002,57.60000000000002,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:49,,8.0,0.0,0.0,0.0,7.497,2.0,50.5337037,-84.8165274,7.497,1064.22,57.39999999999998,57.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:50,,8.0,0.0,0.0,0.0,7.357,2.0,50.533781,-84.8165638,7.357,1071.73,57.200000000000045,57.200000000000045,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:51,,8.0,0.0,0.0,0.0,7.299,2.0,50.5338539,-84.8166093,7.299,1079.05,57.0,57.0,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:52,,8.0,0.0,0.0,0.0,7.226,2.0,50.5339267,-84.8166366,7.226,1086.23,57.0,57.0,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:53,,8.0,0.0,0.0,0.0,7.46,2.0,50.5339995,-84.8166639,7.46,1093.45,56.799999999999955,56.799999999999955,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:54,,8.0,0.0,0.0,0.0,7.182,2.0,50.5340769,-84.8166912,7.182,1100.71,56.799999999999955,56.799999999999955,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:55,,8.0,0.0,0.0,0.0,7.55,2.0,50.5341542,-84.8167185,7.55,1108.23,56.60000000000002,56.60000000000002,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:56,,8.0,0.0,0.0,0.0,7.914,2.0,50.5342316,-84.8167549,7.914,1115.87,56.39999999999998,56.39999999999998,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:57,,8.0,0.0,0.0,0.0,8.19,2.0,50.5343135,-84.8167913,8.19,1123.91,56.200000000000045,56.200000000000045,0.0,2023,2,21,15,1.42,321.0
2,0,2023-02-21 15:07:58,,8.0,0.0,0.0,0.0,8.093,2.0,50.5343909,-84.8168368,8.093,1131.83,56.0,56.0,0.0,2023,2,21,15,1.42,321.0
2,1,2023-02-21 15:07:59,,8.0,0.0,0.0,0.0,8.353,2.0,50.5344774,-84.8168823,8.353,1140.26,55.799999999999955,55.799999999999955,0.0,2023,2,21,15,1.42,321.0
2,1,2023-02-21 15:08:00,,8.0,0.0,0.0,0.0,8.081,2.0,50.5345593,-84.8169188,8.081,1148.27,55.60000000000002,55.60000000000002,-1.14,2023,2,21,15,1.42,321.0
2,1,2023-02-21 15:08:01,,8.0,0.0,0.0,0.0,7.122,2.0,50.5346276,-84.8169552,7.122,1155.35,55.60000000000002,55.60000000000002,-1.7,2023,2,21,15,1.42,321.0
2,1,2023-02-21 15:08:02,,7.0,0.0,0.0,0.0,7.839,2.0,50.5347049,-84.8170007,7.839,1163.27,55.39999999999998,55.39999999999998,-1.71,2023,2,21,15,1.42,321.0
